"stage","pathway_name","source","target","n_LR_pairs","summed_probability"
"Early","12oxoLTB4","C6-SLC2A1-like","C7-APOBEC3A-like",1,0.000238849378674348
"Early","12oxoLTB4","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",1,0.00010467664672449
"Early","12oxoLTB4","C7-APOBEC3A-like","C7-APOBEC3A-like",1,0.000277165821144791
"Early","12oxoLTB4","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",1,0.000121471588255238
"Non-malignant","12oxoLTB4","Cell cycle cell","Myeloid-CLEC10A-APC",1,0.000703079752081613
"Early","12oxoLTB4","Endothelia","C7-APOBEC3A-like",1,0.000340063775058208
"Early","12oxoLTB4","Endothelia","Mac-OLFML3-CX3CR1-resident",1,0.000149042716202118
"Non-malignant","12oxoLTB4","Endothelia","Myeloid-CLEC10A-APC",1,0.000124543368979397
"Advanced","12oxoLTB4","Epithelia","C7-APOBEC3A-like",1,0.000953931600352878
"Early","12oxoLTB4","Epithelia","C7-APOBEC3A-like",1,0.000794205869482456
"Early","12oxoLTB4","Epithelia","Mac-OLFML3-CX3CR1-resident",1,0.000348172381680607
"Non-malignant","12oxoLTB4","Epithelia","Myeloid-CLEC10A-APC",1,0.000327188547730204
"Advanced","12oxoLTB4","Fibroblast","C7-APOBEC3A-like",1,0.0018515401411054
"Early","12oxoLTB4","Fibroblast","C7-APOBEC3A-like",1,0.00035185796846228
"Early","12oxoLTB4","Fibroblast","Mac-OLFML3-CX3CR1-resident",1,0.000154212882211447
"Non-malignant","12oxoLTB4","Fibroblast","Myeloid-CLEC10A-APC",1,0.00040547875289819
"Advanced","12oxoLTB4","Mac-Cycling","C7-APOBEC3A-like",1,0.000482384944482125
"Advanced","12oxoLTB4","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.000895341347443673
"Early","12oxoLTB4","SMC_myoFibroblast","C7-APOBEC3A-like",1,0.00124780822563152
"Early","12oxoLTB4","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.000547166887453828
"Non-malignant","12oxoLTB4","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.00039753870178544
"Non-malignant","5alphaP","C6-SLC2A1-like","Cell cycle cell",1,0.000388405410879993
"Non-malignant","5alphaP","C6-SLC2A1-like","Epithelia",1,0.000817597295312796
"Non-malignant","5alphaP","C6-SLC2A1-like","Fibroblast",1,0.00115968468705013
"Non-malignant","5alphaP","C6-SLC2A1-like","SMC_myoFibroblast",1,0.000963911579629002
"Non-malignant","ADGRA","C6-SLC2A1-like","Cell cycle cell",1,0.00213606207194046
"Non-malignant","ADGRA","C6-SLC2A1-like","Endothelia",1,0.00151667470788456
"Non-malignant","ADGRA","C6-SLC2A1-like","Fibroblast",1,0.00219078686245204
"Non-malignant","ADGRA","C6-SLC2A1-like","SMC_myoFibroblast",1,0.00563664446008523
"Non-malignant","ADGRA","Mac-Cycling","Cell cycle cell",1,0.000196032601547645
"Non-malignant","ADGRA","Mac-Cycling","Endothelia",1,0.000139111205896374
"Non-malignant","ADGRA","Mac-Cycling","Fibroblast",1,0.000201064868861201
"Non-malignant","ADGRA","Mac-Cycling","SMC_myoFibroblast",1,0.000518944608399372
"Non-malignant","ADGRA","Myeloid-CLEC10A-APC","Cell cycle cell",1,0.000382568701605064
"Non-malignant","ADGRA","Myeloid-CLEC10A-APC","Endothelia",1,0.000271498089102395
"Non-malignant","ADGRA","Myeloid-CLEC10A-APC","Fibroblast",1,0.000392387576378095
"Non-malignant","ADGRA","Myeloid-CLEC10A-APC","SMC_myoFibroblast",1,0.00101243858182244
"Non-malignant","ADGRE","B cell_plasma","C6-SLC2A1-like",1,0.00397914938609123
"Early","ADGRE","B cell_plasma","C7-APOBEC3A-like",1,0.00199309476407726
"Non-malignant","ADGRE","B cell_plasma","C7-APOBEC3A-like",1,0.0195419016396524
"Non-malignant","ADGRE","B cell_plasma","Mac-FOLR2-LYVE1-resident",1,0.00453098300916278
"Non-malignant","ADGRE","B cell_plasma","Mono-FCN1-S100A8-S100A9",1,0.0183547446160451
"Non-malignant","ADGRE","B cell_plasma","Myeloid-CLEC10A-APC",1,0.0132093267170289
"Advanced","ADGRE","C6-SLC2A1-like","C6-SLC2A1-like",1,0.00293716510851488
"Early","ADGRE","C6-SLC2A1-like","C6-SLC2A1-like",1,0.00178308910504051
"Non-malignant","ADGRE","C6-SLC2A1-like","C6-SLC2A1-like",1,0.00265982600253754
"Advanced","ADGRE","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.00902048679033014
"Early","ADGRE","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.0101838705321152
"Non-malignant","ADGRE","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.0176220669113312
"Advanced","ADGRE","C6-SLC2A1-like","CD8 T",1,0.00743344806912669
"Early","ADGRE","C6-SLC2A1-like","CD8 T",1,0.00354631077398078
"Non-malignant","ADGRE","C6-SLC2A1-like","CD8 T",2,0.0214680305869702
"Advanced","ADGRE","C6-SLC2A1-like","Cell cycle cell",1,0.0128075571832526
"Early","ADGRE","C6-SLC2A1-like","Cell cycle cell",1,0.00749308708721814
"Advanced","ADGRE","C6-SLC2A1-like","Mac-Cycling",1,0.00208156148769945
"Early","ADGRE","C6-SLC2A1-like","Mac-Cycling",1,0.00108380699857795
"Advanced","ADGRE","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",1,0.00352820598588852
"Early","ADGRE","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",1,0.0016146081610831
"Non-malignant","ADGRE","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",1,0.00128833836678912
"Advanced","ADGRE","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.00550192529970972
"Advanced","ADGRE","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",2,0.0105363717356371
"Early","ADGRE","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",2,0.00541565206195466
"Non-malignant","ADGRE","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",2,0.0168775037944657
"Non-malignant","ADGRE","C6-SLC2A1-like","Myeloid",1,0.00373733714335651
"Advanced","ADGRE","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.0125273761658517
"Early","ADGRE","C6-SLC2A1-like","Myeloid-CLEC10A-APC",1,0.00201655907259041
"Non-malignant","ADGRE","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.011775876772302
"Advanced","ADGRE","C6-SLC2A1-like","Other T",1,0.00480193903063216
"Early","ADGRE","C6-SLC2A1-like","Other T",1,0.00216756784047704
"Advanced","ADGRE","C7-APOBEC3A-like","C6-SLC2A1-like",2,0.00905185238655141
"Early","ADGRE","C7-APOBEC3A-like","C6-SLC2A1-like",1,0.00301921904766453
"Non-malignant","ADGRE","C7-APOBEC3A-like","C6-SLC2A1-like",1,0.00692221986752781
"Advanced","ADGRE","C7-APOBEC3A-like","C7-APOBEC3A-like",2,0.0129918114859694
"Early","ADGRE","C7-APOBEC3A-like","C7-APOBEC3A-like",3,0.0202938177741701
"Non-malignant","ADGRE","C7-APOBEC3A-like","C7-APOBEC3A-like",1,0.0336071589418349
"Advanced","ADGRE","C7-APOBEC3A-like","CD8 T",1,0.0107050911490866
"Early","ADGRE","C7-APOBEC3A-like","CD8 T",2,0.00796916144577143
"Non-malignant","ADGRE","C7-APOBEC3A-like","CD8 T",1,0.0384642631134963
"Advanced","ADGRE","C7-APOBEC3A-like","Cell cycle cell",1,0.0184006291478486
"Early","ADGRE","C7-APOBEC3A-like","Cell cycle cell",2,0.016810979229064
"Advanced","ADGRE","C7-APOBEC3A-like","Mac-Cycling",1,0.00300483872193047
"Early","ADGRE","C7-APOBEC3A-like","Mac-Cycling",1,0.00183604994720182
"Non-malignant","ADGRE","C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident",1,0.00787897369950182
"Advanced","ADGRE","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",1,0.00508987005303455
"Early","ADGRE","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",1,0.00273425829722381
"Non-malignant","ADGRE","C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident",1,0.00531240895665895
"Advanced","ADGRE","C7-APOBEC3A-like","Mac-TNF-CCL4-inflammatory",1,0.00793024984377137
"Advanced","ADGRE","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",2,0.0151868448603533
"Early","ADGRE","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",2,0.0091628609943929
"Non-malignant","ADGRE","C7-APOBEC3A-like","Mono-FCN1-S100A8-S100A9",1,0.0315930801543504
"Non-malignant","ADGRE","C7-APOBEC3A-like","Myeloid",1,0.00955201210289086
"Advanced","ADGRE","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",2,0.0180485854569069
"Early","ADGRE","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",1,0.00341398896498373
"Non-malignant","ADGRE","C7-APOBEC3A-like","Myeloid-CLEC10A-APC",1,0.0228228183658584
"Advanced","ADGRE","C7-APOBEC3A-like","Other T",1,0.00692346910399865
"Early","ADGRE","C7-APOBEC3A-like","Other T",1,0.00366925865053314
"Non-malignant","ADGRE","Cell cycle cell","C6-SLC2A1-like",5,0.0191029508591817
"Non-malignant","ADGRE","Cell cycle cell","C7-APOBEC3A-like",5,0.0689297049156657
"Non-malignant","ADGRE","Cell cycle cell","Mac-Cycling",1,0.00160985078621116
"Non-malignant","ADGRE","Cell cycle cell","Mac-FOLR2-LYVE1-resident",3,0.0131692313590205
"Non-malignant","ADGRE","Cell cycle cell","Mac-OLFML3-CX3CR1-resident",4,0.00952984456797583
"Non-malignant","ADGRE","Cell cycle cell","Mono-FCN1-S100A8-S100A9",5,0.0656769250175533
"Non-malignant","ADGRE","Cell cycle cell","Myeloid-CLEC10A-APC",5,0.0462591733764336
"Advanced","ADGRE","Endothelia","C6-SLC2A1-like",5,0.0320896979860762
"Early","ADGRE","Endothelia","C6-SLC2A1-like",2,0.00847116526108485
"Non-malignant","ADGRE","Endothelia","C6-SLC2A1-like",3,0.0125329513565629
"Advanced","ADGRE","Endothelia","C7-APOBEC3A-like",5,0.0488903889849245
"Early","ADGRE","Endothelia","C7-APOBEC3A-like",3,0.0330973925207709
"Non-malignant","ADGRE","Endothelia","C7-APOBEC3A-like",5,0.0725214421196016
"Advanced","ADGRE","Endothelia","Mac-Cycling",3,0.0174911105545995
"Early","ADGRE","Endothelia","Mac-Cycling",2,0.00576587636183518
"Non-malignant","ADGRE","Endothelia","Mac-Cycling",1,0.00188782092084718
"Non-malignant","ADGRE","Endothelia","Mac-FOLR2-LYVE1-resident",2,0.010600620026832
"Advanced","ADGRE","Endothelia","Mac-OLFML3-CX3CR1-resident",2,0.0162963664134234
"Early","ADGRE","Endothelia","Mac-OLFML3-CX3CR1-resident",2,0.00738073574485882
"Non-malignant","ADGRE","Endothelia","Mac-OLFML3-CX3CR1-resident",3,0.00744481412726339
"Advanced","ADGRE","Endothelia","Mac-TNF-CCL4-inflammatory",2,0.0253423049758544
"Advanced","ADGRE","Endothelia","Mono-FCN1-S100A8-S100A9",5,0.0544063900138599
"Early","ADGRE","Endothelia","Mono-FCN1-S100A8-S100A9",3,0.0182715885568578
"Non-malignant","ADGRE","Endothelia","Mono-FCN1-S100A8-S100A9",5,0.0690743362551035
"Advanced","ADGRE","Endothelia","Myeloid-CLEC10A-APC",5,0.0623481574144579
"Early","ADGRE","Endothelia","Myeloid-CLEC10A-APC",2,0.00959625512751579
"Non-malignant","ADGRE","Endothelia","Myeloid-CLEC10A-APC",5,0.0487061911805769
"Advanced","ADGRE","Epithelia","C6-SLC2A1-like",5,0.00609413553238303
"Early","ADGRE","Epithelia","C6-SLC2A1-like",4,0.0090778057536729
"Non-malignant","ADGRE","Epithelia","C6-SLC2A1-like",3,0.00988168113715298
"Advanced","ADGRE","Epithelia","C7-APOBEC3A-like",6,0.0156607291359193
"Early","ADGRE","Epithelia","C7-APOBEC3A-like",4,0.0309098340066866
"Non-malignant","ADGRE","Epithelia","C7-APOBEC3A-like",3,0.0393590282844623
"Advanced","ADGRE","Epithelia","Mac-Cycling",5,0.00476465516488428
"Early","ADGRE","Epithelia","Mac-Cycling",4,0.00654667946496578
"Non-malignant","ADGRE","Epithelia","Mac-FOLR2-LYVE1-resident",2,0.00807788547180246
"Advanced","ADGRE","Epithelia","Mac-OLFML3-CX3CR1-resident",2,0.0034496034209471
"Early","ADGRE","Epithelia","Mac-OLFML3-CX3CR1-resident",4,0.00773079130280454
"Non-malignant","ADGRE","Epithelia","Mac-OLFML3-CX3CR1-resident",2,0.00461739563084379
"Advanced","ADGRE","Epithelia","Mac-TNF-CCL4-inflammatory",2,0.0053817403018716
"Advanced","ADGRE","Epithelia","Mono-FCN1-S100A8-S100A9",6,0.0156981701089597
"Early","ADGRE","Epithelia","Mono-FCN1-S100A8-S100A9",4,0.0179147896961696
"Non-malignant","ADGRE","Epithelia","Mono-FCN1-S100A8-S100A9",3,0.0373117783957638
"Advanced","ADGRE","Epithelia","Myeloid-CLEC10A-APC",6,0.0165933376377938
"Early","ADGRE","Epithelia","Myeloid-CLEC10A-APC",4,0.0102971580875458
"Non-malignant","ADGRE","Epithelia","Myeloid-CLEC10A-APC",3,0.0264709477071753
"Advanced","ADGRE","Fibroblast","C6-SLC2A1-like",6,0.0527879675504704
"Early","ADGRE","Fibroblast","C6-SLC2A1-like",5,0.0240227938064255
"Non-malignant","ADGRE","Fibroblast","C6-SLC2A1-like",5,0.0271646618133793
"Advanced","ADGRE","Fibroblast","C7-APOBEC3A-like",6,0.0777505790590415
"Early","ADGRE","Fibroblast","C7-APOBEC3A-like",5,0.0767574867388533
"Non-malignant","ADGRE","Fibroblast","C7-APOBEC3A-like",5,0.09963762801769
"Advanced","ADGRE","Fibroblast","Mac-Cycling",5,0.0400900772375482
"Early","ADGRE","Fibroblast","Mac-Cycling",5,0.0166966547856054
"Non-malignant","ADGRE","Fibroblast","Mac-Cycling",1,0.00252750766195061
"Non-malignant","ADGRE","Fibroblast","Mac-FOLR2-LYVE1-resident",3,0.0195336606005449
"Advanced","ADGRE","Fibroblast","Mac-OLFML3-CX3CR1-resident",2,0.0280145350039974
"Early","ADGRE","Fibroblast","Mac-OLFML3-CX3CR1-resident",5,0.0207716863553782
"Non-malignant","ADGRE","Fibroblast","Mac-OLFML3-CX3CR1-resident",4,0.0151959492402962
"Advanced","ADGRE","Fibroblast","Mac-TNF-CCL4-inflammatory",2,0.0433958590048275
"Advanced","ADGRE","Fibroblast","Mono-FCN1-S100A8-S100A9",6,0.0886393526799974
"Early","ADGRE","Fibroblast","Mono-FCN1-S100A8-S100A9",5,0.0423529826200565
"Non-malignant","ADGRE","Fibroblast","Mono-FCN1-S100A8-S100A9",5,0.0948746604367005
"Advanced","ADGRE","Fibroblast","Myeloid-CLEC10A-APC",6,0.102929264849926
"Early","ADGRE","Fibroblast","Myeloid-CLEC10A-APC",5,0.02721965675759
"Non-malignant","ADGRE","Fibroblast","Myeloid-CLEC10A-APC",5,0.0671142122616656
"Advanced","ADGRE","Mac-Cycling","C6-SLC2A1-like",2,0.00784510997102663
"Early","ADGRE","Mac-Cycling","C6-SLC2A1-like",1,0.00281591643757811
"Non-malignant","ADGRE","Mac-Cycling","C6-SLC2A1-like",1,0.00233139909614498
"Advanced","ADGRE","Mac-Cycling","C7-APOBEC3A-like",2,0.01126866431923
"Early","ADGRE","Mac-Cycling","C7-APOBEC3A-like",2,0.0160515166957066
"Non-malignant","ADGRE","Mac-Cycling","C7-APOBEC3A-like",3,0.030851224375486
"Advanced","ADGRE","Mac-Cycling","CD8 T",2,0.0114049527133496
"Early","ADGRE","Mac-Cycling","CD8 T",1,0.00559473331130801
"Non-malignant","ADGRE","Mac-Cycling","CD8 T",2,0.0311120811482111
"Advanced","ADGRE","Mac-Cycling","Cell cycle cell",2,0.0196429478444848
"Early","ADGRE","Mac-Cycling","Cell cycle cell",1,0.0117942658015525
"Advanced","ADGRE","Mac-Cycling","Mac-Cycling",1,0.00260371362729182
"Early","ADGRE","Mac-Cycling","Mac-Cycling",1,0.0017122805676942
"Advanced","ADGRE","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",1,0.00441163938466904
"Early","ADGRE","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",1,0.00255009476936829
"Non-malignant","ADGRE","Mac-Cycling","Mac-OLFML3-CX3CR1-resident",1,0.00112906670409315
"Advanced","ADGRE","Mac-Cycling","Mac-TNF-CCL4-inflammatory",1,0.00687615133326422
"Advanced","ADGRE","Mac-Cycling","Mono-FCN1-S100A8-S100A9",2,0.0131681336972281
"Early","ADGRE","Mac-Cycling","Mono-FCN1-S100A8-S100A9",2,0.00854697289307847
"Non-malignant","ADGRE","Mac-Cycling","Mono-FCN1-S100A8-S100A9",3,0.0292580055364509
"Non-malignant","ADGRE","Mac-Cycling","Myeloid",2,0.0075919624331016
"Advanced","ADGRE","Mac-Cycling","Myeloid-CLEC10A-APC",2,0.0156525026548041
"Early","ADGRE","Mac-Cycling","Myeloid-CLEC10A-APC",1,0.00318418896483074
"Non-malignant","ADGRE","Mac-Cycling","Myeloid-CLEC10A-APC",3,0.020715866399131
"Advanced","ADGRE","Mac-Cycling","Other T",1,0.00600238344599265
"Early","ADGRE","Mac-Cycling","Other T",1,0.00342233512445927
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","C6-SLC2A1-like",2,0.00695044788775328
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like",2,0.00998939996479374
"Non-malignant","ADGRE","Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like",1,0.00704318758211379
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","CD8 T",1,0.00823171138744628
"Non-malignant","ADGRE","Mac-FOLR2-LYVE1-resident","CD8 T",1,0.00809326249597922
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Cell cycle cell",1,0.0141746937813998
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Mac-Cycling",1,0.00230643176745022
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident",1,0.00390874457486513
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Mac-TNF-CCL4-inflammatory",1,0.00609403970666126
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9",2,0.0116703183759905
"Non-malignant","ADGRE","Mac-FOLR2-LYVE1-resident","Mono-FCN1-S100A8-S100A9",1,0.00661019971889484
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC",2,0.0138740917855161
"Non-malignant","ADGRE","Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC",1,0.00474124896990811
"Advanced","ADGRE","Mac-FOLR2-LYVE1-resident","Other T",1,0.00531912418872453
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",2,0.0081145197935302
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",2,0.00602435071036902
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",1,0.00246195004331939
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",2,0.0116535978814003
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",2,0.0187379005626394
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",3,0.0228982832730734
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","CD8 T",1,0.00960271745277645
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","CD8 T",1,0.00653382052136249
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","CD8 T",2,0.0217533542501469
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Cell cycle cell",1,0.0165190275770716
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Cell cycle cell",1,0.0137595581688635
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-Cycling",1,0.00269325198922375
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-Cycling",2,0.00409880928808752
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-FOLR2-LYVE1-resident",1,0.00285056094443465
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",1,0.0045630655508757
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",2,0.00524809948794706
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",1,0.00119237132086707
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Mac-TNF-CCL4-inflammatory",1,0.00711156574665029
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",2,0.0136189758131305
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",2,0.00998327624517457
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",3,0.0218033332865126
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Myeloid",1,0.00239461034150002
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","Myeloid",1,0.00345957853236507
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",2,0.0161877041166263
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",2,0.00682558865961097
"Non-malignant","ADGRE","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",3,0.0153304413404322
"Advanced","ADGRE","Mac-OLFML3-CX3CR1-resident","Other T",1,0.00620807022275326
"Early","ADGRE","Mac-OLFML3-CX3CR1-resident","Other T",1,0.00399824706972707
"Non-malignant","ADGRE","Mac-TNF-CCL4-inflammatory","C7-APOBEC3A-like",1,0.00931232704171699
"Non-malignant","ADGRE","Mac-TNF-CCL4-inflammatory","CD8 T",1,0.0106970653437958
"Non-malignant","ADGRE","Mac-TNF-CCL4-inflammatory","Mono-FCN1-S100A8-S100A9",1,0.00874106929278224
"Non-malignant","ADGRE","Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC",1,0.00627344675385378
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","B cell_plasma",1,0.00257381376387446
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",1,0.0075962909007938
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",1,0.00481960934384612
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",1,0.00877941615245026
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",1,0.0181340947705866
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",1,0.0179001369591735
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",1,0.04231869849139
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","CD8 T",1,0.0168362541268125
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","CD8 T",1,0.0114837365957709
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","CD8 T",1,0.0483718254386975
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Cell cycle cell",1,0.0288109255798376
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Cell cycle cell",1,0.0240510516917906
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Cell cycle cell",1,0.00571205452407667
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Epithelia",1,0.00259533130221094
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Epithelia",1,0.00293830030171788
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Mac-Cycling",1,0.00644042629867153
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Mac-Cycling",1,0.00369958736704356
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Mac-FOLR2-LYVE1-resident",1,0.00999027985588201
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident",1,0.00399997468515735
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident",1,0.00674063278456963
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",1,0.0143456787685302
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",1,0.0111976586839948
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",1,0.03980404037609
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid",1,0.00391594288624136
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid",1,0.00422205474399507
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid",1,0.0121061670672809
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",1,0.0115607581005489
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",1,0.00547233098241595
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",1,0.0288222499162989
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","Other T",1,0.0109126619936613
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","Other T",1,0.0070408677870912
"Advanced","ADGRE","Mono-FCN1-S100A8-S100A9","SMC_myoFibroblast",1,0.00275988291587464
"Early","ADGRE","Mono-FCN1-S100A8-S100A9","SMC_myoFibroblast",1,0.00332160731441073
"Non-malignant","ADGRE","Mono-FCN1-S100A8-S100A9","SMC_myoFibroblast",1,0.00698820675819845
"Non-malignant","ADGRE","Myeloid","C6-SLC2A1-like",1,0.00576567756691913
"Advanced","ADGRE","Myeloid","C7-APOBEC3A-like",1,0.00231715840794924
"Early","ADGRE","Myeloid","C7-APOBEC3A-like",1,0.00472346858184517
"Non-malignant","ADGRE","Myeloid","C7-APOBEC3A-like",1,0.028118420552062
"Non-malignant","ADGRE","Myeloid","Mac-FOLR2-LYVE1-resident",1,0.0065636365560154
"Non-malignant","ADGRE","Myeloid","Mac-OLFML3-CX3CR1-resident",1,0.00442363061934049
"Advanced","ADGRE","Myeloid","Mono-FCN1-S100A8-S100A9",1,0.00182692971769957
"Early","ADGRE","Myeloid","Mono-FCN1-S100A8-S100A9",1,0.00294005579860832
"Non-malignant","ADGRE","Myeloid","Mono-FCN1-S100A8-S100A9",1,0.0264242878547431
"Non-malignant","ADGRE","Myeloid","Myeloid-CLEC10A-APC",1,0.019060644923538
"Advanced","ADGRE","Myeloid-CLEC10A-APC","C6-SLC2A1-like",2,0.00664389317573933
"Early","ADGRE","Myeloid-CLEC10A-APC","C6-SLC2A1-like",1,0.00239532264430379
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","C6-SLC2A1-like",2,0.00726262194301893
"Advanced","ADGRE","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",3,0.0183252461248793
"Early","ADGRE","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",3,0.0177739645032186
"Non-malignant","ADGRE","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",3,0.0390619045425135
"Advanced","ADGRE","Myeloid-CLEC10A-APC","CD8 T",2,0.0158711879662118
"Early","ADGRE","Myeloid-CLEC10A-APC","CD8 T",2,0.00738407106913422
