"stage","pathway_name","source","target","n_LR_pairs","summed_probability"
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid",9,0.549778135215969
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid",9,0.392933356887993
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC",11,0.578249317704849
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC",9,0.476490963344642
"Non-malignant","MHC-II","Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC",9,0.379649409671842
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","Other T",11,0.326706650183026
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","Other T",9,0.235501738152766
"Advanced","MHC-II","Mac-FOLR2-LYVE1-resident","SMC_myoFibroblast",10,0.110388153354362
"Early","MHC-II","Mac-FOLR2-LYVE1-resident","SMC_myoFibroblast",9,0.371591272110962
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","C6-SLC2A1-like",9,0.53640011721966
"Early","MHC-II","Mac-NUPR1-IGF2-stress","C6-SLC2A1-like",6,0.295589037411806
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","C6-SLC2A1-like",2,0.0302939884307418
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","C7-APOBEC3A-like",9,0.728734292711102
"Early","MHC-II","Mac-NUPR1-IGF2-stress","C7-APOBEC3A-like",6,0.362560971131687
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","C7-APOBEC3A-like",2,0.0198049630482055
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mac-Cycling",8,0.293937803996468
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Mac-Cycling",6,0.290386084511302
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Mac-Cycling",2,0.024407358163905
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mac-FOLR2-LYVE1-resident",9,0.43933796021783
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Mac-FOLR2-LYVE1-resident",5,0.130902736186817
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Mac-FOLR2-LYVE1-resident",2,0.0341831581814204
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mac-NUPR1-IGF2-stress",7,0.140891512927136
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mac-OLFML3-CX3CR1-resident",9,0.41726329347388
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Mac-OLFML3-CX3CR1-resident",6,0.317235287760653
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Mac-OLFML3-CX3CR1-resident",2,0.0227369707060251
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mac-TNF-CCL4-inflammatory",7,0.150008178428997
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Mac-TNF-CCL4-inflammatory",4,0.111578508618528
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Mac-TNF-CCL4-inflammatory",2,0.00476827873051407
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Mono-FCN1-S100A8-S100A9",7,0.120794080102703
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Mono-FCN1-S100A8-S100A9",3,0.0609689839827637
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Mono-FCN1-S100A8-S100A9",2,0.00909980206588077
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid",9,0.337344121215547
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid",6,0.230031260501473
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid",2,0.0175732480922034
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid-CLEC10A-APC",9,0.288525005794943
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid-CLEC10A-APC",5,0.196999415401119
"Non-malignant","MHC-II","Mac-NUPR1-IGF2-stress","Myeloid-CLEC10A-APC",2,0.0169538079707075
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","Other T",8,0.152706186234439
"Early","MHC-II","Mac-NUPR1-IGF2-stress","Other T",5,0.0966506302970721
"Advanced","MHC-II","Mac-NUPR1-IGF2-stress","SMC_myoFibroblast",2,0.0100488766842412
"Early","MHC-II","Mac-NUPR1-IGF2-stress","SMC_myoFibroblast",4,0.140149470266431
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",11,1.27878286583255
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",11,0.895687516276861
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like",10,0.990017905650438
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",11,1.69765049939763
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",11,1.09047533180106
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like",10,0.66936815391771
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-Cycling",11,0.761199221590207
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-Cycling",11,0.880433864464931
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-Cycling",10,0.812697621890183
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-FOLR2-LYVE1-resident",11,1.05994781010161
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-FOLR2-LYVE1-resident",11,0.407931746114573
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-FOLR2-LYVE1-resident",10,1.10365531266429
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-NUPR1-IGF2-stress",11,0.383660840286401
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",11,1.00945026025747
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",11,0.95896026271929
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident",10,0.761166874008802
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-TNF-CCL4-inflammatory",11,0.408003642476263
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-TNF-CCL4-inflammatory",11,0.380137953460851
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Mac-TNF-CCL4-inflammatory",10,0.169555591197087
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",11,0.329794743793207
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",11,0.226656492262309
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Mono-FCN1-S100A8-S100A9",10,0.318774194654297
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid",11,0.82430682513867
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid",11,0.702192951613125
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid",10,0.598315436625226
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",11,0.709381093070353
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",11,0.609333579123852
"Non-malignant","MHC-II","Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC",10,0.578409249709447
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","Other T",11,0.402710742392412
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","Other T",11,0.302373655703491
"Advanced","MHC-II","Mac-OLFML3-CX3CR1-resident","SMC_myoFibroblast",11,0.161014634067015
"Early","MHC-II","Mac-OLFML3-CX3CR1-resident","SMC_myoFibroblast",11,0.476022023065203
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","C6-SLC2A1-like",8,0.672271496298196
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","C6-SLC2A1-like",9,0.493924649401369
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","C6-SLC2A1-like",8,0.414487627264886
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","C7-APOBEC3A-like",8,0.908447911343615
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","C7-APOBEC3A-like",9,0.606632274823746
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","C7-APOBEC3A-like",8,0.275739028695083
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-Cycling",8,0.391504683907629
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-Cycling",9,0.485181308216567
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-Cycling",8,0.337204480161048
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-FOLR2-LYVE1-resident",8,0.552090170066653
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-FOLR2-LYVE1-resident",9,0.22012980292713
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-FOLR2-LYVE1-resident",8,0.464753139358664
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-NUPR1-IGF2-stress",7,0.189694040474158
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident",8,0.524665634176954
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident",9,0.530319907182804
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident",8,0.315003953632948
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-TNF-CCL4-inflammatory",7,0.201929362043047
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-TNF-CCL4-inflammatory",9,0.204880680882917
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Mac-TNF-CCL4-inflammatory",8,0.0681378149359277
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Mono-FCN1-S100A8-S100A9",7,0.16270468711892
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Mono-FCN1-S100A8-S100A9",7,0.0957866916132055
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Mono-FCN1-S100A8-S100A9",8,0.129046264304452
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid",8,0.425095092404397
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid",9,0.383890247797321
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid",8,0.245594769809544
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC",8,0.364055117914205
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC",9,0.33175200249104
"Non-malignant","MHC-II","Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC",8,0.237187834615506
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","Other T",8,0.204012301313163
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","Other T",9,0.162412377691594
"Advanced","MHC-II","Mac-TNF-CCL4-inflammatory","SMC_myoFibroblast",3,0.0311365410211348
"Early","MHC-II","Mac-TNF-CCL4-inflammatory","SMC_myoFibroblast",9,0.257645623452499
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",7,0.532594550095966
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",8,0.511823344718731
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like",9,0.455434648172178
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",7,0.720140278271673
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",8,0.626982052650986
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like",9,0.30271573753181
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-Cycling",7,0.310011005374837
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-Cycling",8,0.502864998572008
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-Cycling",9,0.370337729799989
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-FOLR2-LYVE1-resident",7,0.437278035561587
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-FOLR2-LYVE1-resident",8,0.229569543837336
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-FOLR2-LYVE1-resident",9,0.510825511881672
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-NUPR1-IGF2-stress",7,0.153751511728799
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident",7,0.415536639920907
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident",8,0.549075005757733
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident",9,0.345907590183086
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-TNF-CCL4-inflammatory",7,0.163676252626083
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-TNF-CCL4-inflammatory",8,0.213743237820842
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Mac-TNF-CCL4-inflammatory",9,0.0747054686900669
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",7,0.131862565910235
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",8,0.126838128078989
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Mono-FCN1-S100A8-S100A9",9,0.141539758915774
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid",7,0.336624491130537
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid",8,0.398819795350443
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid",9,0.269571052404792
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",7,0.288265429682404
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",8,0.345073633450762
"Non-malignant","MHC-II","Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC",9,0.260329555008375
"Advanced","MHC-II","Mono-FCN1-S100A8-S100A9","Other T",7,0.161516554622644
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","Other T",8,0.169607700869918
"Early","MHC-II","Mono-FCN1-S100A8-S100A9","SMC_myoFibroblast",8,0.268457251310564
"Advanced","MHC-II","Myeloid","C6-SLC2A1-like",10,1.14681271816256
"Early","MHC-II","Myeloid","C6-SLC2A1-like",12,0.84911642007477
"Non-malignant","MHC-II","Myeloid","C6-SLC2A1-like",10,1.0440247661685
"Advanced","MHC-II","Myeloid","C7-APOBEC3A-like",10,1.52386717316085
"Early","MHC-II","Myeloid","C7-APOBEC3A-like",12,1.03328941112422
"Non-malignant","MHC-II","Myeloid","C7-APOBEC3A-like",10,0.707755442033137
"Advanced","MHC-II","Myeloid","Mac-Cycling",10,0.681709069807122
"Early","MHC-II","Myeloid","Mac-Cycling",12,0.834687922569508
"Non-malignant","MHC-II","Myeloid","Mac-Cycling",10,0.858279982646151
"Advanced","MHC-II","Myeloid","Mac-FOLR2-LYVE1-resident",10,0.950039596781179
"Early","MHC-II","Myeloid","Mac-FOLR2-LYVE1-resident",12,0.387235242015101
"Non-malignant","MHC-II","Myeloid","Mac-FOLR2-LYVE1-resident",10,1.16278995561565
"Advanced","MHC-II","Myeloid","Mac-NUPR1-IGF2-stress",10,0.343199462624938
"Advanced","MHC-II","Myeloid","Mac-OLFML3-CX3CR1-resident",10,0.904657943640705
"Early","MHC-II","Myeloid","Mac-OLFML3-CX3CR1-resident",12,0.90895663927909
"Non-malignant","MHC-II","Myeloid","Mac-OLFML3-CX3CR1-resident",10,0.804202552083851
"Advanced","MHC-II","Myeloid","Mac-TNF-CCL4-inflammatory",10,0.365003667731548
"Early","MHC-II","Myeloid","Mac-TNF-CCL4-inflammatory",12,0.360881001839861
"Non-malignant","MHC-II","Myeloid","Mac-TNF-CCL4-inflammatory",10,0.180046701543428
"Advanced","MHC-II","Myeloid","Mono-FCN1-S100A8-S100A9",10,0.29496238674375
"Early","MHC-II","Myeloid","Mono-FCN1-S100A8-S100A9",12,0.215273771362582
"Non-malignant","MHC-II","Myeloid","Mono-FCN1-S100A8-S100A9",10,0.338060804260385
"Advanced","MHC-II","Myeloid","Myeloid-CLEC10A-APC",10,0.635206416044933
"Early","MHC-II","Myeloid","Myeloid-CLEC10A-APC",12,0.578087811146975
"Non-malignant","MHC-II","Myeloid","Myeloid-CLEC10A-APC",10,0.612047997907864
"Advanced","MHC-II","Myeloid-CLEC10A-APC","C6-SLC2A1-like",9,0.77809094663522
"Early","MHC-II","Myeloid-CLEC10A-APC","C6-SLC2A1-like",9,0.745585065302887
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","C6-SLC2A1-like",9,0.787617011500023
"Advanced","MHC-II","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",9,1.04766287713513
"Early","MHC-II","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",9,0.909687818047866
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","C7-APOBEC3A-like",9,0.529070287554222
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mac-Cycling",9,0.455183470724024
"Early","MHC-II","Myeloid-CLEC10A-APC","Mac-Cycling",9,0.732764628408117
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Mac-Cycling",9,0.644225385296383
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",9,0.640209874814573
"Early","MHC-II","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",9,0.337770799645829
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident",9,0.880054473577035
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mac-NUPR1-IGF2-stress",9,0.226547591220211
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",9,0.608676501003644
"Early","MHC-II","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",9,0.798811541808453
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident",9,0.602747240304803
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory",9,0.241117328019426
"Early","MHC-II","Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory",9,0.314663221156342
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Mac-TNF-CCL4-inflammatory",9,0.132673486457684
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",9,0.194391031818085
"Early","MHC-II","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",9,0.187309078487218
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Mono-FCN1-S100A8-S100A9",9,0.250183554877814
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Myeloid",9,0.493963270136462
"Early","MHC-II","Myeloid-CLEC10A-APC","Myeloid",9,0.583278572265387
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Myeloid",9,0.472231135776059
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",9,0.423462329146781
"Early","MHC-II","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",9,0.505633194834778
"Non-malignant","MHC-II","Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC",9,0.456336234428308
"Advanced","MHC-II","Myeloid-CLEC10A-APC","Other T",9,0.23794740030328
"Early","MHC-II","Myeloid-CLEC10A-APC","Other T",9,0.250084213193603
"Advanced","MHC-II","Myeloid-CLEC10A-APC","SMC_myoFibroblast",4,0.0257488171673381
"Early","MHC-II","Myeloid-CLEC10A-APC","SMC_myoFibroblast",9,0.39443953924818
"Advanced","MHC-II","Other T","C6-SLC2A1-like",4,0.122631943792083
"Early","MHC-II","Other T","C6-SLC2A1-like",3,0.0483277035612342
"Advanced","MHC-II","Other T","C7-APOBEC3A-like",4,0.169702269586172
"Early","MHC-II","Other T","C7-APOBEC3A-like",3,0.0601102543808068
"Advanced","MHC-II","Other T","Mac-Cycling",2,0.0449126201363585
"Early","MHC-II","Other T","Mac-Cycling",3,0.0474258258432358
"Advanced","MHC-II","Other T","Mac-FOLR2-LYVE1-resident",4,0.0995121623581453
"Non-malignant","MHC-II","Other T","Mac-FOLR2-LYVE1-resident",2,0.00195864423517898
"Advanced","MHC-II","Other T","Mac-OLFML3-CX3CR1-resident",3,0.0769135315809182
"Early","MHC-II","Other T","Mac-OLFML3-CX3CR1-resident",4,0.0694387995586148
"Non-malignant","MHC-II","Other T","Mac-OLFML3-CX3CR1-resident",2,0.00129151866317264
"Non-malignant","MHC-II","Other T","Mono-FCN1-S100A8-S100A9",2,0.000511605163177565
"Advanced","MHC-II","Other T","Myeloid-CLEC10A-APC",2,0.0416681552754302
"Non-malignant","MHC-II","SMC_myoFibroblast","C6-SLC2A1-like",1,0.00406811734332578
"Non-malignant","MHC-II","SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident",1,0.00460205215744398
"Non-malignant","MHC-II","SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident",1,0.00303831761020265
"Non-malignant","MHC-II","SMC_myoFibroblast","Mono-FCN1-S100A8-S100A9",1,0.00120530083097654
"Non-malignant","MHC-II","SMC_myoFibroblast","Myeloid-CLEC10A-APC",1,0.00225703222174363
"Early","MIF","B cell_plasma","C6-SLC2A1-like",1,0.0267401844543796
"Early","MIF","B cell_plasma","Mono-FCN1-S100A8-S100A9",1,0.0327124981587594
"Early","MIF","B cell_plasma","Myeloid-CLEC10A-APC",2,0.0621371692274428
"Early","MIF","C6-SLC2A1-like","B cell_plasma",1,0.0295177194483267
"Non-malignant","MIF","C6-SLC2A1-like","B cell_plasma",2,0.098963804283511
"Advanced","MIF","C6-SLC2A1-like","C6-SLC2A1-like",2,0.197919344249666
"Early","MIF","C6-SLC2A1-like","C6-SLC2A1-like",2,0.218239503060366
"Non-malignant","MIF","C6-SLC2A1-like","C6-SLC2A1-like",2,0.0833688958118086
"Advanced","MIF","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.200876748074237
"Early","MIF","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.182497746047453
"Non-malignant","MIF","C6-SLC2A1-like","C7-APOBEC3A-like",2,0.102711197847065
"Advanced","MIF","C6-SLC2A1-like","CD8 T",2,0.112313470683863
"Early","MIF","C6-SLC2A1-like","CD8 T",2,0.109264521406982
"Non-malignant","MIF","C6-SLC2A1-like","CD8 T",2,0.0628814267288062
"Advanced","MIF","C6-SLC2A1-like","Cell cycle cell",2,0.113639989099066
"Early","MIF","C6-SLC2A1-like","Cell cycle cell",2,0.145733929182055
"Advanced","MIF","C6-SLC2A1-like","Endothelia",1,0.0399218487848894
"Early","MIF","C6-SLC2A1-like","Endothelia",1,0.0401336055143623
"Non-malignant","MIF","C6-SLC2A1-like","Endothelia",1,0.00682398494740286
"Advanced","MIF","C6-SLC2A1-like","Mac-Cycling",2,0.154124102910262
"Early","MIF","C6-SLC2A1-like","Mac-Cycling",2,0.175564437409545
"Non-malignant","MIF","C6-SLC2A1-like","Mac-Cycling",2,0.075960553427872
"Advanced","MIF","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",2,0.173089862353953
"Early","MIF","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",2,0.130701754609445
"Non-malignant","MIF","C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident",2,0.0710806447169047
"Advanced","MIF","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.205608073338344
"Early","MIF","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.205798463010423
"Non-malignant","MIF","C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident",2,0.126866145422178
"Advanced","MIF","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",2,0.182062870771766
"Early","MIF","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",2,0.213953433551009
"Non-malignant","MIF","C6-SLC2A1-like","Mac-TNF-CCL4-inflammatory",1,0.05067689568513
"Advanced","MIF","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",1,0.0991151992305971
"Early","MIF","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",2,0.20082155157521
"Non-malignant","MIF","C6-SLC2A1-like","Mono-FCN1-S100A8-S100A9",1,0.0594966680936854
"Advanced","MIF","C6-SLC2A1-like","Myeloid",2,0.174242772984789
"Early","MIF","C6-SLC2A1-like","Myeloid",2,0.183922387808995
"Non-malignant","MIF","C6-SLC2A1-like","Myeloid",2,0.10913825426959
"Advanced","MIF","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.181912957955686
"Early","MIF","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.229451045584151
"Non-malignant","MIF","C6-SLC2A1-like","Myeloid-CLEC10A-APC",2,0.115082674496513
"Advanced","MIF","C6-SLC2A1-like","Other T",2,0.117642930596027
"Early","MIF","C6-SLC2A1-like","Other T",2,0.128616756565817
"Early","MIF","C6-SLC2A1-like","SMC_myoFibroblast",1,0.0145367047634212
"Non-malignant","MIF","C7-APOBEC3A-like","B cell_plasma",2,0.117259057965455
"Early","MIF","C7-APOBEC3A-like","C6-SLC2A1-like",2,0.103216155458258
"Non-malignant","MIF","C7-APOBEC3A-like","C6-SLC2A1-like",2,0.0991132651993403
"Early","MIF","C7-APOBEC3A-like","C7-APOBEC3A-like",1,0.055995940236618
"Non-malignant","MIF","C7-APOBEC3A-like","C7-APOBEC3A-like",2,0.121924690054917
