"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C6-SLC2A1-like","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.0123426624863085,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.0111299550435243,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00486746964763273,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00370576695926894,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00741113395046726,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00597896157835095,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00414326883060213,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.010644385111074,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00398305111726539,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.0111375673108159,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00744111114937858,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.0152600833095533,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Other T","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.00133834873609993,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","C6-SLC2A1-like","TGFB1","TGFbR1_R2",0.0033194751956218,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Cell cycle cell","TGFB1","TGFbR1_R2",0.00560661783107436,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Cell cycle cell","TGFB1","TGFbR1_R2",0.00505594485670577,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Cell cycle cell","TGFB1","TGFbR1_R2",0.0022068449144083,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Cell cycle cell","TGFB1","TGFbR1_R2",0.00167972169899963,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Cell cycle cell","TGFB1","TGFbR1_R2",0.00336239261964619,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Cell cycle cell","TGFB1","TGFbR1_R2",0.00271180780019308,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Cell cycle cell","TGFB1","TGFbR1_R2",0.00187803842947141,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Cell cycle cell","TGFB1","TGFbR1_R2",0.0048355426850083,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Cell cycle cell","TGFB1","TGFbR1_R2",0.00180506006779431,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Cell cycle cell","TGFB1","TGFbR1_R2",0.00505791844868444,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Cell cycle cell","TGFB1","TGFbR1_R2",0.00337666155425069,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Cell cycle cell","TGFB1","TGFbR1_R2",0.00693846737451005,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Other T","Cell cycle cell","TGFB1","TGFbR1_R2",0.000606066979797258,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Cell cycle cell","TGFB1","TGFbR1_R2",0.0015046040537894,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Endothelia","TGFB1","TGFbR1_R2",0.0082759866635543,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Endothelia","TGFB1","TGFbR1_R2",0.00746303472790852,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Endothelia","TGFB1","TGFbR1_R2",0.00325963749221155,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Endothelia","TGFB1","TGFbR1_R2",0.00248125724420616,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Endothelia","TGFB1","TGFbR1_R2",0.00496530656111102,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Endothelia","TGFB1","TGFbR1_R2",0.00400498352811104,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Endothelia","TGFB1","TGFbR1_R2",0.00277420284464819,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Endothelia","TGFB1","TGFbR1_R2",0.00713761356291193,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Endothelia","TGFB1","TGFbR1_R2",0.00266657823971696,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Endothelia","TGFB1","TGFbR1_R2",0.00746668967419302,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Endothelia","TGFB1","TGFbR1_R2",0.00498604376896801,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Endothelia","TGFB1","TGFbR1_R2",0.0102386330003666,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Endothelia","TGFB1","TGFbR1_R2",0.00222258746351215,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Fibroblast","TGFB1","TGFbR1_R2",0.00159631323128477,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Fibroblast","TGFB1","TGFbR1_R2",0.00143955739587915,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Fibroblast","TGFB1","TGFbR1_R2",0.000956681824298134,0.03,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Fibroblast","TGFB1","TGFbR1_R2",0.00137683138634617,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Fibroblast","TGFB1","TGFbR1_R2",0.00143988076364288,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Fibroblast","TGFB1","TGFbR1_R2",0.000960848904263186,0.04,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Fibroblast","TGFB1","TGFbR1_R2",0.00197658261462722,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Mac-Cycling","TGFB1","TGFbR1_R2",0.0208411057240285,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Mac-Cycling","TGFB1","TGFbR1_R2",0.0187915840562851,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Mac-Cycling","TGFB1","TGFbR1_R2",0.00825800219196026,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Mac-Cycling","TGFB1","TGFbR1_R2",0.00629106750521126,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Mac-Cycling","TGFB1","TGFbR1_R2",0.0125521025595958,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Mac-Cycling","TGFB1","TGFbR1_R2",0.0101340900596999,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Mac-Cycling","TGFB1","TGFbR1_R2",0.00703370246003331,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Mac-Cycling","TGFB1","TGFbR1_R2",0.017970136202846,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Mac-Cycling","TGFB1","TGFbR1_R2",0.00676506219965087,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Mac-Cycling","TGFB1","TGFbR1_R2",0.0188182023310489,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Mac-Cycling","TGFB1","TGFbR1_R2",0.0125966315396391,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Mac-Cycling","TGFB1","TGFbR1_R2",0.025706153722744,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Other T","Mac-Cycling","TGFB1","TGFbR1_R2",0.00227741281792704,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-Cycling","TGFB1","TGFbR1_R2",0.00563549169436223,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00536533759742701,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.004838402303123,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00211102994388551,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00160670781061415,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00321686737354073,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00259427571624226,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00179640599683685,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00462751873812243,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00172652819820333,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00483999141994538,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00323065347816598,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00664120898082059,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident","TGFB1","TGFbR1_R2",0.00143919767099919,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0130508857633443,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0117683066414211,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00515291228096668,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00392370674901203,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0078423851678357,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00632807385650994,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00438692493855242,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0112546310829629,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0042178094297043,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0117785278014414,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00787312529941548,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.0161260393852465,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Other T","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00141789860052177,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident","TGFB1","TGFbR1_R2",0.00351472959597736,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C6-SLC2A1-like","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00739146153333675,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"C7-APOBEC3A-like","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00666547445529473,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CD8 T","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00290959054393449,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Cell cycle cell","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.0022146314641813,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelia","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00443299753479429,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-Cycling","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.0035753028748359,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-FOLR2-LYVE1-resident","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00247610198665537,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-OLFML3-CX3CR1-resident","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00637489996839231,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mac-TNF-CCL4-inflammatory","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00237990103796538,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mono-FCN1-S100A8-S100A9","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00666814931665115,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00445177693452711,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Myeloid-CLEC10A-APC","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00914697401758818,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Myeloid-CLEC10A-APC","TGFB1","TGFbR1_R2",0.00198374844876063,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","C6-SLC2A1-like","TGFB3","TGFbR1_R2",0.000940127700567833,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Cell cycle cell","TGFB3","TGFbR1_R2",0.000425702748652354,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Endothelia","TGFB3","TGFbR1_R2",0.000629056279043029,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Fibroblast","TGFB3","TGFbR1_R2",0.000120990285723584,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-Cycling","TGFB3","TGFbR1_R2",0.00160007107838294,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-FOLR2-LYVE1-resident","TGFB3","TGFbR1_R2",0.000407111704644771,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Mac-OLFML3-CX3CR1-resident","TGFB3","TGFbR1_R2",0.000996053737915572,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"SMC_myoFibroblast","Myeloid-CLEC10A-APC","TGFB3","TGFbR1_R2",0.000561289536753618,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"B cell_plasma","Endothelia","TGFB1","ACVR1_TGFbR",0.00014790751377429,0.01,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"C6-SLC2A1-like","Endothelia","TGFB1","ACVR1_TGFbR",0.00252226298740916,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"C7-APOBEC3A-like","Endothelia","TGFB1","ACVR1_TGFbR",0.00254987106663929,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
