"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Fibroblast","Cell cycle cell","LAMB1","ITGA9_ITGB1",0.0143619111993291,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMB1","ITGA9_ITGB1",0.00321266413106301,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Endothelia","LAMB1","ITGA9_ITGB1",0.0125970191988853,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMB1","ITGA9_ITGB1",0.0114522618358583,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMB1","ITGA9_ITGB1",0.00403447639966747,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMB1","ITGA9_ITGB1",0.0174134404690043,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMB1","ITGA9_ITGB1",0.0039046555648879,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","LAMB1","ITGA9_ITGB1",0.00974127601823062,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMB1","ITGA9_ITGB1",0.00885370805638618,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMB1","ITGA9_ITGB1",0.00311373966688197,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMB1","ITGA9_ITGB1",0.0134807221436028,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMB1","ITGA9_ITGB1",0.00301345653153213,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Cell cycle cell","LAMB2","ITGA9_ITGB1",0.00732528109747803,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMB2","ITGA9_ITGB1",0.00940185338456647,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMB2","ITGA9_ITGB1",0.00288184721941338,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMB2","ITGA9_ITGB1",0.0109123995579929,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMB2","ITGA9_ITGB1",0.0068981494006732,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Endothelia","LAMB2","ITGA9_ITGB1",0.00889520411173528,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMB2","ITGA9_ITGB1",0.0114117023525973,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMB2","ITGA9_ITGB1",0.00350283278454949,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMB2","ITGA9_ITGB1",0.0132408441490102,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMB2","ITGA9_ITGB1",0.00837730389681915,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","LAMB2","ITGA9_ITGB1",0.00687282083465376,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMB2","ITGA9_ITGB1",0.00882226951325655,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMB2","ITGA9_ITGB1",0.0027030969501803,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMB2","ITGA9_ITGB1",0.0102406596517181,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMB2","ITGA9_ITGB1",0.00647189975384304,0,"LAMB2_ITGA9_ITGB1","LAMB2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Cell cycle cell","LAMC1","ITGA9_ITGB1",0.0106207606988761,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMC1","ITGA9_ITGB1",0.0134515824206032,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMC1","ITGA9_ITGB1",0.00317816732140579,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMC1","ITGA9_ITGB1",0.0148855813882037,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMC1","ITGA9_ITGB1",0.00827328090278474,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Endothelia","LAMC1","ITGA9_ITGB1",0.0128877873844153,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMC1","ITGA9_ITGB1",0.0163128919433737,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMC1","ITGA9_ITGB1",0.00386275711322295,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMC1","ITGA9_ITGB1",0.0180463396264515,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMC1","ITGA9_ITGB1",0.0100443194172814,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","LAMC1","ITGA9_ITGB1",0.0099667924447233,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMC1","ITGA9_ITGB1",0.0126255320108462,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMC1","ITGA9_ITGB1",0.00298109236761389,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMC1","ITGA9_ITGB1",0.0139727175270081,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMC1","ITGA9_ITGB1",0.00776272348543846,0,"LAMC1_ITGA9_ITGB1","LAMC1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Cell cycle cell","LAMC3","ITGA9_ITGB1",0.0009860139839812,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMC3","ITGA9_ITGB1",0.00115182291658394,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Endothelia","LAMC3","ITGA9_ITGB1",0.00119897324838247,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMC3","ITGA9_ITGB1",0.00140054338328645,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","LAMC3","ITGA9_ITGB1",0.000924746145680616,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMC3","ITGA9_ITGB1",0.001080263368354,0,"LAMC3_ITGA9_ITGB1","LAMC3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Fibroblast","COL1A1","ITGA11_ITGB1",0.000953521988494649,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL1A1","ITGA11_ITGB1",0.0264665457290308,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL1A1","ITGA11_ITGB1",0.0021857170594773,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL1A1","ITGA11_ITGB1",0.0332427770896823,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL1A1","ITGA11_ITGB1",0.090671815200732,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-Cycling","Fibroblast","COL1A1","ITGA11_ITGB1",0.0030037106470768,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-FOLR2-LYVE1-resident","Fibroblast","COL1A1","ITGA11_ITGB1",0.00621516282605316,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-OLFML3-CX3CR1-resident","Fibroblast","COL1A1","ITGA11_ITGB1",0.00282926201187064,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Myeloid","Fibroblast","COL1A1","ITGA11_ITGB1",0.00310618869655187,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Other T","Fibroblast","COL1A1","ITGA11_ITGB1",0.000815860210970285,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL1A1","ITGA11_ITGB1",0.0289748450720346,0,"COL1A1_ITGA11_ITGB1","COL1A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL1A2","ITGA11_ITGB1",0.0253680564841069,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL1A2","ITGA11_ITGB1",0.00290114349289467,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL1A2","ITGA11_ITGB1",0.0310849062518709,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL1A2","ITGA11_ITGB1",0.0843777243827225,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-Cycling","Fibroblast","COL1A2","ITGA11_ITGB1",0.00353055925748284,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-FOLR2-LYVE1-resident","Fibroblast","COL1A2","ITGA11_ITGB1",0.0059289085456533,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Mac-NUPR1-IGF2-stress","Fibroblast","COL1A2","ITGA11_ITGB1",0.00189184506836745,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Myeloid","Fibroblast","COL1A2","ITGA11_ITGB1",0.00339650105746818,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Other T","Fibroblast","COL1A2","ITGA11_ITGB1",0.000382886017819492,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL1A2","ITGA11_ITGB1",0.0366759606936147,0,"COL1A2_ITGA11_ITGB1","COL1A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL4A1","ITGA11_ITGB1",0.0297223988639727,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL4A1","ITGA11_ITGB1",0.0438337457057186,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL4A1","ITGA11_ITGB1",0.00603548572625508,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL4A1","ITGA11_ITGB1",0.0250596137584988,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL4A1","ITGA11_ITGB1",0.0330482602586842,0,"COL4A1_ITGA11_ITGB1","COL4A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL4A2","ITGA11_ITGB1",0.0295526119567856,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL4A2","ITGA11_ITGB1",0.0307051309717804,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL4A2","ITGA11_ITGB1",0.0116469513606863,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL4A2","ITGA11_ITGB1",0.028378155436796,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL4A2","ITGA11_ITGB1",0.0396137164407133,0,"COL4A2_ITGA11_ITGB1","COL4A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL4A5","ITGA11_ITGB1",0.00122864475795012,0,"COL4A5_ITGA11_ITGB1","COL4A5 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL4A5","ITGA11_ITGB1",0.000278067428249655,0,"COL4A5_ITGA11_ITGB1","COL4A5 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL4A5","ITGA11_ITGB1",0.00240431316115564,0,"COL4A5_ITGA11_ITGB1","COL4A5 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL4A5","ITGA11_ITGB1",0.00250688725087571,0,"COL4A5_ITGA11_ITGB1","COL4A5 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL6A1","ITGA11_ITGB1",0.0230109241866262,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL6A1","ITGA11_ITGB1",0.00507118477503338,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL6A1","ITGA11_ITGB1",0.0356971331490925,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL6A1","ITGA11_ITGB1",0.0590240137775208,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Other T","Fibroblast","COL6A1","ITGA11_ITGB1",0.000650082949607168,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL6A1","ITGA11_ITGB1",0.0321580003028995,0,"COL6A1_ITGA11_ITGB1","COL6A1 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL6A2","ITGA11_ITGB1",0.0226537223616624,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","COL6A2","ITGA11_ITGB1",0.018018094014061,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL6A2","ITGA11_ITGB1",0.027361906573314,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL6A2","ITGA11_ITGB1",0.0564492551606281,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL6A2","ITGA11_ITGB1",0.0410027511945837,0,"COL6A2_ITGA11_ITGB1","COL6A2 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Fibroblast","COL6A3","ITGA11_ITGB1",0.00972027012025818,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","COL6A3","ITGA11_ITGB1",0.0211790195309016,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","COL6A3","ITGA11_ITGB1",0.0529917775754552,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","COL6A3","ITGA11_ITGB1",0.00339064547885184,0,"COL6A3_ITGA11_ITGB1","COL6A3 - (ITGA11+ITGB1)","COLLAGEN","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.011735094717315,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0122170251075547,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Endothelia","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0177162927758792,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Epithelia","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0104157553832821,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0308568398393184,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-Cycling","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0069691787264984,0.01,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-OLFML3-CX3CR1-resident","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.00500583825497541,0.03,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","C6-SLC2A1-like","FN1","ITGAV_ITGB1",0.0137674062300858,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Cell cycle cell","FN1","ITGAV_ITGB1",0.0152515861399271,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Cell cycle cell","FN1","ITGAV_ITGB1",0.0158756099846465,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","FN1","ITGAV_ITGB1",0.0229834036801841,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","FN1","ITGAV_ITGB1",0.0135423163736016,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","FN1","ITGAV_ITGB1",0.0398720988767887,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-Cycling","Cell cycle cell","FN1","ITGAV_ITGB1",0.00907064280341454,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-OLFML3-CX3CR1-resident","Cell cycle cell","FN1","ITGAV_ITGB1",0.00651916942673021,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-TNF-CCL4-inflammatory","Cell cycle cell","FN1","ITGAV_ITGB1",0.00580168478161503,0.01,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","FN1","ITGAV_ITGB1",0.0178818726995301,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Endothelia","FN1","ITGAV_ITGB1",0.0128239159722807,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Cell cycle cell","Endothelia","FN1","ITGAV_ITGB1",0.0133499574394158,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","FN1","ITGAV_ITGB1",0.0193492040948499,0.01,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","FN1","ITGAV_ITGB1",0.0113835739724736,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","FN1","ITGAV_ITGB1",0.0336594134757476,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-Cycling","Endothelia","FN1","ITGAV_ITGB1",0.00761921159345665,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"Mac-OLFML3-CX3CR1-resident","Endothelia","FN1","ITGAV_ITGB1",0.00547375482727658,0.01,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","FN1","ITGAV_ITGB1",0.015041922075189,0,"FN1_ITGAV_ITGB1","FN1 - (ITGAV+ITGB1)","FN1","ECM-Receptor","KEGG: hsa04512"
