"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.17435811747813e-27,1.92859511891602,0.151,0.034,4.85338475402294e-23,"8","CD1C"
3.21825707732344e-75,1.91926906287555,0.964,0.645,7.18347162229365e-71,"8","TIMP1"
1.61998335490833e-50,1.90688170003779,0.289,0.066,3.61596484649089e-46,"8","PTGER2"
0,6.33194650967827,0.749,0.049,0,"5","S100A12"
8.48877638027795e-81,6.14800770564617,0.105,0.004,1.89477977584184e-76,"5","PADI4"
9.16442853307087e-100,5.03114566641061,0.143,0.007,2.04559209286675e-95,"5","NFE2"
0,4.74664057316623,0.97,0.299,0,"5","S100A8"
8.83285354998036e-303,4.64137838045545,0.989,0.49,1.97158124089112e-298,"5","S100A9"
3.86534484299457e-62,4.44169949360695,0.116,0.01,8.62783622404818e-58,"5","S1PR3"
1.4368885557203e-76,4.0977521776197,0.171,0.02,3.20727894522328e-72,"5","NHSL2"
8.23909084801291e-164,4.08889012523966,0.365,0.046,1.83904746818496e-159,"5","CDA"
6.82681167039118e-63,4.08015083742687,0.154,0.02,1.52381263294802e-58,"5","CES1"
1.37025561829372e-309,3.81683554269668,0.66,0.087,3.05854756559342e-305,"5","CFP"
0,3.7845122585134,0.922,0.206,0,"5","VCAN"
3.13025183074937e-265,3.7628135752858,0.694,0.133,6.98703511141567e-261,"5","LGALS2"
6.46546848474916e-163,3.66204433000285,0.392,0.053,1.44315722048086e-158,"5","THBS1"
1.88784278800508e-40,3.56603161692407,0.152,0.032,4.21385388710615e-36,"5","CLEC4D"
1.24521427833107e-66,3.56201398845874,0.141,0.015,2.77944279066278e-62,"5","MPP7"
3.1176327899879e-49,3.52342568534468,0.124,0.016,6.95886815053198e-45,"5","CRISPLD2"
1.9180440753175e-69,3.49911486402947,0.243,0.049,4.28126618051618e-65,"5","VNN2"
0,3.49452158181645,0.949,0.208,0,"5","FCN1"
7.96474068788345e-112,3.46055120851885,0.378,0.079,1.77780976894246e-107,"5","RBP7"
2.38994046768841e-83,3.45692522164548,0.247,0.041,5.33458611792729e-79,"5","NRG1"
0,4.69203186728486,0.567,0.046,0,"4","CXCL11"
9.32140900068399e-97,4.51016961619408,0.129,0.006,2.08063170304267e-92,"4","PLA2G2D"
1.75628646910248e-176,3.97530973743812,0.297,0.023,3.92020702768364e-172,"4","IDO1"
1.21951241306162e-305,3.84539734366177,0.813,0.164,2.72207365719484e-301,"4","CXCL10"
1.5117640327667e-159,3.72729731145274,0.209,0.009,3.37440849753855e-155,"4","KCNJ10"
2.26282065795291e-321,3.60731559337943,0.681,0.094,5.05084199061669e-317,"4","CXCL9"
2.97929440761966e-224,3.56394205513126,0.328,0.02,6.65008304724785e-220,"4","UBD"
2.43441871960315e-134,3.24397334639013,0.289,0.034,5.4338660240262e-130,"4","VCAM1"
2.74036886264398e-155,3.19893896525283,0.319,0.035,6.11677733830764e-151,"4","CD274"
9.78375235334935e-69,3.18728786811799,0.114,0.008,2.18383136279111e-64,"4","LINC01914"
6.00616800062523e-131,3.10675776819822,0.416,0.079,1.34063675941956e-126,"4","APOBEC3A"
5.7683415826166e-67,3.0060682096142,0.197,0.033,1.28755152465585e-62,"4","CCL7"
3.23433033940419e-69,2.9876392816331,0.11,0.008,7.21934875058409e-65,"4","GRIN3A"
2.02526405258834e-128,2.97366250067436,0.436,0.091,4.52059189178243e-124,"4","CCL8"
6.43954924698365e-205,2.93818330967136,0.679,0.16,1.43737178741922e-200,"4","RSAD2"
1.88320217151005e-110,2.91557087955092,0.204,0.018,4.20349556702759e-106,"4","IL27"
3.91132763827013e-154,2.83313515700018,0.465,0.09,8.73047442138275e-150,"4","ADAMDEC1"
4.47454896192132e-235,2.82069909807727,0.666,0.132,9.98764073790459e-231,"4","ANKRD22"
2.44318176376869e-200,2.81881962438205,0.676,0.165,5.45342601490809e-196,"4","ISG20"
3.13361877324483e-77,2.78335253655718,0.129,0.01,6.99455046375979e-73,"4","AL162414.1"
3.24757963499307e-47,2.57200724112809,0.108,0.013,7.24892250326804e-43,"2","LINC01736"
1.53097646693661e-87,2.44346001367862,0.204,0.026,3.41729257184921e-83,"2","CLEC9A"
6.60251592680609e-152,1.9917903434149,0.655,0.189,1.47374758002239e-147,"2","CX3CR1"
1.44699426621984e-36,1.98928884075746,0.119,0.022,3.22983590162931e-32,"2","AL390729.1"
1.81308966045956e-58,1.95412506106069,0.238,0.057,4.04699743111179e-54,"2","SSPN"
1.97278165890967e-35,1.94797347662956,0.108,0.019,4.40344594085227e-31,"2","AP003481.1"
2.36131296547242e-43,1.85871072236527,0.149,0.029,5.270686670231e-39,"2","FAM212A"
5.82919847422194e-42,1.80747382839481,0.197,0.052,1.30113539143108e-37,"2","FAM159A"
5.65022871999126e-139,1.80715298482183,0.775,0.321,1.26118755258925e-134,"2","HLA-DQA2"
2.12301728271514e-27,1.74962073732223,0.1,0.021,4.73878687674846e-23,"2","EML1"
1.3884188142685e-35,1.71305390258282,0.169,0.045,3.09908963532871e-31,"2","CHRNA6"
2.1285627495631e-68,1.6787850551386,0.345,0.1,4.7511649132998e-64,"2","SLC12A5"
6.60187465574046e-163,1.66403737085289,0.831,0.313,1.47360444190783e-158,"2","LTC4S"
7.83611774379877e-122,1.65459909665505,0.756,0.312,1.74909984159332e-117,"2","BHLHE41"
9.13285094781856e-17,1.65401778246577,0.114,0.04,2.03854366006258e-12,"2","TMEM156"
8.82495494893029e-150,1.65205823118978,0.729,0.234,1.96981819415073e-145,"2","PLD4"
1.96593181072561e-113,1.62316974080102,0.647,0.227,4.38815639472063e-109,"2","OLFML3"
1.16445990144428e-21,1.60547667381439,0.119,0.035,2.59919094601377e-17,"2","SPNS3"
2.24245715572349e-113,1.59518266027382,0.714,0.276,5.0053886172904e-109,"2","FCGBP"
8.66400440496785e-19,1.56337624986061,0.161,0.063,1.93389242323287e-14,"2","CH25H"
7.99700554907188e-215,5.78377067003066,0.218,0.003,1.78501160860833e-210,"1","SKA1"
3.35446648814821e-222,5.75702332073151,0.228,0.003,7.48750464819562e-218,"1","HIST1H3G"
2.17388884170148e-322,5.66304307035624,0.337,0.006,4.85233728356188e-318,"1","KIF15"
