"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.71028257195834e-51,0.466775428904142,0.727,0.367,3.81752172886821e-47,"4","ENG"
1.8420748010895e-51,0.652333146145397,0.475,0.199,4.11169516351186e-47,"4","CPM"
3.11636506580514e-51,0.774161994375708,0.516,0.227,6.95603846338365e-47,"4","TMEM109"
3.80662094124861e-51,0.636162636289373,0.501,0.212,8.49675860296101e-47,"4","UBE2E2"
3.83081581923247e-51,0.556385085441569,0.636,0.306,8.55076399010881e-47,"4","RAB13"
4.95396691454368e-51,0.498754405977442,0.469,0.195,1.10577495499529e-46,"4","RAB9A"
5.11026068167344e-51,0.504697284147728,0.541,0.235,1.14066128675633e-46,"4","NFE2L1"
5.24875025925742e-51,0.555587090595236,0.895,0.573,1.17157354536885e-46,"4","NDUFB2"
5.8349486578385e-51,0.685892808807363,0.288,0.09,1.30241888991613e-46,"4","AKAP7"
6.17037674638655e-51,0.586778914235899,0.483,0.2,1.37728979356094e-46,"4","COPG1"
7.66020120991002e-51,0.367168320336714,0.446,0.173,1.70983351206401e-46,"4","GPR155"
7.79352969057664e-51,0.602212409415405,0.623,0.302,1.73959376223361e-46,"4","CD151"
7.95490059111319e-51,0.555201020235352,0.407,0.154,1.77561336094238e-46,"4","NFAM1"
8.3940868015384e-51,0.540671700535309,0.516,0.222,1.87364411497139e-46,"4","ERAP2"
8.49909476032419e-51,0.63880201850103,0.803,0.483,1.89708294145196e-46,"4","FERMT3"
9.23648431127749e-51,0.484779135095797,0.306,0.1,2.06167566312025e-46,"4","RAB42"
1.23110829333562e-50,0.439244914771735,0.344,0.117,2.74795682155444e-46,"4","ARHGAP12"
1.31754649114817e-50,0.591661767485875,0.87,0.551,2.94089552289182e-46,"4","TLN1"
1.39161225935971e-50,0.541071148211982,0.742,0.405,3.1062177241168e-46,"4","OS9"
1.4189047804693e-50,0.876751441233762,0.314,0.106,3.16713736048552e-46,"4","SLC2A8"
1.42992625162636e-50,0.648828308439104,0.559,0.257,3.19173838625519e-46,"4","TMX1"
1.45145269900303e-50,0.543616276616838,0.382,0.14,3.23978756944466e-46,"4","ABCD1"
1.6692938319523e-50,0.654676038494154,0.458,0.187,3.72603076230073e-46,"4","MMP2"
1.93807863355023e-50,1.0098805976181,0.203,0.05,4.32598531794746e-46,"4","ME1"
1.98987300919817e-50,0.499758411985459,0.812,0.49,4.44159554383123e-46,"4","IFI44L"
2.1041005929047e-50,0.7446338332724,0.431,0.174,4.69656293342258e-46,"4","HS3ST1"
2.12030889363954e-50,0.725299066116176,0.269,0.082,4.73274148149282e-46,"4","MDK"
2.21369376393364e-50,0.524955121751201,0.864,0.516,4.94118585047629e-46,"4","LRP1"
2.22424796252832e-50,0.652118205902438,0.431,0.173,4.96474387715946e-46,"4","TRIP6"
2.79137253168171e-50,0.528583477105543,0.953,0.67,6.23062262796676e-46,"4","CD53"
3.16299834305878e-50,0.461121886855962,0.511,0.226,7.06012860154149e-46,"4","SCD"
3.62280032742449e-50,0.828627903826351,0.21,0.053,8.08645261084421e-46,"4","TRPV4"
3.78122205459486e-50,0.641393299322882,0.559,0.249,8.44006574806118e-46,"4","ZDHHC12"
3.79156565845464e-50,0.706552641206769,0.588,0.282,8.4631537062366e-46,"4","ABI3"
3.86292757658081e-50,0.90382495965665,0.248,0.072,8.62244064368602e-46,"4","ENDOD1"
4.1446438316955e-50,0.641509722565946,0.442,0.179,9.25125949672752e-46,"4","LRMDA"
4.4001249819029e-50,0.553220593563149,0.331,0.112,9.82151897210546e-46,"4","SLC46A3"
4.55522089146111e-50,0.632101640634275,0.412,0.161,1.01677085518303e-45,"4","SLC35F6"
5.5624805143364e-50,1.35605555682281,0.194,0.047,1.24160127560503e-45,"4","ANOS1"
6.17295535969343e-50,0.599538975180901,0.727,0.387,1.37786536583717e-45,"4","TRAM1"
6.76002898846424e-50,0.695808602527755,0.467,0.195,1.5089060705151e-45,"4","ETHE1"
9.21493004906968e-50,0.521100763787048,0.644,0.317,2.05686453625284e-45,"4","APH1A"
9.49846434642428e-50,0.527105131140415,0.547,0.244,2.12015222676536e-45,"4","SLC25A24"
1.02231477192369e-49,1.7746224095026,0.115,0.017,2.28190880241086e-45,"4","TGM1"
1.1994809220593e-49,0.744190827979135,0.555,0.272,2.67736136612856e-45,"4","SMCO4"
1.35096594082676e-49,0.698727891358711,0.38,0.144,3.0154910765194e-45,"4","PLBD2"
1.60778167054655e-49,0.642784790574714,0.547,0.253,3.58872946682695e-45,"4","PSMB10"
1.69877871208874e-49,0.571674676658423,0.518,0.229,3.79184396325328e-45,"4","TPMT"
1.78845602627048e-49,0.532348909980573,0.531,0.235,3.99201269623835e-45,"4","CALU"
2.03490476948635e-49,0.960275646838103,0.193,0.047,4.54211093597049e-45,"4","HPS6"
2.3070953776681e-49,0.638876094063429,0.429,0.171,5.14966759249298e-45,"4","GALC"
2.85771902253938e-49,0.61084790862258,0.419,0.167,6.37871463021015e-45,"4","RAB35"
2.9705729017391e-49,0.530164833852572,0.932,0.661,6.63061577397186e-45,"4","HLA-DMB"
3.44656260174519e-49,0.576166410379183,0.492,0.212,7.69307238335545e-45,"4","SDHA"
3.65265826888207e-49,1.32163789040094,0.212,0.057,8.15309852197167e-45,"4","LXN"
4.04908382165169e-49,0.649121293192065,0.473,0.201,9.03795999830875e-45,"4","RRAGC"
4.08599873623228e-49,0.602937264730642,0.712,0.369,9.12035777914406e-45,"4","LPCAT2"
4.15890661514876e-49,0.538698974448282,0.653,0.321,9.28309545567355e-45,"4","ANXA4"
4.81278913741407e-49,0.567319288534888,0.64,0.318,1.0742626633622e-44,"4","SDHB"
5.39482198512852e-49,0.526309331175206,0.704,0.355,1.20417821530054e-44,"4","TMEM147"
5.59335865364724e-49,0.511561160983638,0.564,0.262,1.2484935850806e-44,"4","NADK"
5.66620968591687e-49,0.587022488956853,0.514,0.225,1.2647546639935e-44,"4","CADM1"
5.80642506100014e-49,0.598547685605665,0.353,0.126,1.29605213786584e-44,"4","SIDT2"
6.66051961155119e-49,0.527231016215604,0.677,0.348,1.48669458249434e-44,"4","ANXA7"
8.2783524314225e-49,0.579130462909589,0.608,0.295,1.84781104621782e-44,"4","LYSMD2"
8.57447699067563e-49,0.502524286683978,0.473,0.199,1.91390900908871e-44,"4","SREBF1"
9.5395469073692e-49,0.998054988518552,0.878,0.627,2.12932226519388e-44,"4","ISG15"
9.54737951025384e-49,0.501329954717165,0.5,0.213,2.13107058048376e-44,"4","ZNRF2"
9.68464935197288e-49,0.477088556231788,0.65,0.317,2.16171058185387e-44,"4","COLGALT1"
9.94624899632543e-49,0.541676918686344,0.561,0.253,2.2201022384698e-44,"4","PBDC1"
1.123500537213e-48,0.811028168573966,0.465,0.2,2.50776554911314e-44,"4","HERC5"
1.34815099408643e-48,0.586304233545659,0.7,0.375,3.00920783390031e-44,"4","PSMB2"
1.3937669283145e-48,1.27964896785365,0.17,0.038,3.11102716069079e-44,"4","APOL4"
1.47786488935305e-48,0.729252565755794,0.399,0.156,3.29874221952494e-44,"4","G6PC3"
2.05067026509317e-48,0.772871577226215,0.405,0.161,4.57730109871446e-44,"4","LPAR5"
2.19030922291077e-48,0.568496963561138,0.516,0.225,4.88898921645913e-44,"4","TCEAL8"
2.62193697630907e-48,0.521585398596713,0.627,0.297,5.85242552481948e-44,"4","ARL2"
2.73502400753052e-48,0.549907551378493,0.329,0.115,6.10484708720888e-44,"4","PCED1B"
2.78107414823409e-48,0.637252946972471,0.441,0.181,6.2076356062733e-44,"4","ACAT1"
3.24523235453583e-48,0.782546195007595,0.421,0.168,7.24368313855944e-44,"4","COQ2"
3.26513198234411e-48,0.80648957362631,0.455,0.202,7.28810109779028e-44,"4","NT5C3A"
3.69079390571638e-48,0.605439572200754,0.972,0.701,8.23822107694954e-44,"4","CD14"
3.80067653462401e-48,0.436789161949471,0.5,0.213,8.48349009293426e-44,"4","LRRC8C"
4.03829780452621e-48,0.661253579678142,0.48,0.207,9.01388452948296e-44,"4","MCFD2"
4.52098517214208e-48,0.539021411227914,0.72,0.381,1.00912910027383e-43,"4","MDH1"
4.597229645806e-48,0.693431833104586,0.465,0.199,1.02614762924036e-43,"4","ISCA2"
5.17076794773113e-48,0.384080621501854,0.53,0.229,1.15416711361307e-43,"4","SLC9A9"
5.40249975911033e-48,0.632257264970438,0.462,0.197,1.20589197123102e-43,"4","MFSD14B"
5.76720345307635e-48,0.458549086684155,0.746,0.401,1.28729748276117e-43,"4","SPINT2"
5.81273359580408e-48,1.37122459495109,0.125,0.021,1.29746026591943e-43,"4","DNAJC5B"
6.47458948128043e-48,0.538176712678254,0.61,0.295,1.44519311811661e-43,"4","COA6"
7.47053166323647e-48,0.696214354594392,0.55,0.265,1.66749737255101e-43,"4","SEMA4A"
8.899706159111e-48,0.439259811063745,0.678,0.339,1.98650341177517e-43,"4","ASPH"
9.5441303402633e-48,0.478452248448317,0.739,0.387,2.13034533325017e-43,"4","SERINC1"
1.02949311443853e-47,0.569088865724545,0.666,0.342,2.29793158073825e-43,"4","EMC10"
1.05801297311563e-47,0.68930762467956,0.441,0.183,2.3615907572914e-43,"4","TMEM60"
1.12449276986068e-47,0.60207478149886,0.758,0.44,2.50998031160601e-43,"4","RAB5C"
1.35212394269903e-47,0.335337531159088,0.548,0.244,3.0180758524985e-43,"4","TBC1D2B"
1.45243478732319e-47,0.566417230396812,0.531,0.238,3.24197968878409e-43,"4","KIAA2013"
1.65794481900833e-47,0.42127269744623,0.561,0.257,3.7006986305085e-43,"4","UBE2D1"
1.90620475504152e-47,0.661393611912598,0.459,0.197,4.25483963372818e-43,"4","PSTPIP2"
2.27764960752978e-47,0.723866257448488,0.273,0.086,5.08394168896721e-43,"4","CLIC2"
2.90266173388168e-47,0.605458350352484,0.574,0.275,6.4790312561973e-43,"4","IFIT2"
3.09218060737265e-47,0.521697117370572,0.527,0.243,6.90205633371649e-43,"4","CD82"
3.25343226987975e-47,0.550804319590215,0.555,0.257,7.26198616959859e-43,"4","TMED7"
3.4245182632293e-47,0.464225898506233,0.654,0.322,7.64386721535412e-43,"4","MRPS18C"
4.84048014793825e-47,0.458475697342699,0.511,0.223,1.0804435738213e-42,"4","TPST2"
5.17658570673668e-47,0.594100181969973,0.853,0.553,1.15546569560069e-42,"4","NOP10"
5.68925766787874e-47,0.494372878887766,0.677,0.341,1.26989920404721e-42,"4","VKORC1"
6.12049153263206e-47,0.575754546508664,0.568,0.269,1.3661549149988e-42,"4","RDH11"
8.98366722646373e-47,0.437350394699054,0.569,0.265,2.00524436161897e-42,"4","HSD17B12"
9.54946491819405e-47,0.502777572502975,0.931,0.633,2.13153606439009e-42,"4","UQCR10"
9.81720288857829e-47,0.562797799807632,0.619,0.307,2.19129785675956e-42,"4","ST14"
1.0194137729378e-46,0.552859523577404,0.582,0.277,2.27543348257447e-42,"4","NPTN"
1.10379662607144e-46,0.563054096001367,0.475,0.206,2.46378444905407e-42,"4","ATP13A1"
1.17147894216628e-46,0.559722047694039,0.458,0.191,2.61485814680935e-42,"4","ISOC2"
1.25994087537021e-46,0.556632658004186,0.87,0.543,2.81231402791385e-42,"4","ARL6IP5"
1.3374172085232e-46,0.603102725173753,0.378,0.145,2.98524895114463e-42,"4","GCH1"
1.4596329765593e-46,0.626541841080671,0.497,0.222,3.25804676697802e-42,"4","SMIM4"
1.80322302017207e-46,0.422280012024876,0.482,0.205,4.02497410332609e-42,"4","RHOBTB3"
1.86891873406347e-46,0.615206988898403,0.711,0.387,4.17161350630308e-42,"4","PSMB6"
2.00087384731948e-46,0.473226505310714,0.482,0.208,4.46615051460181e-42,"4","SLC12A7"
2.10028181899853e-46,0.651484067774124,0.37,0.141,4.68803904818661e-42,"4","IGFBP4"
2.50094205810452e-46,0.676494719182322,0.426,0.176,5.58235276789511e-42,"4","TOR1A"
2.62431740009638e-46,0.673387310615361,0.415,0.17,5.85773886875513e-42,"4","APIP"
2.71935737508086e-46,0.581713304108518,0.326,0.117,6.069877596918e-42,"4","TRIP4"
2.8261923857799e-46,0.519945841929539,0.514,0.229,6.30834402429932e-42,"4","SNAP29"
2.8826984282586e-46,0.644626427963755,0.278,0.09,6.43447116171602e-42,"4","HERC6"
2.97315303184082e-46,0.544208319773979,0.724,0.387,6.6363748823719e-42,"4","TMCO1"
3.03285590675672e-46,0.640557303027265,0.53,0.25,6.76963766947167e-42,"4","TMEM9B"
3.29538246764482e-46,0.560146616807991,0.793,0.44,7.35562320603001e-42,"4","LAMTOR2"
3.74598872789642e-46,0.511880728673731,0.455,0.191,8.36142143953759e-42,"4","MR1"
3.96528658960538e-46,0.479666198017376,0.601,0.292,8.85091619665817e-42,"4","ATP2C1"
3.97431902127364e-46,0.663328409596681,0.552,0.26,8.87107748738489e-42,"4","PSENEN"
4.00010606452948e-46,0.606834541992167,0.373,0.141,8.92863674663625e-42,"4","SORBS3"
4.23950598623427e-46,0.64653145652764,0.554,0.263,9.46300131187352e-42,"4","RTCB"
4.27566522189117e-46,0.539687964194075,0.579,0.277,9.54371234178328e-42,"4","PSMF1"
5.53692669515552e-46,0.483419063525839,0.564,0.264,1.23589740762566e-41,"4","CAMK2D"
5.59313971617062e-46,0.526340106705045,0.948,0.643,1.24844471604644e-41,"4","FCGR2A"
6.27498411854679e-46,0.812849390363727,0.263,0.084,1.40063920510083e-41,"4","C19orf12"
6.77923359273763e-46,0.684657200523185,0.419,0.173,1.51319273023497e-41,"4","AIG1"
7.74179260023875e-46,0.522926656117372,0.711,0.375,1.72804552629929e-41,"4","KDELR1"
8.66767938065844e-46,0.516061190784793,0.739,0.406,1.93471271455677e-41,"4","RER1"
8.66967301623851e-46,0.510720690672851,0.364,0.139,1.9351577139546e-41,"4","SLC29A1"
9.01797985615275e-46,1.06127743299634,0.313,0.113,2.01290328369186e-41,"4","OGFOD3"
1.11499083933257e-45,0.338037355591873,0.525,0.229,2.48877105247424e-41,"4","ABCG1"
1.26522222844322e-45,0.336590044244015,0.674,0.342,2.82410253610812e-41,"4","NRP1"
1.32673233036205e-45,0.789815407263755,0.353,0.136,2.96139923460114e-41,"4","SRD5A3"
1.48870399956146e-45,0.57921948366429,0.533,0.246,3.32293619742114e-41,"4","LRP10"
1.49829583497419e-45,0.513578731334376,0.436,0.18,3.34434613324588e-41,"4","SNRPN"
1.70394195851535e-45,0.552216689162856,0.551,0.255,3.80336884560211e-41,"4","COMMD4"
1.86336807765579e-45,0.578492773806877,0.802,0.443,4.1592238861355e-41,"4","LY86"
1.88426670624064e-45,0.452715483577939,0.986,0.756,4.20587171499973e-41,"4","SRP14"
1.91884670724777e-45,0.620117373209854,0.472,0.206,4.28305773524775e-41,"4","ERLEC1"
2.17598378991297e-45,0.428262688618738,0.513,0.233,4.85701341746475e-41,"4","PGD"
2.27225061379078e-45,0.437449983374938,0.415,0.167,5.0718905950424e-41,"4","PXDC1"
2.39689829494333e-45,0.560889297166886,0.754,0.425,5.350116684143e-41,"4","ALOX5AP"
2.85462687165652e-45,0.496237234409005,0.795,0.451,6.37181264022452e-41,"4","SIRPA"
2.96136913851843e-45,0.688684462991802,0.371,0.143,6.61007205408699e-41,"4","DHRS4"
3.06447458369901e-45,0.573264142693811,0.81,0.504,6.84021371827456e-41,"4","GLRX"
3.18116364262017e-45,0.500012020191011,0.449,0.19,7.10067536669249e-41,"4","ACBD5"
3.26039896852644e-45,0.514945445598026,0.517,0.233,7.27753653764787e-41,"4","MPV17"
3.38097741773251e-45,0.553405467987399,0.557,0.261,7.54667969412072e-41,"4","PSMB5"
3.6095831418892e-45,0.338723667219744,0.275,0.088,8.05695053101088e-41,"4","FAM20A"
3.70846046468358e-45,0.301063784645192,0.644,0.315,8.27765460322022e-41,"4","PECAM1"
5.22182856821381e-45,0.551875279911199,0.319,0.112,1.16556435471101e-40,"4","SNX11"
5.27070363398805e-45,0.570128556744828,0.62,0.311,1.17647375814247e-40,"4","MRPL34"
6.63644369245843e-45,0.473912820702454,0.938,0.641,1.48132059659365e-40,"4","TGFBI"
6.64695348666359e-45,0.979628878823632,0.183,0.046,1.48366648775818e-40,"4","TTC7B"
7.39937344700533e-45,0.507282919170795,0.445,0.189,1.65161414710606e-40,"4","JKAMP"
7.90794320250333e-45,0.46030306341051,0.637,0.317,1.76513200223077e-40,"4","ARL8A"
8.4286787061941e-45,0.514965939298938,0.528,0.242,1.88136537400958e-40,"4","NEK6"
8.42979532017842e-45,0.592877313898968,0.52,0.24,1.88161461341703e-40,"4","SLC39A1"
9.43229696262047e-45,1.14845202926958,0.2,0.055,2.10538300502651e-40,"4","SEPT10"
1.00747652052306e-44,0.534266779611125,0.688,0.348,2.24878834145953e-40,"4","RPS19BP1"
1.12726316901848e-44,0.588499000850349,0.531,0.247,2.51616411956614e-40,"4","TEX264"
1.14503704293819e-44,0.387256178527855,0.85,0.521,2.55583718354233e-40,"4","RASSF4"
1.17248711181825e-44,0.725304664851932,0.377,0.15,2.61710848228952e-40,"4","TOR2A"
1.44143598298735e-44,0.559207102893563,0.814,0.486,3.21742925762607e-40,"4","SERPINA1"
1.51370150637612e-44,0.621987085637692,0.313,0.113,3.37873313238213e-40,"4","KEAP1"
1.64604011600825e-44,0.519498195740466,0.477,0.211,3.67412614294201e-40,"4","RRAS"
1.72717113911729e-44,0.657728064824384,0.467,0.208,3.85521869962369e-40,"4","TOR3A"
1.7650867130828e-44,0.732325498377442,0.346,0.13,3.93985005227212e-40,"4","HGF"
1.89608469855471e-44,1.25251428851449,0.116,0.02,4.23225065564396e-40,"4","PKD2L1"
1.92052454377485e-44,1.02089087800703,0.273,0.092,4.28680283415985e-40,"4","SLC12A5"
2.02664403319881e-44,0.489357356006131,0.584,0.285,4.52367214650306e-40,"4","AGTRAP"
2.04607687782982e-44,0.764667398744574,0.313,0.113,4.56704819900393e-40,"4","B4GALT7"
2.10538617375108e-44,0.634705308867355,0.435,0.187,4.69943247842979e-40,"4","C5orf15"
2.32658088351632e-44,0.486825250734337,0.569,0.271,5.19316119009678e-40,"4","UBE2F"
2.6163175913772e-44,0.50046303433515,0.907,0.594,5.83988249571305e-40,"4","PYCARD"
2.86057446837445e-44,0.451481269038249,0.71,0.385,6.38508827085862e-40,"4","NECAP2"
2.98495805201274e-44,0.402429962612633,0.613,0.304,6.66272486789765e-40,"4","PHF11"
3.19026424620919e-44,0.591015399805414,0.561,0.269,7.12098882396353e-40,"4","SEC11C"
3.30908290697525e-44,0.476204584063486,0.833,0.491,7.38620395665946e-40,"4","FKBP2"
3.89157106468272e-44,0.543937385978884,0.765,0.455,8.6863757734783e-40,"4","CASP4"
4.33499683524537e-44,0.474556497481008,0.5,0.224,9.67614643595118e-40,"4","TMEM127"
5.08248575332289e-44,1.14257266055467,0.125,0.023,1.1344616449992e-39,"4","SLC6A12"
5.13226504691898e-44,0.444374378042527,0.68,0.347,1.14557288112279e-39,"4","IDH2"
5.27711866070857e-44,0.381693967848259,1,0.98,1.17790565625676e-39,"4","TMSB10"
5.44037365434892e-44,0.484337057883556,0.593,0.289,1.21434580338722e-39,"4","TMEM208"
5.79959193761676e-44,1.28862703232345,0.177,0.045,1.29452691639544e-39,"4","RARRES1"
5.93846070896354e-44,0.80745934603788,0.269,0.089,1.32552381484775e-39,"4","SAYSD1"
6.20200731278017e-44,0.721131022639608,0.391,0.158,1.38435005228566e-39,"4","ITGB5"
6.33757107444777e-44,0.617194818922138,0.759,0.445,1.41460923952749e-39,"4","PDIA6"
7.36200005658589e-44,0.514720062094729,0.54,0.254,1.64327203263054e-39,"4","SNX27"
8.36274403605611e-44,0.620201770072762,0.398,0.163,1.86664809628808e-39,"4","EMC2"
8.64709448424203e-44,0.530621894425727,0.759,0.442,1.93011795982766e-39,"4","CNDP2"
8.84733945773723e-44,0.573635986818171,0.745,0.43,1.97481464036153e-39,"4","DDOST"
1.32874447117749e-43,0.473968978165569,0.46,0.202,2.96589053411528e-39,"4","NTAN1"
1.37830292950162e-43,0.540817785912759,0.484,0.217,3.07650996894056e-39,"4","APMAP"
1.58256600792219e-43,0.43090743736728,0.654,0.329,3.53244558628312e-39,"4","FLII"
1.67704999438866e-43,0.535571678820246,0.671,0.355,3.74334329247493e-39,"4","COX14"
1.8376171521113e-43,0.758655241925397,0.262,0.086,4.10174524522762e-39,"4","SLC36A1"
1.84309525427687e-43,0.423160543010731,0.737,0.419,4.11397291707141e-39,"4","GBP2"
1.86146668474552e-43,0.575544509576426,0.414,0.174,4.15497978702048e-39,"4","CHID1"
1.99549118829119e-43,0.48668474754064,0.948,0.687,4.45413588138477e-39,"4","CAPZB"
2.14782765449777e-43,0.510122508230192,0.429,0.179,4.79416610760446e-39,"4","PLOD1"
2.17479667177277e-43,0.454180694415944,0.449,0.191,4.85436365106399e-39,"4","CLEC4A"
2.41985724555524e-43,0.778308430398308,0.65,0.372,5.40136335780385e-39,"4","CCL2"
2.58934143572935e-43,0.519329455169088,0.499,0.227,5.77966901869149e-39,"4","YIPF3"
2.64774623957203e-43,0.5211287518526,0.561,0.269,5.91003438134873e-39,"4","RSU1"
2.69147992578973e-43,0.658726512275742,0.391,0.159,6.00765234235526e-39,"4","ESYT1"
2.91694074843489e-43,0.599164537022798,0.477,0.215,6.51090344458151e-39,"4","PTPMT1"
3.1335382064062e-43,0.439095990478084,0.626,0.313,6.99437063051929e-39,"4","ADAM9"
3.30793632358102e-43,0.570878372214359,0.567,0.276,7.3836446678652e-39,"4","DNAJC3"
3.31410995159028e-43,0.731915922248683,0.262,0.086,7.39742482294467e-39,"4","HECTD3"
4.1147094024636e-43,0.420747538137356,0.831,0.516,9.18444285723901e-39,"4","RAP2B"
4.36609947158297e-43,0.419272185708507,0.562,0.266,9.74557063052035e-39,"4","USO1"
4.81842459920788e-43,0.503857522122247,0.676,0.352,1.07552055478919e-38,"4","SDF4"
4.9019931948699e-43,0.272764471362445,0.654,0.325,1.09417390102691e-38,"4","FCHO2"
6.6947329428463e-43,1.02315206317392,0.22,0.065,1.49433134017272e-38,"4","SLC46A1"
7.47891291742284e-43,0.589321645506927,0.619,0.321,1.66936815229795e-38,"4","DRAM2"
7.51087298071221e-43,0.480871142314494,0.503,0.229,1.67650195802477e-38,"4","SOCS6"
8.06645479497505e-43,0.539620034487365,0.535,0.246,1.80051337478638e-38,"4","MRPL17"
8.43124865149414e-43,0.487231041188338,0.741,0.408,1.88193901150001e-38,"4","RPN1"
8.55373508091122e-43,0.837244291098971,0.217,0.063,1.90927920741019e-38,"4","ENPP4"
8.8312152550044e-43,0.600814156854109,0.458,0.2,1.97121555706953e-38,"4","REEP3"
9.41835897185713e-43,0.320034687625142,0.297,0.103,2.10227190610823e-38,"4","BTN3A3"
1.0078124656823e-42,0.734269798840218,0.314,0.116,2.24953820464947e-38,"4","ZNF32"
1.13529949016329e-42,1.54315420531412,0.115,0.02,2.53410199199349e-38,"4","FRMD3"
1.14072431417269e-42,0.492822799761933,0.592,0.292,2.54621074166487e-38,"4","HSD17B4"
1.14336373908681e-42,0.412677156812099,0.88,0.546,2.55210220201567e-38,"4","ARHGAP18"
1.21712864073965e-42,0.501596798922623,0.899,0.605,2.71675283899497e-38,"4","GSTO1"
1.24228990233543e-42,0.477158966449032,0.701,0.375,2.7729152910029e-38,"4","GTF3C6"
1.27475148444033e-42,0.684767695985582,0.373,0.15,2.84537278841926e-38,"4","RTN1"
1.43605413815998e-42,0.311053680200424,0.652,0.321,3.20541644178688e-38,"4","FRMD4A"
1.50327287728908e-42,0.477956961584084,0.68,0.345,3.35545538939696e-38,"4","MLEC"
1.51080456975526e-42,0.307222352173984,0.637,0.321,3.37226688015072e-38,"4","AP2A2"
1.51097114782639e-42,0.333413283385728,0.53,0.243,3.37263869906329e-38,"4","TRPC4AP"
1.5234521366917e-42,0.513600854354619,0.688,0.379,3.40049751430953e-38,"4","PSMA2"
1.5322572452254e-42,0.622674891067045,0.415,0.177,3.42015139706761e-38,"4","TM7SF3"
1.55627533626705e-42,0.603055022935355,0.254,0.082,3.47376217808169e-38,"4","BDH2"
1.57562370799158e-42,0.413015832979628,0.531,0.246,3.516949678608e-38,"4","CD2AP"
2.24679219899322e-42,0.477285605812074,0.945,0.649,5.01506486737276e-38,"4","TSPO"
2.26310445262176e-42,0.463516469215545,0.693,0.372,5.05147544869704e-38,"4","EPB41L2"
2.88030765065253e-42,0.750107882308638,0.288,0.1,6.42913470702151e-38,"4","MRAS"
2.93435496768852e-42,0.844360493262966,0.229,0.071,6.54977372337755e-38,"4","FUT4"
3.02102204441927e-42,0.629432290535485,0.343,0.133,6.74322330534824e-38,"4","AARS"
3.69171991717072e-42,0.525507938948432,0.701,0.373,8.24028802711677e-38,"4","IFI27L2"
3.85830818152445e-42,0.45061098728838,0.258,0.083,8.61212969198072e-38,"4","ZBP1"
4.06015280600806e-42,0.460188370184541,0.848,0.578,9.06266707829058e-38,"4","TAPBP"
4.12646273677564e-42,0.471757010830286,0.812,0.478,9.2106774747569e-38,"4","AP2M1"
4.7158218838273e-42,0.472533214018867,0.346,0.133,1.05261860268909e-37,"4","SNAPC5"
4.85054073363625e-42,0.418922957239978,0.806,0.463,1.08268919715495e-37,"4","CXCL16"
5.60867423750085e-42,0.499260079512039,0.35,0.135,1.25191217655257e-37,"4","USP6NL"
5.60952842316785e-42,0.563255584172266,0.467,0.208,1.2521028393353e-37,"4","ARL1"
5.70070096674004e-42,0.651234667065984,0.428,0.186,1.27245346278604e-37,"4","NUDT14"
5.73917731552812e-42,0.591200379063775,0.918,0.656,1.28104176859903e-37,"4","ANXA2"
5.74221296897716e-42,0.517073835677436,0.772,0.432,1.28171935680539e-37,"4","KRTCAP2"
5.84983781353414e-42,0.391088671028521,0.436,0.186,1.30574229835895e-37,"4","MINK1"
6.11264360993005e-42,0.451265263455366,0.585,0.283,1.36440318017249e-37,"4","NDUFS3"
6.21563343803171e-42,0.426238172219727,0.548,0.262,1.38739153970306e-37,"4","ACSL3"
6.45421921434537e-42,0.47135428418419,0.813,0.485,1.44064627083403e-37,"4","PEBP1"
7.18120520799328e-42,0.733976756076153,0.252,0.081,1.60291681447618e-37,"4","IL12RB1"
7.67872851084441e-42,0.909245963594111,0.333,0.13,1.71396899090558e-37,"4","PCK2"
9.42336905798885e-42,0.489607847500862,0.508,0.235,2.10339020743369e-37,"4","TMEM33"
9.71422132826206e-42,0.374314907433499,0.181,0.047,2.16831134268138e-37,"4","TMEM150B"
9.87594119444514e-42,0.539333763464626,0.909,0.632,2.2044088340121e-37,"4","PLEKHO1"
1.03090324386448e-41,0.678129846101601,0.251,0.081,2.30107913062989e-37,"4","HSD3B7"
1.05143898306328e-41,0.548773564672522,0.911,0.611,2.34691695409556e-37,"4","HCST"
1.10618916539868e-41,0.604248904852202,0.373,0.151,2.46912483608639e-37,"4","AKIP1"
1.12055440035867e-41,0.515399321455128,0.708,0.396,2.5011894770406e-37,"4","NDFIP1"
1.22564177439968e-41,0.501791446799566,0.701,0.371,2.73575500463752e-37,"4","OSTC"
1.29639353900255e-41,0.451241948372012,0.846,0.506,2.8936800184076e-37,"4","DYNLRB1"
1.30107447339703e-41,0.469349559271112,0.414,0.176,2.90412833206951e-37,"4","DTNBP1"
1.34736765834366e-41,0.538811812469378,0.542,0.261,3.00745935018889e-37,"4","PAPSS1"
1.36903084905361e-41,0.676464112412726,0.351,0.139,3.05581375817256e-37,"4","SLC39A7"
1.41233304694053e-41,0.445920982269002,0.567,0.272,3.15246859407595e-37,"4","CHST11"
1.41510727151833e-41,0.51680203503902,0.534,0.252,3.15866094075607e-37,"4","PSMD12"
1.48534258594128e-41,0.418988988300301,0.814,0.468,3.31543318607953e-37,"4","RB1"
1.6282295202303e-41,0.565791235791874,0.439,0.195,3.63437111210605e-37,"4","PBX3"
