"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.0751223801862839,1.73445224087852,0.05,0.079,1,"FTO"
0.0751839161460102,2.03342009533738,0.235,0.243,1,"FOXN3"
0.0753362750655618,1.42263733814504,0.178,0.264,1,"GRHPR"
0.0754207334034658,2.15677289267225,0.185,0.177,1,"ITPA"
0.0756278384076045,1.20371283870651,0.072,0.108,1,"CCDC14"
0.0757259057375611,1.83331760726803,0.104,0.083,1,"RUFY3"
0.0759338741249018,1.27898065294472,0.056,0.087,1,"MLYCD"
0.076094892468022,1.19205579410047,0.065,0.099,1,"FUBP3"
0.0761722989617924,2.29860475281799,0.117,0.098,1,"PRMT9"
0.0761742344815342,1.85185925550722,0.153,0.137,1,"PIP4P1"
0.0762208075794124,1.44946767627157,0.108,0.16,1,"FAM120AOS"
0.0762874125622324,1.50639791912477,0.106,0.156,1,"APIP"
0.0764846701790635,1.05519240915676,0.181,0.261,1,"CWC25"
0.0767164637501284,1.37627607511127,0.099,0.146,1,"GCHFR"
0.0767311130146827,2.15530867528963,0.113,0.093,1,"CCDC137"
0.0769584842933941,1.29053287191188,0.065,0.099,1,"ABI2"
0.0771428039971832,0.982990043449831,0.068,0.102,1,"GLUL"
0.0774209916512582,1.01798181839699,0.041,0.066,1,"HIST1H2BE"
0.0774275413204819,1.62114261679559,0.273,0.298,1,"GGNBP2"
0.077443198643171,1.20803272357218,0.054,0.084,1,"COX15"
0.0775742529800877,1.48124083680015,0.099,0.146,1,"RRP1B"
0.0776124995257329,0.737227493692511,0.528,0.754,1,"SNU13"
0.0779448743325509,1.89028712368469,0.273,0.306,1,"RPA3"
0.0779790437133573,1.54277082958844,0.032,0.054,1,"ADCK5"
0.0780301893587729,1.1681978356925,0.032,0.054,1,"HARS2"
0.0780827376143651,1.35053165485211,0.068,0.102,1,"CNOT10"
0.0781956659909735,2.14889364195561,0.108,0.088,1,"CLCN7"
0.0785759089593107,1.20468476737912,0.07,0.105,1,"SMIM8"
0.0787005663770371,1.61625594214418,0.147,0.214,1,"HAT1"
0.078953321969109,0.801176893866108,0.041,0.066,1,"RRP9"
0.0790867599588987,1.95727015294476,0.149,0.133,1,"STX4"
0.079239992888104,1.62115663361088,0.056,0.087,1,"UBL4A"
0.0792833038311227,0.902052630082564,0.088,0.129,1,"TMEM161B"
0.0793612219989313,1.81337710249322,0.088,0.068,1,"TEP1"
0.079403018401983,1.98945627913342,0.097,0.077,1,"C18orf25"
0.0794547846302007,1.39159415223818,0.266,0.285,1,"ZC3H13"
0.079676017969504,1.85215255428707,0.104,0.083,1,"AEBP2"
0.0797192958272296,1.34183741080635,0.029,0.051,1,"AC004556.1"
0.0797428005247874,2.27532089996208,0.077,0.057,1,"ZNF395"
0.0797659406806523,1.3390887220009,0.104,0.152,1,"MFSD8"
0.0798401393225322,1.00554195773309,0.122,0.176,1,"KDM5C"
0.0800684470297557,1.21981348661735,0.126,0.18,1,"ANKZF1"
0.080130064154779,0.745466645541024,0.047,0.075,1,"ZKSCAN8"
0.0803446856726038,1.26657997464777,0.131,0.19,1,"MAPKAP1"
0.080403677538955,0.811295900161756,0.156,0.222,1,"BSDC1"
0.0804263766112269,1.36981992925975,0.104,0.152,1,"RPP25L"
0.0806906534420475,1.11739760260975,0.038,0.063,1,"PAGR1"
0.0808537867472926,1.10379025900839,0.104,0.15,1,"JARID2"
0.0808598908860754,1.21603437833306,0.287,0.457,1,"TAF10"
0.080986173699801,1.05335682792105,0.056,0.087,1,"TAF4B"
0.0810257323622325,0.761781549798,0.047,0.075,1,"NAT10"
0.0812192006306266,1.06526302525558,0.368,0.44,1,"ZCCHC11"
0.0814072233582656,1.30446205515619,0.4,0.535,1,"CCT8"
0.0814524170997036,2.02588057016572,0.113,0.093,1,"ZNF766"
0.0815055212283983,1.8691637628216,0.029,0.051,1,"MXRA7"
0.0817062341250684,1.45132432714402,0.041,0.066,1,"POLRMT"
0.0818415632984292,1.61262752922715,0.061,0.093,1,"HAUS3"
0.0820701062664545,1.02078842186322,0.458,0.637,1,"CSDE1"
0.0823029967476035,0.898569350883874,0.034,0.056,1,"ZBED4"
0.0823941835408498,2.97326998679223,0.081,0.062,1,"TMEM216"
0.0824230529878529,1.19171258368153,0.19,0.278,1,"VPS51"
0.0824876842622583,1.34992704120445,0.106,0.154,1,"PELI1"
0.0825827546936357,1.746077859579,0.187,0.178,1,"ARHGAP9"
0.0826852911017817,1.30134436140539,0.059,0.09,1,"NOL10"
0.0828285599229008,0.798849804483991,0.043,0.068,1,"CCDC125"
0.0829153966043709,1.08176337212576,0.104,0.149,1,"CEP290"
0.0831778699680091,1.75513415687248,0.036,0.06,1,"SIK1"
0.0832735569926179,1.28572013287532,0.059,0.09,1,"AC099524.1"
0.0833377161544335,1.13492505258183,0.418,0.562,1,"SEC11A"
0.0834040152879499,2.29653659887737,0.072,0.053,1,"LMNB1"
0.083521819606852,1.35896675251679,0.074,0.111,1,"CPSF3"
0.0836171484632676,1.21048646639903,0.034,0.056,1,"PPP1R12B"
0.0836584272465641,1.90140983647821,0.208,0.207,1,"CRBN"
0.0837472782313963,2.4518753490949,0.079,0.06,1,"FAM215B"
0.0838228352195078,1.61000883374714,0.059,0.09,1,"MTRF1L"
0.0842537448196251,0.990174214468309,0.124,0.178,1,"RNF4"
0.0843508845517549,1.08475045579697,0.312,0.501,1,"MRPL41"
0.0845948684630045,1.3909139186616,0.095,0.138,1,"FBXW2"
0.0846059696372883,2.50704651515637,0.106,0.087,1,"RYK"
0.0847464270851678,2.28704526885499,0.072,0.053,1,"FN1"
0.0849759198252192,0.901016217196505,0.061,0.092,1,"MFSD4B"
0.0851753255816444,2.15025229430347,0.097,0.078,1,"UBE2E2"
0.0851971482612116,1.60860465044094,0.14,0.203,1,"FAM117A"
0.0854694795769902,1.15473861441843,0.05,0.077,1,"ZNF445"
0.0855129254164232,1.39740757759701,0.079,0.117,1,"NT5C3B"
0.0857064679879657,1.30358143024457,0.212,0.205,1,"AC020916.1"
0.0857550883018222,1.68694166211172,0.034,0.056,1,"PLAA"
0.0858402955139787,1.4025495134985,0.054,0.083,1,"TMEM161A"
0.0858850903112832,1.48905316662078,0.111,0.161,1,"ZNF330"
0.0859428574434461,1.44973434089841,0.102,0.148,1,"CRK"
0.086045702703656,2.06960509996166,0.061,0.043,1,"AP1S3"
0.0861087988979106,0.806907656524996,0.37,0.608,1,"NDUFA2"
0.086250600791776,2.00326976672696,0.181,0.171,1,"FRYL"
0.0865482396716394,0.953171155474032,0.032,0.053,1,"AP4E1"
0.0865502431961478,1.00750390203025,0.156,0.224,1,"TULP4"
0.0867622498922932,2.00825945808396,0.079,0.06,1,"CRTC2"
0.0867717176555692,1.04100138878472,0.07,0.104,1,"PYM1"
0.0869783321668889,1.22800018470175,0.167,0.242,1,"SPSB3"
0.0870341489923037,1.09225819925754,0.063,0.095,1,"ZFP62"
0.0870602867671472,1.225168402137,0.192,0.283,1,"ERCC1"
0.0871114519065799,1.58916421293143,0.061,0.092,1,"SLC25A16"
0.0871656672831123,1.12305876903646,0.032,0.053,1,"PNPLA6"
0.0872878520991403,1.04938362433781,0.298,0.469,1,"LSM5"
0.0872904923361053,0.903235989002933,0.248,0.365,1,"SECISBP2"
0.0873868126172815,2.14660304759243,0.172,0.161,1,"RBM22"
0.0876712628076741,1.19721504449913,0.079,0.116,1,"EGLN1"
0.0877078163815505,3.07344904218181,0.07,0.052,1,"SENP1"
0.0877239708839683,1.22047454597391,0.099,0.144,1,"DYNLL2"
0.0883747378560667,1.39060114348532,0.192,0.284,1,"MRPS26"
0.0884126284348538,1.57448869946674,0.251,0.265,1,"PUM1"
0.0884715395616545,1.13911723307365,0.052,0.08,1,"CERS6"
0.0884776747630483,1.12532688057748,0.153,0.219,1,"KMT2B"
0.0884918508024188,0.960905637575566,0.081,0.118,1,"HECTD4"
0.0885132464568203,1.12216202315617,0.068,0.101,1,"ZRANB1"
0.0885560536308083,1.85939560643404,0.054,0.083,1,"TACO1"
0.0885560536308083,2.08970688040914,0.09,0.071,1,"STK38"
0.0890424110978583,1.08906708309941,0.235,0.351,1,"HNRNPAB"
0.0891117218109726,1.05858810582578,0.059,0.089,1,"THOC6"
0.0892112291046808,1.77658505746825,0.061,0.043,1,"NBPF15"
0.0896840687082146,1.29013783201788,0.074,0.11,1,"AGTRAP"
0.0897324950642136,1.50685961108569,0.178,0.261,1,"RAD23B"
0.0900748820242352,1.84717071095589,0.032,0.053,1,"XKR8"
0.0903521274850663,0.845394192115422,0.034,0.056,1,"AL021368.2"
0.0904955329056136,1.55346445257358,0.052,0.08,1,"XRCC1"
0.0906706329608379,1.48398513359296,0.169,0.246,1,"SLAMF1"
0.0907696389013342,1.94235083040383,0.09,0.132,1,"NTHL1"
0.0907749660752839,1.91090126028012,0.084,0.064,1,"BABAM2"
0.0907963703100877,0.862992201637901,0.09,0.13,1,"FAM53C"
0.0908771801195144,2.52062557708122,0.09,0.071,1,"ABCF2"
0.0909336175214835,1.24009882775992,0.088,0.129,1,"C18orf21"
0.0910273409863075,1.9343878144994,0.163,0.15,1,"UIMC1"
0.0910352344558964,0.998484038954225,0.077,0.112,1,"MTA1"
0.0913672683225648,1.55354688394709,0.059,0.089,1,"ZNF7"
0.0914589860480576,1.25575678210159,0.192,0.281,1,"MAZ"
0.0915703976555781,1.33933708866638,0.068,0.101,1,"MLH1"
0.0915746567282533,1.2910631892832,0.086,0.125,1,"GALT"
0.0917392778819672,1.3729691942069,0.086,0.125,1,"SNX4"
0.0917448905091516,1.63236001403622,0.242,0.256,1,"UGP2"
0.0918826184732401,2.84188369179921,0.079,0.06,1,"CD58"
0.0919812189729479,1.00841488061307,0.088,0.127,1,"MAFG"
0.0922512840855154,1.18016405705384,0.09,0.13,1,"COG4"
0.0922658416265688,1.07987204909563,0.077,0.112,1,"TAF1"
0.0927176092918524,1.14168498747803,0.368,0.446,1,"TMEM156"
0.0929295374597796,1.10184365519859,0.221,0.33,1,"METTL23"
0.0929295904707948,0.767546512169154,0.034,0.056,1,"ESS2"
0.0932874126498904,1.90568928358264,0.084,0.064,1,"SCAI"
0.0932889767118818,1.38283220402062,0.093,0.134,1,"FAM217B"
0.0933267329945177,1.84350513998803,0.077,0.058,1,"ZNF821"
0.093404204986474,1.44950452704372,0.093,0.134,1,"SMAD4"
0.0934520970316648,0.543319191174724,0.034,0.056,1,"ZMYM3"
0.0936091815593366,2.15573780507851,0.187,0.18,1,"MAT2A"
0.0937718100357651,1.34942294246043,0.108,0.155,1,"PURB"
0.0939109945657189,1.84417642223944,0.242,0.257,1,"BTF3L4"
0.0941029022390965,1.14858853178092,0.113,0.161,1,"BTN3A3"
0.0943868191379048,0.726255008915159,0.034,0.056,1,"HAUS4"
0.0944672083600249,0.959832189855899,0.111,0.159,1,"RNF34"
0.0945021569056142,1.61850817603631,0.359,0.466,1,"EIF3I"
0.0945023999811296,1.47510023180366,0.045,0.071,1,"PINX1"
0.094542002779527,1.69286860954553,0.036,0.059,1,"RBSN"
0.094662550784854,1.45331252141768,0.138,0.199,1,"ZNF511"
0.0947426020952164,1.67078462009383,0.072,0.107,1,"APH1B"
0.0948052882247296,0.941596960508351,0.35,0.566,1,"HMGN3"
0.0949159930609403,2.12959086838853,0.072,0.054,1,"RNF138"
0.0953101013632271,1.17989153780138,0.212,0.314,1,"IDH3G"
0.0955277002177375,1.17175879428133,0.19,0.276,1,"CARHSP1"
0.0956703392851752,1.02184775225812,0.201,0.29,1,"SETD5"
0.0957482784214209,1.76994420099696,0.133,0.116,1,"PSD4"
0.0957704968064698,2.30570085483445,0.174,0.165,1,"RASSF5"
0.0959785459120208,1.26034081591022,0.144,0.206,1,"NPAT"
0.0961832903413514,2.83418586411118,0.14,0.126,1,"CHPT1"
0.0961978592866233,1.16363113182371,0.086,0.125,1,"COL4A4"
0.0964489858156307,2.37998385132769,0.158,0.148,1,"PEX16"
0.0966086285170151,1.2175907673065,0.09,0.13,1,"ANKHD1"
0.0967289970807616,1.913386936903,0.111,0.092,1,"DENND2D"
0.0967605095720373,1.07304745029265,0.032,0.052,1,"DNAJC27"
0.0969262540033346,0.656027079204331,0.036,0.058,1,"FOSL2"
0.09708939401078,1.18228832602828,0.09,0.13,1,"SH2B2"
0.0972505786696037,1.68374326654569,0.135,0.118,1,"SREBF2"
0.0973152549710212,1.18069003244492,0.059,0.088,1,"SLC25A12"
0.0974468860924741,0.471840287263209,0.038,0.061,1,"MNT"
0.0976548553351954,1.40904936714141,0.061,0.091,1,"MTHFD2L"
0.0979589890280904,1.3917859950381,0.363,0.438,1,"VMP1"
0.0980220364605379,1.28209350304023,0.126,0.18,1,"TRNT1"
0.0981186281031452,0.893154457671417,0.095,0.135,1,"UBP1"
0.098753983634533,1.29013329738414,0.065,0.097,1,"PLCL2"
0.0992439479761261,0.910612346658211,0.12,0.169,1,"KIDINS220"
0.0993605077170049,1.28419838907985,0.065,0.097,1,"MON1B"
0.0994296476223557,2.1230553525043,0.199,0.199,1,"MOB4"
0.0997416455700929,1.28656757335111,0.093,0.133,1,"TFDP2"
0.0997769223311565,0.653490820982135,0.07,0.102,1,"INPPL1"
0.0998757627720729,1.89648505304917,0.061,0.044,1,"NBPF11"
0.100217437921827,2.43781374770806,0.108,0.091,1,"METTL16"
0.100509986024319,1.58380145785694,0.144,0.207,1,"ATP6V1D"
0.100785047634972,1.01084977966892,0.093,0.133,1,"POLDIP3"
0.101567333617392,1.34184101101167,0.081,0.118,1,"HCFC1"
0.101995767280635,1.37327372271244,0.133,0.189,1,"RASA2"
0.10221312820241,1.36827236021759,0.097,0.139,1,"STAMBP"
0.102318090146956,0.995787950490014,0.036,0.058,1,"NFRKB"
0.102362164771778,1.29031990707725,0.038,0.061,1,"FOXK1"
0.102462159045431,2.04919323368431,0.133,0.118,1,"ING4"
0.102908879530249,1.2530496248679,0.095,0.137,1,"RUVBL1"
0.102931635405094,1.1188259457356,0.036,0.058,1,"XKR6"
0.103048374344509,1.86428681578454,0.099,0.081,1,"RPA1"
0.10307912459618,0.934662139457543,0.316,0.502,1,"ECH1"
0.103098406098956,0.123148899768007,0.034,0.055,1,"MEN1"
0.103104298469018,2.29208911693691,0.09,0.072,1,"SMIM29"
0.103529020486851,0.823812668080409,0.084,0.119,1,"SLK"
0.103766796660098,1.75566492472778,0.056,0.04,1,"DENND4C"
0.103786613399465,1.45963600272258,0.065,0.097,1,"ZDHHC3"
0.10404645863958,0.752113160675407,0.041,0.064,1,"NAXD"
0.104398864991206,1.01266348795073,0.122,0.172,1,"METTL17"
0.104653288899101,1.74361092315835,0.169,0.16,1,"TMEM170A"
0.105102113843549,1.19694137644973,0.036,0.058,1,"SLC25A40"
0.105267206390874,1.64386205873562,0.099,0.081,1,"FOXN2"
0.105454643711205,1.38646358305253,0.086,0.124,1,"CDKN2AIP"
0.105729327052477,2.42888503852803,0.088,0.07,1,"QTRT2"
0.105946292556668,1.67029592209367,0.045,0.07,1,"RAB28"
0.106118964864966,1.77140054959706,0.095,0.137,1,"SDHAF1"
0.106265776658835,1.17414725471382,0.086,0.123,1,"AKAP8"
0.106281326440682,1.46850280574446,0.061,0.091,1,"MARCH5"
0.106311681395614,1.10899805490449,0.05,0.075,1,"RBM15"
0.106380097856036,1.28419954539328,0.09,0.129,1,"AP5M1"
0.106558576423027,0.249391394229869,0.032,0.052,1,"CTNND1"
0.106597209755109,1.09260412531532,0.043,0.067,1,"CAD"
0.106598054295487,1.16521914496656,0.09,0.129,1,"COG2"
0.106800607061843,1.19207448164084,0.12,0.17,1,"SIGIRR"
0.106822873007117,1.88912382622804,0.133,0.118,1,"CABIN1"
0.10690476952307,1.44981275472316,0.054,0.082,1,"C12orf76"
0.106950482007415,1.54026633233635,0.117,0.168,1,"MMP24OS"
0.107011349686579,1.43985240824085,0.111,0.157,1,"COQ7"
0.10714202901667,0.895782461913559,0.09,0.129,1,"STK11"
0.107191165973297,0.965659358765621,0.079,0.114,1,"UBR1"
0.107326298762998,1.34675234894857,0.153,0.221,1,"OLA1"
0.107427945987149,1.61993045111619,0.291,0.331,1,"PRPF8"
0.10784882340512,1.56549381844169,0.072,0.106,1,"RNF6"
0.108431621054394,1.41585709991213,0.047,0.072,1,"MDC1"
0.10870336574387,1.3433128639816,0.124,0.176,1,"USP10"
0.108879504075814,0.0368337669898193,0.038,0.06,1,"NUBPL"
0.109000038612728,2.32599791740577,0.084,0.066,1,"PRPS2"
0.109002092503772,1.48613904388541,0.05,0.075,1,"TMEM206"
0.109066553759945,1.77009584838713,0.163,0.152,1,"PPP1R9B"
0.109212798400765,0.959490631044873,0.065,0.096,1,"VPS39"
0.10923717836877,2.10884973085842,0.176,0.17,1,"PPIL4"
0.109302598866515,2.45937242333882,0.065,0.048,1,"ZNF117"
0.109468893641744,1.97534523449247,0.223,0.231,1,"SPPL2A"
0.109542174084601,2.04960082997014,0.147,0.133,1,"SIK3"
0.109861278958105,1.12619056612541,0.041,0.064,1,"LMBR1"
0.1111036343099,1.26735676932501,0.047,0.072,1,"IFT74"
0.1111655173188,1.19427901390005,0.038,0.06,1,"MTM1"
0.111340331287052,0.263942541543969,0.47,0.749,1,"TCF25"
0.11148172815361,1.87860763031567,0.242,0.26,1,"ECHDC1"
0.111514763265782,1.11264126182412,0.047,0.072,1,"CANT1"
0.11151641768833,2.11161961381615,0.095,0.077,1,"PPM1M"
0.112022266573727,1.08309574212496,0.065,0.096,1,"FURIN"
0.112282512242909,1.1907568634113,0.262,0.396,1,"CHMP5"
0.112366711553645,1.47886842067708,0.072,0.105,1,"RGP1"
0.112538922567996,2.10097479517919,0.102,0.084,1,"MEPCE"
0.112583264235527,1.3964261566784,0.108,0.154,1,"COIL"
0.112642698056227,1.58871705744841,0.095,0.136,1,"DCAF11"
0.112926700116919,1.62919315683225,0.041,0.064,1,"SLC25A33"
0.11305323685505,1.4371949873237,0.041,0.064,1,"SCCPDH"
0.113136679218046,1.20684642634448,0.228,0.334,1,"PTPRA"
0.113174096592433,1.51839215502727,0.221,0.228,1,"PPP2R1A"
0.113179998048946,1.1586869375714,0.246,0.364,1,"RSRC1"
0.113183969631961,0.763706639078122,0.036,0.057,1,"FEM1A"
0.11355433867537,1.00189503106775,0.038,0.06,1,"MARK4"
0.113584469269564,1.1620719988628,0.036,0.057,1,"ZNF182"
0.113669454135204,1.81083003165199,0.233,0.247,1,"PDCD2"
0.113834970896432,1.42134168857259,0.296,0.33,1,"NSD1"
0.113842017426001,0.890621092879046,0.345,0.542,1,"PPP1R10"
0.114084274388413,1.23619814587913,0.043,0.066,1,"SMG5"
0.114415296234531,1.19091321947378,0.111,0.155,1,"TAB2"
0.114520616146877,0.72196319961134,0.492,0.705,1,"ATP5J2"
0.115148340539352,1.64007796836944,0.183,0.263,1,"RABGGTB"
0.115210020199418,1.6803492536609,0.084,0.121,1,"UTP18"
0.115233464316849,2.1912580191979,0.097,0.079,1,"ZNF160"
0.115491137841083,0.698210093138276,0.05,0.075,1,"DAPL1"
0.115736491865037,0.654878807551153,0.045,0.068,1,"GZMA"
0.116474957529695,0.921884382388911,0.034,0.054,1,"RNF139-AS1"
0.116703473480138,1.73887075321814,0.054,0.081,1,"FARS2"
0.116866717603037,1.28097774789503,0.102,0.145,1,"MFSD1"
0.116981212925145,0.320594627689943,0.038,0.06,1,"PABPC1L"
0.116993319903631,0.929234970246729,0.131,0.183,1,"LUC7L2"
0.117234521552944,2.24199319916932,0.09,0.073,1,"ERV3-1"
0.11739420577027,1.72226068655654,0.307,0.367,1,"AP2S1"
0.117583226110879,1.29188933097926,0.144,0.205,1,"SNRNP35"
0.117671385902014,1.67719766648086,0.034,0.054,1,"TMEM184C"
0.117771486177689,0.79159524104107,0.061,0.089,1,"ANAPC4"
0.118036936223178,2.28919938484445,0.054,0.081,1,"UXS1"
0.118059697666069,1.55680719595072,0.348,0.446,1,"NDUFB5"
0.118073833695797,2.7000702804331,0.099,0.083,1,"GMFB"
0.118736161024611,1.17631240477265,0.059,0.087,1,"NSUN4"
0.118796329988836,2.12390100439611,0.187,0.185,1,"CAPN1"
0.1189624391029,1.53448631329848,0.036,0.057,1,"LINC00665"
0.119059939730609,1.63065407516703,0.183,0.177,1,"WDFY1"
0.119230282469552,0.703335191346246,0.065,0.095,1,"RANBP3"
0.119233996217725,1.1322124450348,0.034,0.054,1,"C2orf76"
0.119435540897509,1.59894962089658,0.043,0.066,1,"RRM1"
0.119606210559006,1.30694942320311,0.056,0.083,1,"MBD3"
0.119702711213087,1.42392998745411,0.059,0.087,1,"PDSS2"
0.119995546161103,1.00000467511443,0.054,0.08,1,"TTI1"
0.120204808025384,2.41521083170626,0.063,0.047,1,"C7orf43"
0.12026804514208,1.12344299530981,0.129,0.179,1,"HIVEP1"
0.120560975837527,1.10044479177924,0.273,0.415,1,"SNRPC"
0.120688132759884,2.08005176572679,0.129,0.114,1,"TMEM120B"
0.120715395940891,1.88847714430594,0.111,0.094,1,"NOTCH2"
0.120812821125141,0.992056685536348,0.034,0.054,1,"ZNF398"
0.120812821125141,1.55582452517414,0.034,0.054,1,"LMNB2"
0.120885334363576,2.2432949900527,0.07,0.053,1,"STX6"
0.120892334702837,2.54658159959375,0.059,0.043,1,"PTPN9"
0.12122928098388,0.769841637479542,0.063,0.091,1,"AK9"
0.121268785029395,2.23372271297147,0.122,0.106,1,"C1orf35"
0.121624285668812,1.02965021076608,0.135,0.189,1,"KHSRP"
0.121681872888416,1.13448661977983,0.095,0.133,1,"INTS1"
0.121948795773715,1.20378124105078,0.226,0.334,1,"MRPS18B"
0.122260637383504,1.01927157787086,0.032,0.051,1,"ZNF460"
0.122485785309432,1.04702622927742,0.032,0.051,1,"CACTIN"
0.122597442639144,1.63566372379792,0.07,0.102,1,"ECSIT"
0.122633582600348,0.521834785697196,0.393,0.62,1,"SF3B5"
0.12268099884903,1.29093819785712,0.106,0.149,1,"ZNF75A"
0.12290961968989,2.24993394125254,0.095,0.078,1,"DDX58"
0.123104660354269,1.28288445998349,0.28,0.43,1,"ASAH1"
0.123130934490197,2.02369672804066,0.221,0.233,1,"CHMP3"
0.123246028894163,1.83780168627145,0.07,0.102,1,"ZFYVE21"
0.123260770602086,1.0617614421842,0.176,0.249,1,"DNM2"
0.123753747134603,1.7197546594555,0.086,0.122,1,"HRAS"
0.123976810718408,1.47405224747435,0.065,0.095,1,"SNUPN"
0.124276018300863,1.8654766794927,0.278,0.32,1,"FAM96A"
0.124334796653017,1.48734535555735,0.28,0.303,1,"HSPH1"
0.124345950688258,0.432642686672585,0.063,0.091,1,"PI4KA"
0.124391597837946,1.2933224535775,0.117,0.165,1,"GNPAT"
0.124442763802423,1.90547375922859,0.167,0.16,1,"SNHG15"
0.124489971235541,1.65976595799501,0.056,0.041,1,"POLR1C"
0.124766080721084,1.79265382818239,0.251,0.274,1,"SUZ12"
0.124910593375402,0.979085399125844,0.05,0.074,1,"ZNF785"
0.125058537099477,2.10135979994465,0.065,0.049,1,"ZNF84"
0.125060392437872,2.5002060136672,0.059,0.043,1,"ZNF611"
0.125060392437872,2.16678258689477,0.059,0.043,1,"PATZ1"
0.125511506756158,1.32561942081003,0.079,0.113,1,"NKAPD1"
0.125544036758167,1.26676312109442,0.084,0.119,1,"NPTN"
0.125615614148617,1.39572951227762,0.106,0.149,1,"DIS3"
0.125716296307509,1.11747538393384,0.093,0.13,1,"MED7"
0.125729905411949,1.97096133078576,0.126,0.111,1,"ZNHIT6"
0.125732934852487,0.642909417023267,0.167,0.232,1,"IFI44"
0.125738295617623,0.88947156445073,0.05,0.074,1,"NAA40"
0.125914699365503,1.05686198143362,0.264,0.395,1,"DARS"
0.126618636579991,1.07529723586364,0.045,0.068,1,"TUBE1"
0.126673939761827,1.69568140364721,0.149,0.137,1,"ATXN7L3B"
0.12733266978003,1.73867991331071,0.07,0.101,1,"SLC25A26"
0.127357621136375,0.352656413203814,0.47,0.754,1,"REEP5"
0.127384051828719,1.97068299075887,0.142,0.13,1,"VRK3"
0.127436631244051,0.373873377617627,0.034,0.053,1,"MAN2A2"
0.127517079720599,0.4747974965337,0.402,0.621,1,"RBM6"
0.127652985223445,1.91066480223574,0.115,0.163,1,"CREM"
0.127671505857769,0.755883979429762,0.363,0.584,1,"PPA1"
0.127987968623365,1.14461161112856,0.05,0.074,1,"C6orf120"
0.128487478389336,1.81810351010859,0.047,0.071,1,"TMEM39B"
0.128810631377991,1.79521027510605,0.038,0.06,1,"FAM50B"
0.128835666368582,1.21004388001518,0.124,0.173,1,"USP22"
0.128914719548017,2.24392908513636,0.05,0.035,1,"MIS18A"
0.129324568609965,0.782790316975866,0.047,0.071,1,"ANKRD54"
0.129986879763192,1.24187005079713,0.036,0.056,1,"GNE"
0.130070824407899,1.81129293832246,0.244,0.264,1,"LAMP1"
0.130195930505217,1.29103966692741,0.059,0.086,1,"STARD3NL"
0.130442624889664,1.22624797219381,0.115,0.162,1,"GRPEL1"
0.130459947668773,1.82528903087897,0.248,0.267,1,"UBTF"
0.130520235037563,1.82615357560818,0.126,0.112,1,"DBP"
0.130736974048142,1.74748216612579,0.332,0.419,1,"GTF2A2"
0.13076712878712,1.11540231597273,0.174,0.244,1,"NOC2L"
0.130951425775596,1.75989054005563,0.063,0.092,1,"ARMT1"
0.131127885218232,1.62870147546113,0.208,0.212,1,"AP2B1"
0.131134055993993,1.84682834313628,0.208,0.211,1,"POLR2A"
0.131184482635083,0.768794375186022,0.133,0.183,1,"PRRC2A"
0.131299469877075,2.09890167066022,0.059,0.086,1,"RGS16"
0.131426874258307,1.50738882757224,0.314,0.368,1,"ZNF791"
0.131600251720888,1.54788364353361,0.043,0.065,1,"RAB33B"
0.132067073804455,1.19279216378511,0.093,0.129,1,"EP400"
0.13247459011136,1.19615382913147,0.065,0.094,1,"FGD4"
0.132666769819834,1.66291951817702,0.235,0.246,1,"GABPB1"
0.132782119540933,1.91611107965817,0.059,0.086,1,"BCOR"
0.132817312809919,1.29688097684501,0.034,0.053,1,"SNX16"
0.132986392439195,0.583950271631734,0.045,0.068,1,"TESK1"
0.13302867006925,0.998767639742427,0.047,0.071,1,"C5orf63"
0.13310357854704,1.58319889191546,0.063,0.091,1,"ZBTB41"
0.133452745833051,1.13358986299047,0.214,0.304,1,"PTBP1"
0.133453667718404,1.66205213674045,0.104,0.087,1,"KANSL2"
0.133497606943418,1.75717146955789,0.183,0.179,1,"HERC4"
0.133595478204305,2.19285229860449,0.106,0.091,1,"DLGAP4"
0.133650436607679,1.25689171617337,0.043,0.065,1,"B3GAT2"
0.133995150995416,1.92523034913865,0.181,0.177,1,"ZCCHC10"
0.134090042874609,1.67799429618696,0.059,0.086,1,"C9orf85"
0.134132399840085,0.669538105478451,0.51,0.723,1,"USMG5"
0.134198856181237,1.19240655844444,0.041,0.062,1,"SLX4IP"
0.13427194174536,1.18253919195295,0.041,0.062,1,"SPINT1"
0.134392544574168,1.21328967310239,0.084,0.118,1,"DDX41"
0.134465355019046,1.20603998889087,0.034,0.053,1,"CNNM3"
0.134465355019046,1.41230345164892,0.034,0.053,1,"ARL17B"
0.134667895256952,0.803342309326088,0.316,0.466,1,"ANKRD11"
0.13467567723809,0.985042500663883,0.445,0.575,1,"STAT1"
0.135015204221587,1.49058526870666,0.106,0.149,1,"SMARCAD1"
0.135101303542253,2.13727221319391,0.156,0.147,1,"ITGB1BP1"
0.135152331885147,0.851140154673112,0.047,0.071,1,"GTPBP10"
0.135183553111122,1.42966646395471,0.244,0.26,1,"MAP3K2"
0.135401235077496,0.884535599783045,0.079,0.111,1,"TIPARP"
0.135414166739369,1.29717292753951,0.034,0.053,1,"ALKBH2"
0.135688199220512,0.963641682498837,0.167,0.232,1,"ANKRD17"
0.136049573864172,1.6565227015793,0.034,0.053,1,"CHCHD6"
