"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
6.63425804226892e-14,3.96503890973383,0.129,0.035,1.48083273761485e-09,"NFATC1"
6.75724642281672e-14,2.69638570511566,0.341,0.23,1.50828497403692e-09,"LSM6"
7.11346122405268e-14,-0.838185193430451,0.036,0.19,1.5877956798208e-09,"GOLIM4"
7.61690970364202e-14,0.00288404991168068,0.147,0.391,1.70017041494994e-09,"AZIN1"
7.96767278464531e-14,3.71149844507753,0.117,0.029,1.77846424226068e-09,"BCL7A"
7.99604415162811e-14,5.13166886518351,0.099,0.02,1.78479701508491e-09,"MARC2"
8.00721119909252e-14,2.35681563130179,0.51,0.513,1.78728961174944e-09,"ITGB1"
8.12497355641482e-14,-0.458435759032513,0.072,0.257,1.81357534752735e-09,"NCSTN"
8.56017074139261e-14,-0.230341822862847,0.036,0.191,1.91071571118625e-09,"TM7SF2"
8.64010503729697e-14,2.84986335983896,0.269,0.145,1.92855784537506e-09,"SASH3"
8.92433038473214e-14,0.31589566207994,0.144,0.391,1.99199978517606e-09,"SAR1A"
8.99337896734954e-14,3.78632271839929,0.084,0.013,2.00741211930209e-09,"ITGAX"
9.27321507730593e-14,0.0906260395605163,0.144,0.384,2.06987433740546e-09,"KLHL6"
9.49771687464777e-14,-1.98820143562041,0.007,0.13,2.11998538359013e-09,"DCAF12"
9.52263818767147e-14,1.14916284931969,0.621,0.732,2.12554806987015e-09,"TRMT112"
9.99134897250929e-14,3.89172947144707,0.151,0.049,2.2301690041538e-09,"LPIN2"
1.03804648438092e-13,-0.225824733262083,0.061,0.237,2.31702355778665e-09,"MTX1"
1.0601865756515e-13,-1.67723988674644,0.029,0.175,2.36644245551172e-09,"HIST1H2AG"
1.07497771761322e-13,2.8935601973687,0.226,0.105,2.39945776348448e-09,"RBM38"
1.10327296815631e-13,-5.23863372686499,0,0.114,2.46261559222169e-09,"VDR"
1.12740382373459e-13,-0.482091185792426,0.061,0.234,2.51647807495797e-09,"ATP13A1"
1.13095156463097e-13,2.33583350930777,0.393,0.302,2.52439698741279e-09,"ZFAND6"
1.14221777083024e-13,-0.339107228960654,0.074,0.261,2.54954428627018e-09,"ACOT13"
1.18145022983126e-13,1.51124761152663,0.576,0.658,2.63711505800635e-09,"SERBP1"
1.19675939150419e-13,2.7501798875364,0.217,0.096,2.6712866377765e-09,"MICAL3"
1.24685709634248e-13,-0.172929248125731,0.327,0.693,2.78310972474604e-09,"GOLGA4"
1.25257549873449e-13,-0.183761753994884,0.106,0.316,2.79587377072526e-09,"SLC9A3R1"
1.26695551503298e-13,-0.0733768403800741,0.093,0.292,2.82797140510512e-09,"LCORL"
1.39394652596326e-13,5.27205476424534,0.088,0.015,3.11142804060259e-09,"STAG3"
1.44159202903819e-13,-0.204697355560983,0.104,0.31,3.21777756801613e-09,"GTF2A1"
1.53451434063545e-13,1.58097661363143,0.53,0.566,3.4251894597324e-09,"UBE2D2"
1.56183474024542e-13,4.22211107681856,0.113,0.027,3.4861713237018e-09,"COCH"
1.56361920312134e-13,2.00028237235471,0.472,0.435,3.49015442328714e-09,"TAF7"
1.6409162587826e-13,4.2819552371102,0.095,0.018,3.66268918122864e-09,"GPR132"
1.65335233769879e-13,4.19977258068928,0.063,0.006,3.69044775297748e-09,"NEXN"
1.67688113664146e-13,-0.767754362656927,0.072,0.25,3.74296638509741e-09,"OSBPL3"
1.69542263544536e-13,1.33496812659833,0.576,0.675,3.78435286457759e-09,"SAP18"
1.697412243617e-13,2.89310551507235,0.167,0.06,3.7887938689775e-09,"DENND4B"
1.72148442442622e-13,-5.43225999026688,0.005,0.122,3.84252538376176e-09,"IGLV6-57"
1.80098648209401e-13,-0.267616051269916,0.041,0.195,4.01998192668204e-09,"PIP5K1B"
1.8267324889506e-13,0.469966233445552,0.079,0.268,4.07744958858664e-09,"RPL26L1"
1.93410393733436e-13,-0.601030581733731,0.029,0.173,4.31711339852403e-09,"IL21R"
1.94257365997947e-13,-0.243618064856601,0.045,0.204,4.33601866644017e-09,"GMDS"
1.97010429680293e-13,1.41164318794629,0.564,0.626,4.39746980089381e-09,"EIF4G2"
2.11714184421947e-13,-0.559551699646436,0.038,0.191,4.72567231048228e-09,"PCYOX1"
2.13109581762704e-13,2.43320358420546,0.345,0.235,4.75681897452531e-09,"NCKAP1L"
2.16154758566339e-13,-1.71355856487352,0.014,0.141,4.82479036595925e-09,"CHAC2"
2.24343141073057e-13,2.11925582450978,0.402,0.305,5.0075632518917e-09,"PCSK7"
2.28451144282952e-13,-0.580456732315638,0.029,0.173,5.09925799153978e-09,"SPATC1L"
2.29821337035581e-13,0.153375444531163,0.093,0.292,5.12984206397121e-09,"GOLT1B"
2.31361064539564e-13,-0.857462521228146,0.027,0.168,5.16421032158761e-09,"NFXL1"
2.33532459841346e-13,0.131865983334184,0.068,0.245,5.21267803611869e-09,"BET1L"
2.34016325571028e-13,0.0885411980149047,0.142,0.383,5.22347840307091e-09,"ARCN1"
2.36473966061776e-13,-1.58726182736758,0.018,0.15,5.27833539646491e-09,"HIST2H2BE"
2.49116345858715e-13,5.40114648522745,0.052,0.002,5.56052595591237e-09,"AC004585.1"
2.52560166658686e-13,0.324648665847362,0.194,0.479,5.63739547998852e-09,"MXD4"
2.52998737110564e-13,-0.997418266856676,0.054,0.217,5.6471848110449e-09,"AC245014.3"
2.54034781560265e-13,2.95629708520903,0.242,0.121,5.67031035920668e-09,"CYFIP2"
2.5704692721056e-13,-5.82720249876934,0,0.111,5.73754446226692e-09,"LINC01484"
2.94680763653617e-13,-0.197946790267831,0.065,0.239,6.57756932551239e-09,"RAD9A"
3.05709241554693e-13,-3.19019831294384,0.005,0.121,6.8237359807423e-09,"B4GALT2"
3.13094782855452e-13,2.53446371346213,0.28,0.16,6.98858864811654e-09,"PARVG"
3.13775575593607e-13,-0.231984417975253,0.093,0.288,7.00378462282489e-09,"SUCO"
3.24240871025736e-13,-0.745360477530108,0.047,0.204,7.23738048216545e-09,"ABCA5"
3.47383270687362e-13,2.34070618839695,0.363,0.262,7.7539419850126e-09,"SNX6"
3.53010522643744e-13,0.54826291788158,0.111,0.325,7.87954787593102e-09,"TMEM70"
3.56675564396316e-13,2.4241213638083,0.363,0.26,7.96135527289016e-09,"BBX"
3.68340579312052e-13,3.03999082727793,0.054,0.003,8.22173007082431e-09,"AC119428.2"
3.72521672268099e-13,-0.961198706820033,0.02,0.153,8.31505624669623e-09,"PDIK1L"
3.83510753548353e-13,-0.293634204952329,0.047,0.205,8.56034352995279e-09,"IDE"
3.86454162031555e-13,-0.660744271032462,0.05,0.208,8.62604335070634e-09,"MINDY3"
4.09592341595858e-13,-0.0134904397555298,0.081,0.268,9.14251065676114e-09,"ACAT1"
4.11398948414387e-13,0.211242075923397,0.097,0.296,9.18283592755754e-09,"PDE4DIP"
4.14505360065047e-13,0.0592798235011851,0.106,0.311,9.25217414201191e-09,"IRAK1"
4.29489410356243e-13,3.00937666166451,0.196,0.083,9.5866331285617e-09,"TNIP2"
4.42816600142391e-13,0.0474342232419576,0.257,0.595,9.8841093317783e-09,"LRPAP1"
4.4785966931957e-13,1.7520816417165,0.501,0.483,9.99667567888211e-09,"TUBA1B"
4.65757388210786e-13,-0.674405302096072,0.038,0.187,1.03961706622529e-08,"ABHD12"
4.68221593097032e-13,-0.168797434523893,0.043,0.196,1.04511741795189e-08,"PGPEP1"
4.76746675908979e-13,2.25812197652163,0.402,0.321,1.06414625529643e-08,"NASP"
4.79233233665423e-13,-0.241671623189947,0.144,0.376,1.06969650086459e-08,"ASCC3"
4.84211605147538e-13,1.28658790512327,0.587,0.678,1.08080872384982e-08,"SMDT1"
4.96408637861872e-13,0.178072065234717,0.181,0.434,1.10803372057148e-08,"SYNE2"
5.41583322458679e-13,1.3654243987844,0.58,0.676,1.20886813406002e-08,"CHCHD10"
5.416348873311e-13,1.93542282812631,0.485,0.483,1.20898323201175e-08,"LAMTOR4"
5.63296698259157e-13,5.47300105639099,0.07,0.009,1.25733456018426e-08,"FGR"
5.90383259964467e-13,-1.62835052749918,0.014,0.137,1.31779447456669e-08,"DNAJC25"
6.02848134597924e-13,-1.62210949861396,0.02,0.151,1.34561732123603e-08,"IL6R"
6.0446564095615e-13,0.377775591347557,0.16,0.413,1.34922775717822e-08,"NDUFB6"
6.38836233278929e-13,-0.214085474620472,0.42,0.831,1.4259463563019e-08,"UBXN4"
6.54986197230894e-13,-0.701437932735677,0.061,0.227,1.46199469083908e-08,"MUC1"
6.66826870847659e-13,0.366693418404032,0.081,0.266,1.48842425841906e-08,"CD9"
6.68246468185087e-13,0.325656680167274,0.147,0.384,1.49159294163593e-08,"TRAPPC3"
6.73045421329251e-13,2.87730189320143,0.289,0.172,1.50230468494902e-08,"CHD1"
6.77855455677928e-13,0.307462761159172,0.086,0.275,1.5130411626187e-08,"THAP7"
6.84605775778103e-13,0.114326643821604,0.131,0.353,1.5281085521143e-08,"PUS7L"
7.12992454375573e-13,-0.0368546518056945,0.144,0.376,1.59147045741172e-08,"GANAB"
7.17125832729551e-13,1.47034112142837,0.573,0.671,1.60069657123563e-08,"PCBP1"
7.36060715737144e-13,-1.20104273208515,0.018,0.146,1.64296112359688e-08,"KIF21A"
7.88268638719333e-13,-0.18999616625735,0.348,0.72,1.75949442848542e-08,"UQCRQ"
7.89260182624068e-13,-1.67386715483992,0.009,0.127,1.76170765363518e-08,"SLC39A8"
7.96391192142578e-13,-0.866189272720724,0.023,0.155,1.77762477998145e-08,"PLOD3"
8.02408923446706e-13,-0.397637651388886,0.074,0.249,1.79105695802539e-08,"SAMHD1"
8.25704990457338e-13,-1.48023737777332,0.018,0.145,1.84305610919983e-08,"PARP2"
8.29104924833333e-13,1.9536885738662,0.456,0.419,1.85064510272048e-08,"GDI2"
8.33554689335278e-13,2.10879097763567,0.429,0.362,1.86057742206527e-08,"IKZF1"
8.64210167426268e-13,1.77592870753669,0.506,0.529,1.92900351471217e-08,"SLC25A5"
8.79719579036418e-13,-0.00612425669265315,0.09,0.278,1.96362207236719e-08,"KAT6B"
8.81956858296992e-13,2.96403305170071,0.293,0.178,1.96861590340472e-08,"PTBP3"
9.23878447639572e-13,0.306896017532144,0.063,0.232,2.06218908297629e-08,"MFSD11"
9.25281253793116e-13,0.125151942452396,0.07,0.244,2.06532028659161e-08,"C21orf2"
9.45208982594168e-13,1.32040506723544,0.58,0.622,2.10980097004844e-08,"ATM"
9.70785445524472e-13,-1.49996284913455,0.011,0.131,2.16689019295517e-08,"AC005838.2"
9.94184283997523e-13,-0.252220046764143,0.174,0.423,2.21911874031087e-08,"CDK5RAP3"
9.98218423978378e-13,-0.0505538773610623,0.063,0.23,2.22812334416214e-08,"RAB2B"
1.00134217134998e-12,-1.40117607281881,0.016,0.14,2.23509586067028e-08,"HIST2H2BF"
1.01845618531919e-12,3.11220560514525,0.201,0.089,2.27329605125097e-08,"SERPINB9"
1.03112270539864e-12,3.03530434777788,0.244,0.126,2.3015689907203e-08,"GBP1"
1.06563032115891e-12,-0.0392683892732615,0.07,0.243,2.37859343985879e-08,"CFL2"
1.11349624873245e-12,2.25269595595786,0.248,0.127,2.4854349767957e-08,"B4GALT1"
1.11572301055775e-12,4.20775116664636,0.088,0.017,2.49040533186596e-08,"HLA-DRB5"
1.11988340582046e-12,-4.97205270684392,0,0.106,2.49969175013185e-08,"SIX5"
1.12555506703767e-12,0.272592065257118,0.153,0.399,2.51235146513479e-08,"SSSCA1"
1.14088735757024e-12,1.75839233193768,0.526,0.559,2.54657467083254e-08,"VAMP2"
1.1787239378089e-12,1.94014931194253,0.485,0.483,2.63102970158325e-08,"RAP1B"
1.1907157127253e-12,1.47639515186641,0.56,0.636,2.65779654237413e-08,"PSMB8"
1.19405561540513e-12,-1.55864148475963,0.011,0.13,2.66525153914579e-08,"TBCEL"
1.25260630294183e-12,-3.48466489947452,0.002,0.11,2.79594252879646e-08,"AL391056.1"
1.27286120035011e-12,-0.109247018891122,0.05,0.205,2.84115348530149e-08,"P4HTM"
1.27694007314306e-12,0.587815920939431,0.176,0.442,2.85025793726263e-08,"MRPS33"
1.30785884784401e-12,1.71796652061179,0.528,0.57,2.91927173427261e-08,"SRRM1"
1.31548842795927e-12,2.7705998545485,0.248,0.131,2.93630172004789e-08,"RHOF"
1.38071781720248e-12,-5.22323605014968,0,0.105,3.08190023977766e-08,"PLEKHH3"
1.3812936632803e-12,0.300326758890311,0.251,0.581,3.08318558580797e-08,"COPZ1"
1.43485654332802e-12,1.36576838359264,0.596,0.678,3.20274329036247e-08,"SNHG8"
1.51144502197521e-12,2.60528477344574,0.291,0.177,3.37369643355087e-08,"MOB3A"
1.52657257853808e-12,0.139447453429753,0.221,0.521,3.40746265255485e-08,"AUP1"
1.529816308357e-12,1.73324379499787,0.515,0.511,3.41470298188366e-08,"GCC2"
1.53911935715386e-12,0.0667937707329922,0.074,0.25,3.43546831710314e-08,"CYSTM1"
1.58416080382928e-12,0.269023910587757,0.237,0.558,3.53600533022733e-08,"ANAPC11"
1.60375093405619e-12,2.21556920549638,0.454,0.428,3.57973245990681e-08,"TRAPPC1"
1.62608858829293e-12,-0.105730517437535,0.081,0.26,3.62959233792865e-08,"PRRC1"
1.70193815877031e-12,-4.96636974886341,0,0.104,3.79889616419121e-08,"PGLYRP2"
1.75827148525142e-12,-0.180856565233201,0.038,0.183,3.9246377822297e-08,"SFXN4"
1.78667724756767e-12,0.28213835918017,0.199,0.477,3.9880422842958e-08,"RFC1"
1.81133522471398e-12,-2.01432393186074,0.009,0.124,4.04308135508408e-08,"LTC4S"
1.84964086196426e-12,0.30038708229926,0.138,0.365,4.12858336799042e-08,"NELFE"
1.86246350191684e-12,0.431407649868568,0.104,0.303,4.15720478262857e-08,"ITFG1"
1.96072337480324e-12,0.537020405492293,0.135,0.364,4.37653064489831e-08,"FAM136A"
2.0294029966663e-12,3.71579041859009,0.102,0.024,4.52983042885886e-08,"FMNL3"
2.06374378881543e-12,-1.27265848936065,0.029,0.164,4.60648251101491e-08,"ITPRIPL2"
2.14738585633714e-12,4.04298729115263,0.131,0.041,4.79317996993013e-08,"CD70"
2.20012869883485e-12,-0.0628794711721765,0.079,0.256,4.91090726866928e-08,"TIMM44"
2.2085989580471e-12,-4.81949280093433,0.002,0.108,4.92981373425694e-08,"CADPS2"
2.24345574594313e-12,0.896707372865862,0.698,0.841,5.00761757051967e-08,"ANKRD12"
2.25523177318292e-12,3.22977725391138,0.212,0.101,5.03390284092159e-08,"SLC44A2"
2.26937197090951e-12,2.68928608930369,0.327,0.223,5.06546517626711e-08,"MED28"
2.30176808118668e-12,0.354359863635356,0.217,0.515,5.13777653401679e-08,"POLR2J"
2.39420451166875e-12,2.05611661965459,0.386,0.292,5.34410389049582e-08,"SETX"
2.45652178130254e-12,-0.520984100261255,0.072,0.24,5.48320226804539e-08,"AC092683.1"
2.67691564904248e-12,0.650465804098958,0.153,0.396,5.97514342022773e-08,"TRAPPC2L"
2.78260448655154e-12,0.295171615225967,0.117,0.324,6.2110514744317e-08,"CALCOCO1"
3.01689934649433e-12,-1.59050195943857,0.02,0.145,6.73402103130999e-08,"UGGT2"
3.02217550677066e-12,-0.659413204454731,0.029,0.163,6.74579794866279e-08,"AIG1"
3.07896136773659e-12,0.00748591750901371,0.298,0.648,6.87254966892485e-08,"EIF3J"
3.16869177566874e-12,-0.563487695759941,0.063,0.222,7.0728369124702e-08,"ANKRD36B"
3.22634758924618e-12,2.55228005590062,0.323,0.215,7.20153045395639e-08,"MAP3K1"
3.26387367246026e-12,-0.376474520750443,0.135,0.341,7.28529242429854e-08,"MDM2"
3.29534736754469e-12,0.178274602312908,0.052,0.206,7.3555448590965e-08,"LSR"
3.32241236499672e-12,-0.0384092482712473,0.079,0.255,7.41595663990917e-08,"FAM98A"
3.48777059637127e-12,2.05792374842415,0.391,0.3,7.78505274816031e-08,"SAMD9"
3.51444540164212e-12,-4.0756960427929,0.002,0.106,7.84459358100538e-08,"DENND2C"
3.52249471791555e-12,2.03648876498464,0.436,0.384,7.86256045985931e-08,"ELF1"
3.53020187837379e-12,0.443818620609981,0.093,0.28,7.87976361271814e-08,"BTG3"
3.55543200156434e-12,-0.172210235416141,0.043,0.188,7.93607977069177e-08,"TMEM9"
4.02106565745756e-12,1.08923797773375,0.594,0.622,8.97542065401102e-08,"CCNL1"
4.06085616331453e-12,0.135568213608952,0.246,0.567,9.06423704213436e-08,"SLIRP"
4.13147067516609e-12,0.399585561328402,0.172,0.422,9.22185569403823e-08,"CCDC186"
4.13151008254219e-12,0.392757968864928,0.104,0.299,9.22194365524242e-08,"MCFD2"
4.14279830221616e-12,-1.08136406072488,0.036,0.174,9.24714009037669e-08,"NFE2L3"
4.16428815434089e-12,0.154954362129697,0.106,0.303,9.2951075893043e-08,"SLC52A2"
4.33826195478413e-12,-0.319051494329694,0.059,0.216,9.68343450927365e-08,"LYSMD3"
4.43989419309664e-12,-0.286854708346595,0.061,0.22,9.910287828411e-08,"GALK1"
4.46702218499629e-12,1.33052866924198,0.56,0.649,9.97084021913022e-08,"C19orf53"
4.51629855942701e-12,0.061408630826266,0.079,0.253,1.0080830014497e-07,"PTTG1IP"
4.51639884445448e-12,-9.47385345693945,0.002,0.105,1.00810538607069e-07,"IGLV3-10"
4.57715081653877e-12,0.0550803867842657,0.102,0.291,1.02166583375962e-07,"TRIM27"
4.70089858506579e-12,0.419735438634647,0.192,0.46,1.04928757317253e-07,"MTIF3"
4.76999486581246e-12,3.67929107541855,0.074,0.012,1.064710553998e-07,"DNAH8"
4.77305551204845e-12,-0.123516794841629,0.074,0.243,1.06539372084433e-07,"TMEM41B"
5.19676454389912e-12,2.61919027967543,0.302,0.195,1.15996981384372e-07,"S1PR4"
5.24675034714742e-12,0.232210917480394,0.233,0.537,1.17112714498678e-07,"EPRS"
5.2969827437992e-12,2.27733859609864,0.42,0.376,1.18233951824342e-07,"COX14"
5.42395235556237e-12,2.49918584189583,0.312,0.206,1.21068040528508e-07,"WAS"
5.45040134417198e-12,1.58164418862742,0.549,0.612,1.21658408403263e-07,"TBCA"
5.62249087842567e-12,-3.21551074331741,0.005,0.11,1.25499618897339e-07,"GSTM2"
5.64359575553025e-12,3.88470992381301,0.129,0.041,1.25970700859191e-07,"ZBTB32"
5.82126869507479e-12,5.08249212367049,0.07,0.01,1.29936538542764e-07,"TNFAIP8L2"
5.91964297982639e-12,3.8609284757143,0.095,0.021,1.32132350952705e-07,"ZBTB18"
5.91995729882649e-12,6.36972026182973,0.05,0.003,1.32139366867106e-07,"UGT8"
6.07114578695891e-12,-1.26450445698868,0.014,0.129,1.3551404511071e-07,"IDUA"
6.09936818203768e-12,0.237297577818759,0.081,0.257,1.36143997191263e-07,"UCHL3"
6.12765628702582e-12,1.76739614094417,0.501,0.528,1.36775415982703e-07,"VPS28"
6.19710913488036e-12,0.308531892620862,0.135,0.357,1.38325672999665e-07,"SRA1"
6.36021699936366e-12,-0.508355500924176,0.05,0.197,1.41966403642796e-07,"ERAP1"
6.75684799406725e-12,0.115830377524952,0.099,0.288,1.50819604075575e-07,"RNF149"
6.8449044195751e-12,-0.399912617128825,0.029,0.16,1.52785111549336e-07,"FXN"
6.9258970791774e-12,-9.48929586703784e-05,0.093,0.276,1.54592948704319e-07,"DTWD1"
7.08101933700535e-12,0.0868483028665725,0.095,0.279,1.58055432621296e-07,"ERO1A"
7.66426709142532e-12,2.94214026286529,0.23,0.12,1.71074105747705e-07,"MFSD10"
8.18267119064274e-12,4.10680210831392,0.113,0.032,1.82645403646337e-07,"TTC9"
8.23011426558126e-12,0.22196597307151,0.108,0.303,1.83704380522039e-07,"TMED3"
8.25833217295587e-12,0.0153516179775088,0.122,0.326,1.84334232432548e-07,"USP14"
8.32277131718886e-12,0.211955264435774,0.047,0.194,1.85772578570973e-07,"C15orf61"
8.53773605317553e-12,4.08864813326565,0.086,0.017,1.90570806442931e-07,"SEMA7A"
8.55697545920275e-12,5.6934882104655,0.063,0.008,1.91000249224865e-07,"FCRL4"
8.57064896240665e-12,0.129562662458273,0.16,0.392,1.91305455489879e-07,"RBPJ"
8.63591035009272e-12,4.99622458169296,0.063,0.008,1.9276215492442e-07,"DUSP10"
8.77887847990808e-12,-1.81078261188552,0.005,0.108,1.95953346550028e-07,"YES1"
8.98203663833371e-12,0.321145103912613,0.144,0.369,2.00488039804247e-07,"SDHA"
9.29498613346283e-12,0.242125557200892,0.217,0.502,2.07473385485024e-07,"FAM173A"
9.85995865124879e-12,4.72830418403766,0.056,0.006,2.20084137054524e-07,"BX284668.5"
1.00275376412364e-11,0.268867123372319,0.183,0.44,2.23824667690038e-07,"CCDC167"
1.00856479902892e-11,1.56166103023192,0.395,0.299,2.25121748791245e-07,"AHNAK"
1.0438563998645e-11,-1.04642494855144,0.023,0.145,2.32999187013754e-07,"CSF2RB"
1.05702264037526e-11,2.44069000552185,0.278,0.166,2.35938023558161e-07,"AC245297.3"
1.05801755519548e-11,-1.71344308655243,0.018,0.135,2.36160098495182e-07,"HIST1H2BJ"
1.06106882101707e-11,0.447669331066201,0.025,0.149,2.3684117153922e-07,"SMIM1"
1.07205529362447e-11,1.27516855649582,0.582,0.626,2.39293462089918e-07,"ARGLU1"
1.08818208814938e-11,2.90235696001081,0.307,0.206,2.42893123895823e-07,"SINHCAF"
1.11912257884253e-11,-1.54642915682427,0.011,0.122,2.49799350823442e-07,"ATAD3C"
1.13029810401247e-11,-1.41775827048383,0.014,0.126,2.52293839796623e-07,"RWDD2A"
1.14552814861459e-11,0.174360120239885,0.12,0.322,2.55693338052262e-07,"DPM2"
1.14603987107874e-11,0.185631152347203,0.199,0.468,2.55807559623485e-07,"SAT2"
1.14980276245964e-11,-0.556769728824386,0.637,0.891,2.56647474608616e-07,"BTG2"
1.17023614439369e-11,1.77249468623418,0.501,0.526,2.61208409790116e-07,"LSM8"
1.18299509149165e-11,0.0580807719216052,0.065,0.224,2.64056334371852e-07,"USP18"
1.20211344747318e-11,-0.668955795285881,0.041,0.178,2.68323742610489e-07,"AL360012.1"
1.21858658420347e-11,3.41050216736045,0.131,0.043,2.72000711460058e-07,"ATAD2B"
1.2236679501109e-11,0.493102820339078,0.124,0.331,2.73134923144254e-07,"C1orf122"
1.22533542776848e-11,2.34801429076521,0.381,0.301,2.73507120832201e-07,"WASF2"
1.23956041370218e-11,-0.962859458630507,0.018,0.135,2.76682279942463e-07,"HIST1H4H"
1.26373457928447e-11,0.855284076564788,0.677,0.82,2.82078195442087e-07,"S100A6"
1.34250013252492e-11,-2.51609333438498,0.005,0.106,2.99659454580887e-07,"MACROD1"
1.36228701290835e-11,-6.31514986797152,0,0.096,3.04076084151273e-07,"DNAAF1"
1.39234552994474e-11,2.08591326124547,0.406,0.343,3.10785445738967e-07,"BTK"
1.40707373274557e-11,1.8119840621481,0.445,0.405,3.14072927886139e-07,"TGOLN2"
1.46084820184201e-11,1.78713170434046,0.508,0.546,3.26075927133154e-07,"DBI"
1.5257112907844e-11,1.89847250061911,0.492,0.503,3.40554017215986e-07,"RBMX"
1.5529876916084e-11,4.48989814732251,0.097,0.024,3.4664238264391e-07,"ZCCHC2"
1.5724729436645e-11,0.267596635042885,0.14,0.359,3.50991685755354e-07,"CCDC47"
1.58004768113863e-11,3.34029639217077,0.14,0.049,3.52682442906953e-07,"KIAA1147"
1.58075061675605e-11,-3.17072635354251,0.005,0.106,3.52839345166118e-07,"TAS1R3"
1.58646150603084e-11,0.521389668251045,0.172,0.419,3.54114072761145e-07,"PSMC1"
1.60876804695993e-11,0.175588594666784,0.312,0.609,3.59093115761927e-07,"DNAJB1"
1.6923677108368e-11,2.9264559071556,0.214,0.107,3.77753396735882e-07,"PREX1"
1.72777944847957e-11,2.48716303582066,0.377,0.306,3.85657650695126e-07,"GLIPR1"
1.73020488973749e-11,0.196163572700506,0.063,0.219,3.86199033438304e-07,"SLC30A5"
1.73743612089948e-11,2.71951386708309,0.235,0.125,3.87813116545973e-07,"CAT"
1.74762248899958e-11,0.0848714430984896,0.111,0.298,3.90086815769596e-07,"TNFAIP3"
1.75053659248727e-11,-0.298571058068516,0.043,0.18,3.90737272809083e-07,"HIST1H2BC"
1.77362186217771e-11,0.199128813469028,0.257,0.578,3.95890135856687e-07,"MESD"
1.81341167621028e-11,0.0908491205023707,0.05,0.194,4.04771620246896e-07,"FAM69A"
1.82092895458884e-11,3.00989158339264,0.081,0.016,4.06449551953775e-07,"KMO"
1.89002873370155e-11,0.582613807739193,0.14,0.361,4.21873313649522e-07,"UNC50"
1.95751220289724e-11,-0.367349475098691,0.063,0.217,4.36936298808693e-07,"SLFN11"
1.99973534757661e-11,3.41774403889626,0.106,0.029,4.46360926932574e-07,"PTK2"
2.0129630738409e-11,-0.259041203510988,0.09,0.263,4.49313487712026e-07,"AFF1"
2.01846021014437e-11,3.4443202258369,0.113,0.033,4.50540503506324e-07,"LCK"
2.05083966830412e-11,-4.89853672946096,0.842,0.971,4.57767922362163e-07,"IGKC"
2.05760839518695e-11,3.62599505495067,0.097,0.024,4.59278769889678e-07,"CD84"
2.05989576579121e-11,-4.69959617027651,0,0.095,4.59789333882255e-07,"FBXO16"
2.10150056455225e-11,3.11353175625742,0.126,0.041,4.69075941013707e-07,"KAT2A"
2.13736344880471e-11,0.239293949910409,0.097,0.28,4.770808954077e-07,"MRPS18A"
2.20501639467356e-11,-0.780780582885276,0.036,0.167,4.92181709455085e-07,"ACAP3"
2.24785243107718e-11,1.76237068760155,0.49,0.492,5.01743141140738e-07,"NSD3"
2.26440115298018e-11,0.177182395634158,0.041,0.176,5.05436981356707e-07,"CETN2"
2.27267810864676e-11,4.24411685474277,0.068,0.01,5.07284480631044e-07,"GCNT2"
2.27674789885543e-11,1.83003998583176,0.483,0.494,5.08192898503521e-07,"PPP1CA"
2.35064457261947e-11,-0.497553666370601,0.032,0.159,5.24687375054391e-07,"SLC39A9"
2.37870162656601e-11,-1.74573815579095,0.018,0.132,5.30949990065798e-07,"PRKCI"
2.38828180211511e-11,0.128514075983103,0.041,0.176,5.33088381050113e-07,"VKORC1L1"
2.42603678113139e-11,0.44645352141355,0.126,0.33,5.41515669916337e-07,"FASTK"
2.47691964437038e-11,2.31236565481418,0.305,0.203,5.52873233819912e-07,"TGFB1"
2.49061940695122e-11,1.74142341017723,0.506,0.511,5.55931157825581e-07,"MDM4"
2.49086079436154e-11,-0.0985182941614376,0.368,0.734,5.5598503790944e-07,"PDIA3"
2.53408155507508e-11,1.46439775019009,0.535,0.591,5.65632343908309e-07,"PPDPF"
2.54173790532893e-11,1.95242926036388,0.488,0.505,5.6734131784847e-07,"PPIG"
2.68185514582793e-11,3.13936410409556,0.223,0.118,5.98616887100252e-07,"LYPLAL1"
2.80247765157613e-11,0.390504124915901,0.063,0.217,6.25541036608308e-07,"ELMOD2"
2.83802615762694e-11,-1.40457007112507,0.023,0.14,6.3347581864391e-07,"PTP4A3"
2.86111224130852e-11,0.553779593231933,0.147,0.373,6.38628863382474e-07,"COMMD1"
2.99272406110731e-11,1.1515978836895,0.702,0.845,6.68005937679762e-07,"RPS26"
3.05231033467205e-11,-0.48726175914841,0.041,0.175,6.81306189802148e-07,"COG3"
3.05250322881146e-11,-0.454692460987725,0.023,0.141,6.81349245703005e-07,"AIFM2"
3.14601518142636e-11,0.563510623985539,0.176,0.423,7.02222048646178e-07,"UFL1"
3.20472692811382e-11,0.288362495598335,0.192,0.446,7.15327097624286e-07,"NAP1L4"
3.24744247329445e-11,0.265088496944298,0.12,0.315,7.24861634464054e-07,"FGL2"
3.31946824185951e-11,-0.620635812965824,0.05,0.19,7.40938506265462e-07,"SCRN2"
3.34354514981193e-11,2.56824271832368,0.199,0.094,7.46312712889521e-07,"SLC4A7"
