"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Fibroblast","C6-SLC2A1-like","SEMA3C","NRP2_PLXNA1",0.00237491923810293,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3C","NRP2_PLXNA1",0.000456163553611248,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3C","NRP2_PLXNA1",0.000940173742782428,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3C","NRP2_PLXNA1",0.00044804753138544,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3C","NRP2_PLXNA1",0.000923454209340435,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Fibroblast","SEMA3C","NRP2_PLXNA1",0.00114510229653413,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","NRP2_PLXNA1",0.0023583829392923,0,"SEMA3C_NRP2_PLXNA1","SEMA3C - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3C","NRP2_PLXNA2",0.00242268792972509,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3C","NRP2_PLXNA2",0.00498286768787435,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Fibroblast","SEMA3C","NRP2_PLXNA2",0.000381791101377805,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3C","NRP2_PLXNA2",0.000786950879174334,0,"SEMA3C_NRP2_PLXNA2","SEMA3C - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C6-SLC2A1-like","SEMA3C","NRP2_PLXNA3",0.00115314125568305,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C6-SLC2A1-like","SEMA3C","NRP2_PLXNA3",0.00237491923810293,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3C","NRP2_PLXNA3",0.000439870152885872,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3C","NRP2_PLXNA3",0.000906607986614445,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Epithelia","SEMA3C","NRP2_PLXNA3",0.000319655137846645,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Epithelia","SEMA3C","NRP2_PLXNA3",0.000658919198156125,0,"SEMA3C_NRP2_PLXNA3","SEMA3C - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C6-SLC2A1-like","SEMA3D","NRP2_PLXNA1",0.000357124698147566,0,"SEMA3D_NRP2_PLXNA1","SEMA3D - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3D","NRP2_PLXNA1",0.000141204591388227,0,"SEMA3D_NRP2_PLXNA1","SEMA3D - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3D","NRP2_PLXNA1",0.000138691514050079,0,"SEMA3D_NRP2_PLXNA1","SEMA3D - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3D","NRP2_PLXNA1",0.000354633084207297,0,"SEMA3D_NRP2_PLXNA1","SEMA3D - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3D","NRP2_PLXNA2",0.000750958715129843,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Fibroblast","SEMA3D","NRP2_PLXNA2",0.000118176663991436,0,"SEMA3D_NRP2_PLXNA2","SEMA3D - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C6-SLC2A1-like","SEMA3D","NRP2_PLXNA3",0.000357124698147566,0,"SEMA3D_NRP2_PLXNA3","SEMA3D - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3D","NRP2_PLXNA3",0.000136159466609822,0,"SEMA3D_NRP2_PLXNA3","SEMA3D - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Epithelia","SEMA3D","NRP2_PLXNA3",9.89393321193493e-05,0,"SEMA3D_NRP2_PLXNA3","SEMA3D - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","C6-SLC2A1-like","SEMA3F","NRP2_PLXNA1",0.0222194502153143,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C6-SLC2A1-like","SEMA3F","NRP2_PLXNA1",0.000969377688455274,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","C7-APOBEC3A-like","SEMA3F","NRP2_PLXNA1",0.00890313894903702,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3F","NRP2_PLXNA1",0.000383427098182602,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","Endothelia","SEMA3F","NRP2_PLXNA1",0.00874605010102726,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3F","NRP2_PLXNA1",0.000376604709043952,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","Fibroblast","SEMA3F","NRP2_PLXNA1",0.0220677951342888,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Fibroblast","SEMA3F","NRP2_PLXNA1",0.000962618576086258,0,"SEMA3F_NRP2_PLXNA1","SEMA3F - (NRP2+PLXNA1)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","Endothelia","SEMA3F","NRP2_PLXNA2",0.0456225338170794,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3F","NRP2_PLXNA2",0.00203702312482793,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","Fibroblast","SEMA3F","NRP2_PLXNA2",0.00746186109084469,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Fibroblast","SEMA3F","NRP2_PLXNA2",0.000320909717956536,0,"SEMA3F_NRP2_PLXNA2","SEMA3F - (NRP2+PLXNA2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","C6-SLC2A1-like","SEMA3F","NRP2_PLXNA3",0.0222194502153143,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C6-SLC2A1-like","SEMA3F","NRP2_PLXNA3",0.000969377688455274,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","C7-APOBEC3A-like","SEMA3F","NRP2_PLXNA3",0.00858772588776796,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3F","NRP2_PLXNA3",0.000369730761228354,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Endothelia","Epithelia","SEMA3F","NRP2_PLXNA3",0.006254663540057,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Epithelia","SEMA3F","NRP2_PLXNA3",0.000268679450562238,0,"SEMA3F_NRP2_PLXNA3","SEMA3F - (NRP2+PLXNA3)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C6-SLC2A1-like","SEMA3C","NRP1_NRP2",0.00258760475800269,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C6-SLC2A1-like","SEMA3C","NRP1_NRP2",0.00532113106799044,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3C","NRP1_NRP2",0.00236157238666792,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3C","NRP1_NRP2",0.00485748266384887,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3C","NRP1_NRP2",0.00390764457703033,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3C","NRP1_NRP2",0.00802443213554943,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-Cycling","SEMA3C","NRP1_NRP2",0.00137557348317282,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-Cycling","SEMA3C","NRP1_NRP2",0.00283235492198848,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-FOLR2-LYVE1-resident","SEMA3C","NRP1_NRP2",0.00167884547398357,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-FOLR2-LYVE1-resident","SEMA3C","NRP1_NRP2",0.00345569136705484,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-NUPR1-IGF2-stress","SEMA3C","NRP1_NRP2",0.000744114412828694,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-NUPR1-IGF2-stress","SEMA3C","NRP1_NRP2",0.00153318485831641,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-OLFML3-CX3CR1-resident","SEMA3C","NRP1_NRP2",0.0013111930868927,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-OLFML3-CX3CR1-resident","SEMA3C","NRP1_NRP2",0.00269997772822884,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Myeloid-CLEC10A-APC","SEMA3C","NRP1_NRP2",0.000809733812912837,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Myeloid-CLEC10A-APC","SEMA3C","NRP1_NRP2",0.00166827191513267,0,"SEMA3C_NRP1_NRP2","SEMA3C - (NRP1+NRP2)","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C6-SLC2A1-like","SEMA3C","PLXND1",0.00207610545436762,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C6-SLC2A1-like","SEMA3C","PLXND1",0.00427160184885112,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","C7-APOBEC3A-like","SEMA3C","PLXND1",0.0030341987637954,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","C7-APOBEC3A-like","SEMA3C","PLXND1",0.00623655373521857,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Endothelia","SEMA3C","PLXND1",0.00419101184350439,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Endothelia","SEMA3C","PLXND1",0.0086037543232236,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-Cycling","SEMA3C","PLXND1",0.000896935105126687,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-Cycling","SEMA3C","PLXND1",0.00184775932034234,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-FOLR2-LYVE1-resident","SEMA3C","PLXND1",0.00106922976558273,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-FOLR2-LYVE1-resident","SEMA3C","PLXND1",0.00220229774159058,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-NUPR1-IGF2-stress","SEMA3C","PLXND1",0.000971197530450015,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-NUPR1-IGF2-stress","SEMA3C","PLXND1",0.0020005883247768,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Mac-OLFML3-CX3CR1-resident","SEMA3C","PLXND1",0.000567915503160477,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Mac-OLFML3-CX3CR1-resident","SEMA3C","PLXND1",0.00117036073429375,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","Myeloid-CLEC10A-APC","SEMA3C","PLXND1",0.00132557530569073,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","Myeloid-CLEC10A-APC","SEMA3C","PLXND1",0.00272955161762375,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Epithelia","SMC_myoFibroblast","SEMA3C","PLXND1",0.00221667977823457,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"Fibroblast","SMC_myoFibroblast","SEMA3C","PLXND1",0.00456015521200125,0,"SEMA3C_PLXND1","SEMA3C - PLXND1","SEMA3","Secreted Signaling","PMID: 27533782"
"C6-SLC2A1-like","Endothelia","ADM","CALCRL",0.0539944834020825,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Endothelia","Endothelia","ADM","CALCRL",0.000787525620608103,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Epithelia","Endothelia","ADM","CALCRL",0.00416795469935151,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Fibroblast","Endothelia","ADM","CALCRL",0.00967151487333855,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mac-Cycling","Endothelia","ADM","CALCRL",0.00146055528123652,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Mac-NUPR1-IGF2-stress","Endothelia","ADM","CALCRL",0.0222393883410106,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"Myeloid-CLEC10A-APC","Endothelia","ADM","CALCRL",0.0305247018619613,0,"ADM_CALCRL","ADM - CALCRL","CALCR","Secreted Signaling","KEGG: hsa04080"
"C6-SLC2A1-like","C7-APOBEC3A-like","ANXA1","FPR1",0.0404711364279609,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C7-APOBEC3A-like","C7-APOBEC3A-like","ANXA1","FPR1",0.0216640284538466,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"CD8 T","C7-APOBEC3A-like","ANXA1","FPR1",0.0208779286348833,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Cell cycle cell","C7-APOBEC3A-like","ANXA1","FPR1",0.0175799547970359,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Endothelia","C7-APOBEC3A-like","ANXA1","FPR1",0.0289063835665139,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Epithelia","C7-APOBEC3A-like","ANXA1","FPR1",0.0252019076768307,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Fibroblast","C7-APOBEC3A-like","ANXA1","FPR1",0.0310647646088439,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-Cycling","C7-APOBEC3A-like","ANXA1","FPR1",0.0367003885378293,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-FOLR2-LYVE1-resident","C7-APOBEC3A-like","ANXA1","FPR1",0.0227371617788098,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-NUPR1-IGF2-stress","C7-APOBEC3A-like","ANXA1","FPR1",0.0271216884124778,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-OLFML3-CX3CR1-resident","C7-APOBEC3A-like","ANXA1","FPR1",0.0275180683858352,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-TNF-CCL4-inflammatory","C7-APOBEC3A-like","ANXA1","FPR1",0.0228699464477927,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-FCN1-S100A8-S100A9","C7-APOBEC3A-like","ANXA1","FPR1",0.0351722887355245,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Myeloid","C7-APOBEC3A-like","ANXA1","FPR1",0.0198924551164622,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Myeloid-CLEC10A-APC","C7-APOBEC3A-like","ANXA1","FPR1",0.0372305485335615,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Other T","C7-APOBEC3A-like","ANXA1","FPR1",0.0128338416482431,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"SMC_myoFibroblast","C7-APOBEC3A-like","ANXA1","FPR1",0.0184954797998213,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C6-SLC2A1-like","Mac-Cycling","ANXA1","FPR1",0.0165999664062917,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C7-APOBEC3A-like","Mac-Cycling","ANXA1","FPR1",0.0087843369396304,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"CD8 T","Mac-Cycling","ANXA1","FPR1",0.00846154685533674,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Cell cycle cell","Mac-Cycling","ANXA1","FPR1",0.00711067800938764,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Endothelia","Mac-Cycling","ANXA1","FPR1",0.0117727821343741,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Epithelia","Mac-Cycling","ANXA1","FPR1",0.010240894347272,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Fibroblast","Mac-Cycling","ANXA1","FPR1",0.0126685215765641,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-Cycling","Mac-Cycling","ANXA1","FPR1",0.0150185145023128,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-FOLR2-LYVE1-resident","Mac-Cycling","ANXA1","FPR1",0.00922548755690874,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-NUPR1-IGF2-stress","Mac-Cycling","ANXA1","FPR1",0.011033904924204,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-OLFML3-CX3CR1-resident","Mac-Cycling","ANXA1","FPR1",0.0111978702708229,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-TNF-CCL4-inflammatory","Mac-Cycling","ANXA1","FPR1",0.00928011357199208,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-FCN1-S100A8-S100A9","Mac-Cycling","ANXA1","FPR1",0.0143797100969864,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Myeloid","Mac-Cycling","ANXA1","FPR1",0.00805732466053772,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Myeloid-CLEC10A-APC","Mac-Cycling","ANXA1","FPR1",0.0152404215943596,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Other T","Mac-Cycling","ANXA1","FPR1",0.0051760953060693,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"SMC_myoFibroblast","Mac-Cycling","ANXA1","FPR1",0.00748514037957813,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C6-SLC2A1-like","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0208344339481871,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"C7-APOBEC3A-like","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0110475210001623,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"CD8 T","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0106424606426118,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Cell cycle cell","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.00894655490088203,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Endothelia","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0147944132198876,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Epithelia","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0128744696252764,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Fibroblast","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0159163525359337,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-Cycling","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.01885730683625,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-FOLR2-LYVE1-resident","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0116009988095933,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-NUPR1-IGF2-stress","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0138685553690328,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-OLFML3-CX3CR1-resident","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0140740445520894,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mac-TNF-CCL4-inflammatory","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0116695250462082,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Mono-FCN1-S100A8-S100A9","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0180582149926028,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
"Myeloid","Mac-OLFML3-CX3CR1-resident","ANXA1","FPR1",0.0101351175089121,0,"ANXA1_FPR1","ANXA1 - FPR1","ANNEXIN","Secreted Signaling","PMID: 23230437"
