"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Epithelia","Mac-FOLR2-LYVE1-resident","THBS3","CD47",0.000714839226732591,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Mac-FOLR2-LYVE1-resident","THBS3","CD47",0.000989359369418152,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Mac-OLFML3-CX3CR1-resident","THBS3","CD47",0.00144460157198733,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Mac-OLFML3-CX3CR1-resident","THBS3","CD47",0.00199881222163885,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Myeloid","THBS3","CD47",0.000669579552683774,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Myeloid","THBS3","CD47",0.000926734714429304,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Myeloid-CLEC10A-APC","THBS3","CD47",0.00137880823150367,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Myeloid-CLEC10A-APC","THBS3","CD47",0.00190782598072289,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Other T","THBS3","CD47",0.000870673083350863,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Other T","THBS3","CD47",0.00120496603395983,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","THBS3","CD47",0.000437041196147311,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","THBS3","CD47",0.000604942975581253,0,"THBS3_CD47","THBS3 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Cell cycle cell","AGRN","DAG1",3.42149988869216e-05,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","AGRN","DAG1",0.0018431928766171,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","AGRN","DAG1",0.000567836532867816,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","AGRN","DAG1",0.00019346925727414,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","AGRN","DAG1",0.00106511041516336,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Endothelia","AGRN","DAG1",0.000187114743545491,0.04,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","AGRN","DAG1",0.00999920433813147,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","AGRN","DAG1",0.00309799254606968,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","AGRN","DAG1",0.00105729083125106,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","AGRN","DAG1",0.00579815609703475,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Epithelia","AGRN","DAG1",0.000392621781165089,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","AGRN","DAG1",0.0207575357532913,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","AGRN","DAG1",0.0064797800567159,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","AGRN","DAG1",0.00221638859947123,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","AGRN","DAG1",0.0120917073216803,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"C7-APOBEC3A-like","Fibroblast","AGRN","DAG1",0.000137546833609451,0.01,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","AGRN","DAG1",0.00736950926310084,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","AGRN","DAG1",0.00227907195974723,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","AGRN","DAG1",0.000777386861354212,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","AGRN","DAG1",0.00426853285709547,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","AGRN","DAG1",0.0101887150705442,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","AGRN","DAG1",0.00315712461076438,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","AGRN","DAG1",0.00107751367476054,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","AGRN","DAG1",0.00590852131361842,0,"AGRN_DAG1","AGRN - DAG1","AGRN","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","HSPG2","DAG1",0.00409124131514012,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","HSPG2","DAG1",0.000247093427491852,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","HSPG2","DAG1",0.00119245333926815,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","HSPG2","DAG1",7.73153488929879e-05,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","HSPG2","DAG1",0.0219757178954951,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","HSPG2","DAG1",0.00135001845646266,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","HSPG2","DAG1",0.00648769936568316,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","HSPG2","DAG1",0.000422740207036528,0.02,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","HSPG2","DAG1",0.045033651099201,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","HSPG2","DAG1",0.00282912183735582,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","HSPG2","DAG1",0.0135195307031646,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","HSPG2","DAG1",0.000886803789216679,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","HSPG2","DAG1",0.0162480077187895,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","HSPG2","DAG1",0.000992695673550599,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","HSPG2","DAG1",0.00477704038538699,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","HSPG2","DAG1",0.000310772984297813,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","HSPG2","DAG1",0.0223870815985815,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","HSPG2","DAG1",0.00137583260136938,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","HSPG2","DAG1",0.00661110244143218,0,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","HSPG2","DAG1",0.000430831210246722,0.03,"HSPG2_DAG1","HSPG2 - DAG1","HSPG","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMA2","DAG1",7.31439020611035e-05,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMA2","DAG1",0.000399939275566103,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMA2","DAG1",0.000838994115877602,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMA2","DAG1",0.000294009344808304,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMA2","DAG1",0.000407594060075267,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMA4","DAG1",0.0023716469342371,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMA4","DAG1",0.000957530195204071,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMA4","DAG1",0.00180628292566045,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMA4","DAG1",0.0128359633208228,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMA4","DAG1",0.00521501591231552,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMA4","DAG1",0.00980057382403986,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","LAMA4","DAG1",0.0265645198442324,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","LAMA4","DAG1",0.0108825318076063,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMA4","DAG1",0.0203495877864187,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMA4","DAG1",0.00946736214699704,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMA4","DAG1",0.00383863808149804,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMA4","DAG1",0.00722273556231797,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","LAMA4","DAG1",0.0130785277035699,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","LAMA4","DAG1",0.00531434065764838,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMA4","DAG1",0.00998635796946301,0,"LAMA4_DAG1","LAMA4 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMA5","DAG1",0.000701940932710817,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMA5","DAG1",0.000839985711692221,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMA5","DAG1",0.000265941226462892,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMA5","DAG1",0.00382734867332807,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMA5","DAG1",0.0045772255693834,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMA5","DAG1",0.00145287294097001,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","LAMA5","DAG1",0.00799891748401588,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","LAMA5","DAG1",0.00955827076424597,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMA5","DAG1",0.00304432193381073,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMA5","DAG1",0.00281617537731775,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMA5","DAG1",0.00336860712828537,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMA5","DAG1",0.00106835576459974,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","LAMA5","DAG1",0.00390034765178022,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","LAMA5","DAG1",0.00466445997223212,0,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMA5","DAG1",0.00148065088419609,0.02,"LAMA5_DAG1","LAMA5 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMB1","DAG1",0.00217992194833215,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMB1","DAG1",6.18799935996763e-05,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMB1","DAG1",0.00145609406728151,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMB1","DAG1",0.00158678690076294,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMB1","DAG1",0.0118083112446505,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMB1","DAG1",0.000338367037206703,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMB1","DAG1",0.00791279663291056,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMB1","DAG1",0.00861801408093192,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","LAMB1","DAG1",0.024464993790318,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","LAMB1","DAG1",0.000709875645462023,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","LAMB1","DAG1",0.0164636538567806,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMB1","DAG1",0.0179171917452499,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMB1","DAG1",0.00870702281095837,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMB1","DAG1",0.000248741381419343,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMB1","DAG1",0.00582857635027029,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMB1","DAG1",0.00634922924228892,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","LAMB1","DAG1",0.0120316925223878,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","LAMB1","DAG1",0.00034484374382348,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","LAMB1","DAG1",0.00806308661125184,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMB1","DAG1",0.00878157989107997,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMB2","DAG1",0.00082491408909096,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMB2","DAG1",0.000360852820490405,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMB2","DAG1",0.000781391433668825,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMB2","DAG1",0.00151244660584421,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMB2","DAG1",0.00449539942229631,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMB2","DAG1",0.00197055287983292,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMB2","DAG1",0.004259046593166,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMB2","DAG1",0.00821697482328535,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","LAMB2","DAG1",0.00938823928852585,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","LAMB2","DAG1",0.00412671500553597,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","LAMB2","DAG1",0.00889693662431239,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMB2","DAG1",0.0170908754340869,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMB2","DAG1",0.00330831540270717,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMB2","DAG1",0.00144922543960654,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMB2","DAG1",0.00313417892202186,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMB2","DAG1",0.00605312324838519,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","LAMB2","DAG1",0.00458108153007131,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","LAMB2","DAG1",0.00200820860611941,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","LAMB2","DAG1",0.00434024346734984,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMB2","DAG1",0.00837299338432175,0,"LAMB2_DAG1","LAMB2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMB3","DAG1",0.000248499542387992,0,"LAMB3_DAG1","LAMB3 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMB3","DAG1",0.00135769237558643,0,"LAMB3_DAG1","LAMB3 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","LAMB3","DAG1",0.00284517948023084,0,"LAMB3_DAG1","LAMB3 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMB3","DAG1",0.000998340490844173,0,"LAMB3_DAG1","LAMB3 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","LAMB3","DAG1",0.00138365305270766,0,"LAMB3_DAG1","LAMB3 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Cell cycle cell","LAMC1","DAG1",0.0011822575017128,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Cell cycle cell","LAMC1","DAG1",0.000560085858814589,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Cell cycle cell","LAMC1","DAG1",0.000841953043602072,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Cell cycle cell","LAMC1","DAG1",0.00160092814422798,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Endothelia","LAMC1","DAG1",0.0064325191554686,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Endothelia","LAMC1","DAG1",0.00305581214860119,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Endothelia","LAMC1","DAG1",0.00458790570520049,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Endothelia","LAMC1","DAG1",0.00869427106754348,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Epithelia","LAMC1","DAG1",0.0134053492310685,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Epithelia","LAMC1","DAG1",0.00639185050414028,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Epithelia","LAMC1","DAG1",0.00958046141689097,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Epithelia","LAMC1","DAG1",0.0180742328791214,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","Fibroblast","LAMC1","DAG1",0.00473634058074393,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","Fibroblast","LAMC1","DAG1",0.002248016347807,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","Fibroblast","LAMC1","DAG1",0.00337647673527297,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","Fibroblast","LAMC1","DAG1",0.00640554046962206,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Endothelia","SMC_myoFibroblast","LAMC1","DAG1",0.0065548795686397,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Epithelia","SMC_myoFibroblast","LAMC1","DAG1",0.00311414162178495,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"Fibroblast","SMC_myoFibroblast","LAMC1","DAG1",0.00467534269787693,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
"SMC_myoFibroblast","SMC_myoFibroblast","LAMC1","DAG1",0.00885927126536886,0,"LAMC1_DAG1","LAMC1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512"
