"source","target","mor","confidence"
"MNT","CAST",-1,"C"
"MNT","CMIP",-1,"C"
"MNT","COBL",-1,"C"
"MNT","CSNK1D",-1,"C"
"MNT","ECE1",-1,"C"
"MNT","ELL",-1,"C"
"MNT","EPN2",-1,"C"
"MNT","EVL",-1,"C"
"MNT","FAM131A",-1,"C"
"MNT","FOXK2",-1,"C"
"MNT","GREB1",-1,"C"
"MNT","GSN",-1,"C"
"MNT","KDM4B",-1,"C"
"MNT","KDM6B",-1,"C"
"MNT","LRRFIP1",-1,"C"
"MNT","MAFK",-1,"C"
"MNT","MARK2",-1,"C"
"MNT","MED15",-1,"C"
"MNT","MGRN1",-1,"C"
"MNT","MIDEAS",-1,"C"
"MNT","MYH9",-1,"C"
"MNT","NCOR2",-1,"C"
"MNT","NET1",-1,"C"
"MNT","NGLY1",-1,"C"
"MNT","PDXK",-1,"C"
"MNT","PDZRN3",-1,"C"
"MNT","PFKFB3",-1,"C"
"MNT","POR",-1,"C"
"MNT","PPP2R2C",-1,"C"
"MNT","PRKAG2",-1,"C"
"MNT","PRRC2B",-1,"C"
"MNT","RAB40C",-1,"C"
"MNT","RAI1",-1,"C"
"MNT","RAPGEF1",-1,"C"
"MNT","RARA",-1,"C"
"MNT","RFX2",-1,"C"
"MNT","RGS3",-1,"C"
"MNT","SKI",-1,"C"
"MNT","SLC16A3",-1,"C"
"MNT","SYMPK",-1,"C"
"MNT","TLE3",-1,"C"
"MNT","TMEM127",-1,"C"
"MNT","TPRG1",-1,"C"
"MNT","VGLL4",-1,"C"
"MNT","ZNF395",-1,"C"
"MXI1","CAST",-1,"C"
"MXI1","CTBP2",-1,"C"
"MXI1","DST",-1,"C"
"MXI1","FAM13A",-1,"C"
"MXI1","SSBP3",-1,"C"
"MXI1","ACAP3",-1,"C"
"MXI1","ACLY",-1,"C"
"MXI1","AHNAK",-1,"C"
"MXI1","AK2",-1,"C"
"MXI1","AMPD2",-1,"C"
"MXI1","AP3D1",-1,"C"
"MXI1","ARAP1",-1,"C"
"MXI1","ARHGAP45",-1,"C"
"MXI1","ARHGEF3",-1,"C"
"MXI1","ARID1B",-1,"C"
"MXI1","ARID3A",-1,"C"
"MXI1","ATAD2",-1,"C"
"MXI1","AUTS2",-1,"C"
"MXI1","BCAR1",-1,"C"
"MXI1","CDK6",-1,"C"
"MXI1","CDKN2C",-1,"C"
"MXI1","CTIF",-1,"C"
"MXI1","CUX1",-1,"C"
"MXI1","CYTH1",-1,"C"
"MXI1","EML2",-1,"C"
"MXI1","EPB41",-1,"C"
"MXI1","FAAP20",-1,"C"
"MXI1","FAM214B",-1,"C"
"MXI1","FGGY",-1,"C"
"MXI1","FOXK1",-1,"C"
"MXI1","FOXN3",-1,"C"
"MXI1","FOXO3",-1,"C"
"MXI1","GLRX5",-1,"C"
"MXI1","GORASP2",-1,"C"
"MXI1","HDAC5",-1,"C"
"MXI1","HMGB1",-1,"C"
"MXI1","HMOX2",-1,"C"
"MXI1","IGF1R",-1,"C"
"MXI1","ING1",-1,"C"
"MXI1","KDM4B",-1,"C"
"MXI1","KLF10",-1,"C"
"MXI1","KLF16",-1,"C"
"MXI1","KSR1",-1,"C"
"MXI1","LMNA",-1,"C"
"MXI1","MACF1",-1,"C"
"MXI1","MAP1LC3B",-1,"C"
"MXI1","MCRIP2",-1,"C"
"MXI1","MSI2",-1,"C"
"MXI1","NFE2L1",-1,"C"
"MXI1","NFE2L2",-1,"C"
"MXI1","NOL4L",-1,"C"
"MXI1","PCBP1",-1,"C"
"MXI1","PDXK",-1,"C"
"MXI1","PFKFB3",-1,"C"
"MXI1","PKM",-1,"C"
"MXI1","PTPA",-1,"C"
"MXI1","RBFOX2",-1,"C"
"MXI1","RUSC1",-1,"C"
"MXI1","RUVBL1",-1,"C"
"MXI1","SEPTIN9",-1,"C"
"MXI1","SGMS1",-1,"C"
"MXI1","SMAD3",-1,"C"
"MXI1","STK32C",-1,"C"
"MXI1","TLE3",-1,"C"
"MXI1","TLE4",-1,"C"
"MXI1","TNS1",-1,"C"
"MXI1","TRAPPC9",-1,"C"
"MXI1","TSPAN4",-1,"C"
"MXI1","TTYH3",-1,"C"
"MXI1","UBE2D3",-1,"C"
"MXI1","UCKL1",-1,"C"
"MXI1","VAV2",-1,"C"
"MXI1","VGLL4",-1,"C"
"MXI1","WDR81",-1,"C"
"MXI1","WEE1",-1,"C"
"MXI1","YY1",-1,"C"
"MXI1","ZNF395",-1,"C"
"MYB","ANPEP",1,"A"
"MYB","BCL2",1,"A"
"MYB","CCNA1",1,"A"
"MYB","CD34",1,"A"
"MYB","CD4",-1,"A"
"MYB","CEBPA",1,"A"
"MYB","COL1A1",1,"A"
"MYB","CTSG",1,"A"
"MYB","DHRS2",1,"A"
"MYB","ELANE",1,"A"
"MYB","ERBB2",1,"A"
"MYB","GSTM1",1,"A"
"MYB","KLF1",1,"A"
"MYB","LCK",1,"A"
"MYB","LMO2",1,"A"
"MYB","MAT2A",1,"A"
"MYB","MYC",1,"A"
"MYB","NMU",1,"A"
"MYB","NR3C1",1,"A"
"MYB","RAG2",1,"A"
"MYB","SIM2",1,"A"
"MYB","SP3",1,"A"
"MYB","TK1",1,"A"
"MYB","WAS",1,"A"
"MYB","WT1",1,"A"
"MYBL2","MYB",1,"C"
"MYBL2","MYC",1,"C"
"MYBL2","PSG1",1,"C"
"MYBL2","ANXA2",1,"C"
"MYBL2","ARID1A",1,"C"
"MYBL2","BCAR3",1,"C"
"MYBL2","CALD1",1,"C"
"MYBL2","CDKN3",1,"C"
"MYBL2","CENPF",1,"C"
"MYBL2","CHD2",1,"C"
"MYBL2","DEPDC1B",1,"C"
"MYBL2","DST",1,"C"
"MYBL2","FAM169A",1,"C"
"MYBL2","FOXP1",1,"C"
"MYBL2","IGFBP1",1,"C"
"MYBL2","INSIG2",1,"C"
"MYBL2","LMNB1",1,"C"
"MYBL2","MAP4K4",1,"C"
"MYBL2","MAT2A",1,"C"
"MYBL2","NAV2",1,"C"
"MYBL2","SLX4IP",1,"C"
"MYBL2","SYNE1",1,"C"
"MYBL2","SYNJ2",1,"C"
"MYBL2","TNIK",1,"C"
"MYBL2","TOP2A",1,"C"
"MYBL2","YAP1",1,"C"
"MYBL2","ZNF608",1,"C"
"MYC","ACADM",1,"A"
"MYC","ACE",1,"A"
"MYC","ACO2",1,"A"
"MYC","ACOX1",1,"A"
"MYC","ACP3",1,"A"
"MYC","ACP5",1,"A"
"MYC","ACTG1",1,"A"
"MYC","ACYP2",1,"A"
"MYC","ADCY9",1,"A"
"MYC","AHSG",1,"A"
"MYC","AIMP2",1,"A"
"MYC","AKAP1",1,"A"
"MYC","AKR1A1",1,"A"
"MYC","ALDH9A1",-1,"A"
"MYC","ALG5",1,"A"
"MYC","AMD1",1,"A"
"MYC","AMPD2",1,"A"
"MYC","AMPD3",1,"A"
"MYC","APC",1,"A"
"MYC","APEX1",1,"A"
"MYC","APP",1,"A"
"MYC","AQR",1,"A"
"MYC","ARF1",1,"A"
"MYC","ARF4",1,"A"
"MYC","ARFGAP2",1,"A"
"MYC","ARSB",1,"A"
"MYC","ASCL2",1,"A"
"MYC","ASS1",1,"A"
"MYC","ATAD3B",1,"A"
"MYC","ATF4",1,"A"
"MYC","ATF7",1,"A"
"MYC","ATP1A2",1,"A"
"MYC","ATP6V1G2",1,"A"
"MYC","AVP",1,"A"
"MYC","BAX",1,"A"
"MYC","BBC3",1,"A"
"MYC","BCL2",1,"A"
"MYC","BCL2L12",1,"A"
"MYC","BCL3",1,"A"
"MYC","BLK",1,"A"
"MYC","BMP4",1,"A"
"MYC","BRCA1",1,"A"
"MYC","BRCA2",1,"A"
"MYC","BRD7",-1,"A"
"MYC","BSG",1,"A"
"MYC","C9orf43",1,"A"
"MYC","CAD",1,"A"
"MYC","CASP8",1,"A"
"MYC","CASP8AP2",1,"A"
"MYC","CASP9",1,"A"
"MYC","CBS",1,"A"
"MYC","CBX3",1,"A"
"MYC","CBX5",1,"A"
"MYC","CCKBR",1,"A"
"MYC","CCNA2",1,"A"
"MYC","CCNB1",1,"A"
"MYC","CCND1",-1,"A"
"MYC","CCND2",1,"A"
"MYC","CCNE1",1,"A"
"MYC","CCT5",1,"A"
"MYC","CD63",1,"A"
"MYC","CD79B",1,"A"
"MYC","CDC25A",1,"A"
"MYC","CDC25C",1,"A"
"MYC","CDK4",1,"A"
"MYC","CDK6",1,"A"
"MYC","CDKN1A",-1,"A"
"MYC","CDKN2B",-1,"A"
"MYC","CEACAM5",1,"A"
"MYC","CEBPA",-1,"A"
"MYC","CFLAR",-1,"A"
"MYC","CHRNB1",1,"A"
"MYC","CKS2",1,"A"
"MYC","CLCN6",1,"A"
"MYC","CLINT1",1,"A"
"MYC","CLP1",1,"A"
"MYC","CLUH",1,"A"
"MYC","CLUL1",1,"A"
"MYC","CMAS",1,"A"
"MYC","COL4A1",1,"A"
"MYC","COX7A2L",1,"A"
"MYC","CRAT",1,"A"
"MYC","CRIPT",1,"A"
"MYC","CSDE1",-1,"A"
"MYC","CST5",1,"A"
"MYC","CSTB",1,"A"
"MYC","CTSF",1,"A"
"MYC","CXCL2",1,"A"
"MYC","CXCR4",1,"A"
"MYC","CXXC1",1,"A"
"MYC","DCK",1,"A"
"MYC","DDX11",1,"A"
"MYC","DDX18",1,"A"
"MYC","DDX5",1,"A"
"MYC","DFFA",1,"A"
"MYC","DKC1",1,"A"
"MYC","DLEU1",-1,"A"
"MYC","DLEU2",-1,"A"
"MYC","DMAC2L",1,"A"
"MYC","DNPH1",1,"A"
"MYC","DPY30",1,"A"
"MYC","DUSP1",-1,"A"
"MYC","E2F1",1,"A"
"MYC","EGR3",1,"A"
"MYC","EIF3C",1,"A"
"MYC","EIF4A1",1,"A"
"MYC","EIF4B",1,"A"
"MYC","EIF4E",1,"A"
"MYC","EIF4EBP2",1,"A"
"MYC","EIF5A2",1,"A"
"MYC","ELK1",1,"A"
"MYC","ENO1",1,"A"
"MYC","ENTPD7",1,"A"
"MYC","EPB42",1,"A"
"MYC","EPHX1",1,"A"
"MYC","ESD",1,"A"
"MYC","ETS2",1,"A"
"MYC","EXOSC8",1,"A"
"MYC","FAH",1,"A"
"MYC","FASLG",1,"A"
"MYC","FASN",1,"A"
"MYC","FECH",1,"A"
"MYC","FGF9",1,"A"
"MYC","FGFR4",1,"A"
"MYC","FOSL1",1,"A"
"MYC","FOXM1",1,"A"
"MYC","FPGS",1,"A"
"MYC","FUT1",1,"A"
"MYC","FXN",1,"A"
"MYC","FXR1",1,"A"
"MYC","GADD45A",-1,"A"
"MYC","GALT",1,"A"
"MYC","GAPDH",1,"A"
"MYC","GAS8",1,"A"
"MYC","GLA",1,"A"
"MYC","GNL3",1,"A"
"MYC","GOLPH3",1,"A"
"MYC","GPR4",1,"A"
"MYC","GSK3B",1,"A"
"MYC","GSTP1",1,"A"
"MYC","GTF2H2",-1,"A"
"MYC","H2AZ1",1,"A"
"MYC","H4C14",1,"A"
"MYC","HBA2",1,"A"
"MYC","HBP1",1,"A"
"MYC","HDAC2",1,"A"
"MYC","HDAC3",1,"A"
"MYC","HERC5",1,"A"
"MYC","HERPUD1",1,"A"
"MYC","HES1",1,"A"
"MYC","HIF1A",1,"A"
"MYC","HINT1",1,"A"
"MYC","HLA-F",1,"A"
"MYC","HMBS",1,"A"
"MYC","HMGN2",1,"A"
"MYC","HMOX1",1,"A"
"MYC","HNRNPA1",1,"A"
"MYC","HNRNPA2B1",1,"A"
"MYC","HNRNPDL",1,"A"
"MYC","HOXD13",1,"A"
"MYC","HOXD3",1,"A"
"MYC","HSD11B2",1,"A"
"MYC","HSP90AA2P",1,"A"
"MYC","HSPA4",1,"A"
"MYC","HSPA8",1,"A"
"MYC","HSPA9",1,"A"
"MYC","HSPD1",1,"A"
"MYC","HSPE1",1,"A"
"MYC","ICAM1",1,"A"
"MYC","ID2",1,"A"
"MYC","ID3",1,"A"
"MYC","IER3",1,"A"
"MYC","IL11RA",1,"A"
"MYC","IL13",1,"A"
"MYC","IL2",1,"A"
"MYC","IMPA2",1,"A"
"MYC","INSM1",1,"A"
"MYC","INSR",1,"A"
"MYC","IRF2",1,"A"
"MYC","IRF3",1,"A"
"MYC","ISG20",1,"A"
"MYC","ITGA6",1,"A"
"MYC","ITGB1",1,"A"
"MYC","JUN",1,"A"
"MYC","JUNB",-1,"A"
"MYC","KIAA1586",1,"A"
"MYC","KLF1",1,"A"
"MYC","KLK10",1,"A"
"MYC","LAIR1",1,"A"
"MYC","LAIR2",1,"A"
"MYC","LAMB2",1,"A"
"MYC","LAMP1",-1,"A"
"MYC","LBR",1,"A"
"MYC","LDHA",1,"A"
"MYC","LDHB",1,"A"
"MYC","LMNA",1,"A"
"MYC","LMX1B",1,"A"
"MYC","LTA4H",1,"A"
"MYC","LTB",1,"A"
"MYC","MAGEA3",1,"A"
"MYC","MAN2A2",1,"A"
"MYC","MBD1",1,"A"
"MYC","MCM7",1,"A"
"MYC","MDM2",1,"A"
"MYC","MEIS1",1,"A"
"MYC","MEIS2",1,"A"
"MYC","MELTF",1,"A"
"MYC","MEN1",1,"A"
"MYC","MET",1,"A"
"MYC","METTL1",1,"A"
"MYC","MFAP1",1,"A"
"MYC","MGST1",1,"A"
"MYC","MNT",1,"A"
"MYC","MNX1",1,"A"
"MYC","MPO",1,"A"
"MYC","MSH2",1,"A"
"MYC","MSN",-1,"A"
"MYC","MST1",-1,"A"
"MYC","MTERF1",1,"A"
"MYC","MTHFD1",1,"A"
"MYC","MTHFR",1,"A"
"MYC","MUC1",1,"A"
"MYC","MYBL2",1,"A"
"MYC","MYCL",1,"A"
"MYC","NAP1L1",1,"A"
"MYC","NAT10",1,"A"
"MYC","NCL",1,"A"
"MYC","NDRG1",-1,"A"
"MYC","NEFM",1,"A"
"MYC","NFIL3",1,"A"
"MYC","NFKBIL1",1,"A"
"MYC","NID1",1,"A"
"MYC","NIT1",1,"A"
"MYC","NME1",1,"A"
"MYC","NME2",1,"A"
"MYC","NOD1",1,"A"
"MYC","NOL7",1,"A"
"MYC","NOP56",1,"A"
"MYC","NOTCH4",1,"A"
"MYC","NPM1",1,"A"
"MYC","NR1D1",1,"A"
"MYC","NRAS",1,"A"
"MYC","NTHL1",1,"A"
"MYC","NTN3",1,"A"
"MYC","NUP155",1,"A"
"MYC","NXT1",1,"A"
"MYC","OCA2",1,"A"
"MYC","ODC1",1,"A"
"MYC","PAICS",1,"A"
"MYC","PARP1",1,"A"
"MYC","PCBD2",1,"A"
"MYC","PCNA",1,"A"
"MYC","PDHA1",1,"A"
"MYC","PER1",1,"A"
"MYC","PEX14",1,"A"
"MYC","PEX3",1,"A"
"MYC","PFDN6",1,"A"
"MYC","PHB",1,"A"
"MYC","PIGF",1,"A"
"MYC","PIK3C3",1,"A"
"MYC","PKM",1,"A"
"MYC","PKP1",1,"A"
"MYC","PLA2G4A",1,"A"
"MYC","PMAIP1",1,"A"
"MYC","POLB",1,"A"
"MYC","POLD2",1,"A"
"MYC","POLE3",1,"A"
"MYC","PPAT",1,"A"
"MYC","PPID",1,"A"
"MYC","PPIF",1,"A"
"MYC","PPP1R7",1,"A"
"MYC","PQBP1",1,"A"
"MYC","PRDM8",1,"A"
"MYC","PRDX3",1,"A"
"MYC","PRKDC",1,"A"
"MYC","PRTN3",1,"A"
"MYC","PSEN2",1,"A"
"MYC","PSMB1",1,"A"
"MYC","PSMG1",1,"A"
"MYC","PTEN",1,"A"
"MYC","PTGER2",1,"A"
"MYC","PTMA",1,"A"
"MYC","PTPA",-1,"A"
"MYC","QDPR",1,"A"
"MYC","RAD51",1,"A"
"MYC","RARA",1,"A"
"MYC","RARB",-1,"A"
"MYC","RBBP4",1,"A"
"MYC","RBM39",1,"A"
"MYC","RBM8A",1,"A"
"MYC","RCC1",1,"A"
"MYC","RFC2",1,"A"
"MYC","RGS2",1,"A"
"MYC","RHOG",1,"A"
"MYC","RIDA",1,"A"
"MYC","RPL10",1,"A"
"MYC","RPL13",1,"A"
"MYC","RPL19",1,"A"
"MYC","RPL22",1,"A"
"MYC","RPL23",1,"A"
"MYC","RPL26",1,"A"
"MYC","RPL27",1,"A"
"MYC","RPL27A",1,"A"
"MYC","RPL3",1,"A"
"MYC","RPL32",1,"A"
"MYC","RPL6",1,"A"
"MYC","RPS15",1,"A"
"MYC","RPS15A",1,"A"
"MYC","RPS16",1,"A"
"MYC","RPS19",1,"A"
"MYC","RPS20",1,"A"
"MYC","RPS6",1,"A"
"MYC","SCARB1",1,"A"
"MYC","SEC23B",1,"A"
"MYC","SFMBT1",1,"A"
"MYC","SFXN3",1,"A"
"MYC","SHMT1",1,"A"
"MYC","SIM2",1,"A"
"MYC","SIRT1",1,"A"
"MYC","SLA",1,"A"
"MYC","SLBP",1,"A"
"MYC","SLC19A1",1,"A"
"MYC","SLC25A28",1,"A"
"MYC","SLC25A3",1,"A"
"MYC","SLC28A2",1,"A"
"MYC","SLC2A4",1,"A"
"MYC","SLC4A2",1,"A"
"MYC","SLC9A3R2",1,"A"
"MYC","SLIT1",1,"A"
"MYC","SMARCAD1",1,"A"
"MYC","SMN1",1,"A"
"MYC","SNRPB",1,"A"
"MYC","SNRPB2",1,"A"
"MYC","SNRPD3",1,"A"
"MYC","SPAST",1,"A"
"MYC","SQSTM1",1,"A"
"MYC","SRD5A1",1,"A"
"MYC","SRM",1,"A"
"MYC","SRSF1",1,"A"
"MYC","ST3GAL1",1,"A"
"MYC","STAT6",1,"A"
"MYC","STMN1",1,"A"
"MYC","SURF6",1,"A"
"MYC","SYNGR2",1,"A"
"MYC","TCF12",1,"A"
"MYC","TCIRG1",1,"A"
"MYC","TERT",1,"A"
"MYC","TFAP4",1,"A"
"MYC","TFRC",1,"A"
"MYC","TGFB1",1,"A"
"MYC","TGFB2",1,"A"
"MYC","TGFB3",1,"A"
"MYC","THBS1",-1,"A"
"MYC","THBS4",1,"A"
"MYC","THRAP3",1,"A"
"MYC","TNFRSF8",1,"A"
"MYC","TOMM20",1,"A"
"MYC","TOP1",1,"A"
"MYC","TP53",1,"A"
"MYC","TPM2",1,"A"
"MYC","TRAP1",1,"A"
"MYC","TSC2",1,"A"
"MYC","TUBG2",1,"A"
"MYC","TXN",1,"A"
"MYC","TYMS",1,"A"
"MYC","UBA52",1,"A"
"MYC","UBE2C",1,"A"
"MYC","UCP1",1,"A"
"MYC","UCP3",1,"A"
"MYC","UROD",1,"A"
"MYC","UXT",1,"A"
"MYC","VAMP2",1,"A"
"MYC","VEGFA",1,"A"
"MYC","VHL",1,"A"
"MYC","WDR36",1,"A"
"MYC","WNT10B",1,"A"
"MYC","WRN",1,"A"
"MYC","WT1",1,"A"
"MYC","YBX3",1,"A"
"MYC","ZFP36L1",-1,"A"
"MYC","ZNF146",1,"A"
"MYC","ZNF234",1,"A"
"MYC","ZNF271P",1,"A"
"MYC","ZNF304",1,"A"
"MYC","ZNF451",1,"A"
"MYC","ZSCAN9",1,"A"
"MYCN","CTSD",1,"A"
"MYCN","MCM2",1,"A"
"MYCN","MCM3",1,"A"
"MYCN","MCM4",1,"A"
"MYCN","MCM5",1,"A"
"MYCN","MCM6",1,"A"
"MYCN","MCM7",1,"A"
"MYCN","MCM8",1,"A"
"MYCN","MDM2",1,"A"
"MYCN","MXI1",-1,"A"
"MYCN","NDRG1",1,"A"
"MYCN","NES",1,"A"
"MYCN","TP53",1,"A"
"MYOD1","ACACB",1,"C"
"MYOD1","ACTC1",1,"C"
"MYOD1","ADCY9",1,"C"
"MYOD1","ARHGAP10",1,"C"
"MYOD1","BOC",1,"C"
"MYOD1","BRD4",1,"C"
"MYOD1","CUEDC1",1,"C"
"MYOD1","DES",1,"C"
"MYOD1","DIP2C",1,"C"
"MYOD1","ECE1",1,"C"
"MYOD1","EXOC4",1,"C"
"MYOD1","FMN1",1,"C"
"MYOD1","FRMD3",1,"C"
"MYOD1","FYN",1,"C"
"MYOD1","HDAC4",1,"C"
"MYOD1","IGF2R",1,"C"
"MYOD1","ITGB5",1,"C"
"MYOD1","KALRN",1,"C"
"MYOD1","KCNJ15",1,"C"
"MYOD1","KCNMA1",1,"C"
"MYOD1","KIF1A",1,"C"
"MYOD1","LIMCH1",1,"C"
"MYOD1","MDGA1",1,"C"
"MYOD1","MDS2",1,"C"
"MYOD1","MED15",1,"C"
"MYOD1","MEGF10",1,"C"
"MYOD1","MTHFD1L",1,"C"
"MYOD1","NIBAN2",1,"C"
"MYOD1","PEPD",1,"C"
"MYOD1","PLEKHA6",1,"C"
"MYOD1","PPM1H",1,"C"
"MYOD1","PRKCH",1,"C"
"MYOD1","PRR5",1,"C"
"MYOD1","PRRC2B",1,"C"
"MYOD1","RALGDS",1,"C"
"MYOD1","RARA",1,"C"
"MYOD1","RBFOX1",1,"C"
"MYOD1","SEPTIN9",1,"C"
"MYOD1","SH3PXD2A",1,"C"
"MYOD1","SLC22A23",1,"C"
"MYOD1","SVIL",1,"C"
"MYOD1","SYNJ2",1,"C"
"MYOD1","TACC2",1,"C"
"MYOD1","TBC1D1",1,"C"
"MYOD1","TMCC3",1,"C"
"MYOD1","ZDHHC14",1,"C"
"MYOD1","ZFAT",1,"C"
"NANOG","CDC25A",-1,"C"
"NANOG","CDK6",-1,"C"
"NANOG","CDX2",-1,"C"
"NANOG","GATA4",-1,"C"
"NANOG","KDR",1,"C"
"NANOG","L1TD1",1,"C"
"NANOG","LAMB1",-1,"C"
"NANOG","POU5F1",1,"C"
"NANOG","ADGRL2",1,"C"
"NANOG","ADGRV1",1,"C"
"NANOG","ATXN7L1",1,"C"
"NANOG","BCAR3",1,"C"
"NANOG","CACHD1",1,"C"
"NANOG","CADPS",1,"C"
"NANOG","CCND1",1,"C"
"NANOG","CDH18",1,"C"
"NANOG","CDKAL1",1,"C"
"NANOG","CNTNAP2",1,"C"
"NANOG","CPNE4",1,"C"
"NANOG","DENND2B",1,"C"
"NANOG","DLG2",1,"C"
"NANOG","EPB41L3",1,"C"
"NANOG","FAT1",1,"C"
"NANOG","GCNT2",1,"C"
"NANOG","GPC6",1,"C"
"NANOG","HDAC9",1,"C"
"NANOG","IGF2BP3",1,"C"
"NANOG","JMJD1C",1,"C"
"NANOG","LDB2",1,"C"
"NANOG","LIMCH1",1,"C"
"NANOG","MAGI2",1,"C"
"NANOG","MED12L",1,"C"
"NANOG","MPPED2",1,"C"
"NANOG","NBEA",1,"C"
"NANOG","NRXN3",1,"C"
"NANOG","PALM2AKAP2",1,"C"
"NANOG","PATJ",1,"C"
"NANOG","PRR16",1,"C"
"NANOG","RABGAP1L",1,"C"
"NANOG","RNF38",1,"C"
"NANOG","RUNX1T1",1,"C"
"NANOG","SHROOM3",1,"C"
"NANOG","SNRPN",1,"C"
"NANOG","SORCS1",1,"C"
"NANOG","SYNE2",1,"C"
"NANOG","TACC2",1,"C"
"NANOG","TCF4",1,"C"
"NANOG","TIAM2",1,"C"
"NANOG","VPS13A",1,"C"
"NCOA1","APPBP2",1,"C"
"NCOA1","ARFGEF2",1,"C"
"NCOA1","ASAP1",1,"C"
"NCOA1","BPTF",1,"C"
"NCOA1","CHD6",1,"C"
"NCOA1","ESYT2",1,"C"
"NCOA1","HIPK1",1,"C"
"NCOA1","LMBR1",1,"C"
"NCOA1","MAN1A2",1,"C"
"NCOA1","MAPKAP1",1,"C"
"NCOA1","PPP1R12A",1,"C"
"NCOA1","PTK2",1,"C"
"NCOA1","STK3",1,"C"
"NCOA1","TERF2",1,"C"
"NCOA1","TMCC1",1,"C"
"NCOA1","TRIM33",1,"C"
"NCOA1","UBR5",1,"C"
"NCOA1","VPS13B",1,"C"
"NCOA1","VPS13D",1,"C"
"NCOA1","ZMIZ1",1,"C"
"NCOA2","ANK3",1,"C"
"NCOA2","ARFGEF2",1,"C"
"NCOA2","BPTF",1,"C"
"NCOA2","CHD6",1,"C"
"NCOA2","DAAM1",1,"C"
"NCOA2","GSE1",1,"C"
"NCOA2","HIPK1",1,"C"
"NCOA2","KIAA1217",1,"C"
"NCOA2","MED13L",1,"C"
"NCOA2","MSI2",1,"C"
"NCOA2","NCOA3",1,"C"
"NCOA2","OXR1",1,"C"
"NCOA2","PTK2",1,"C"
"NCOA2","RABGAP1L",1,"C"
"NCOA2","SRPK2",1,"C"
"NCOA2","TRIM33",1,"C"
"NCOA2","UTRN",1,"C"
"NCOA2","VPS13B",1,"C"
"NCOA3","BCL2",1,"C"
"NCOA3","ANKRD28",1,"C"
"NCOA3","ARFGEF2",1,"C"
"NCOA3","ARHGAP10",1,"C"
"NCOA3","ASAP1",1,"C"
"NCOA3","BPTF",1,"C"
"NCOA3","CDYL2",1,"C"
"NCOA3","FAM214A",1,"C"
"NCOA3","HELZ",1,"C"
"NCOA3","HIPK1",1,"C"
"NCOA3","LPP",1,"C"
"NCOA3","MED13",1,"C"
"NCOA3","MED13L",1,"C"
"NCOA3","NEDD4",1,"C"
"NCOA3","OXR1",1,"C"
"NCOA3","PIP4K2A",1,"C"
"NCOA3","SLC44A1",1,"C"
"NCOA3","SYNE2",1,"C"
"NCOA3","TLK2",1,"C"
"NCOA3","UBR5",1,"C"
"NCOA3","USP6NL",1,"C"
"NCOA3","VPS13B",1,"C"
"NCOA3","ZMYND8",1,"C"
"NEUROD1","INS",1,"C"
"NEUROD1","GRM4",1,"C"
"NEUROD1","ACAP3",1,"C"
"NEUROD1","ARHGEF1",1,"C"
"NEUROD1","ARHGEF19",1,"C"
"NEUROD1","ARHGEF2",1,"C"
"NEUROD1","ASIC4",1,"C"
"NEUROD1","CDH23",1,"C"
"NEUROD1","CELF5",1,"C"
"NEUROD1","CTSB",1,"C"
"NEUROD1","CYTH1",1,"C"
"NEUROD1","GABBR2",1,"C"
"NEUROD1","LASP1",1,"C"
"NEUROD1","LITAF",1,"C"
"NEUROD1","MED15",1,"C"
"NEUROD1","MEF2D",1,"C"
"NEUROD1","MICAL2",1,"C"
"NEUROD1","MRPL34",1,"C"
"NEUROD1","NCOR2",1,"C"
"NEUROD1","PEAR1",1,"C"
"NEUROD1","PTTG1IP",1,"C"
"NEUROD1","RGS10",1,"C"
"NEUROD1","RIPOR3",1,"C"
"NEUROD1","RTN4",1,"C"
"NEUROD1","SCRT1",1,"C"
"NEUROD1","SH2D6",1,"C"
"NEUROD1","SH3BP2",1,"C"
"NEUROD1","SLC8A2",1,"C"
"NEUROD1","TAL1",1,"C"
"NEUROD1","TANGO2",1,"C"
"NEUROD1","TBX1",1,"C"
"NEUROD1","TLE5",1,"C"
"NEUROD1","TTC7A",1,"C"
"NEUROD1","UCKL1",1,"C"
"NEUROD1","VASP",1,"C"
"NFATC1","EGR3",1,"C"
"NFATC1","ICAM1",1,"C"
"NFATC1","IFNG",1,"C"
"NFATC1","IL2",1,"C"
"NFATC1","IL5",1,"C"
"NFATC1","CREB5",1,"C"
"NFATC1","FYN",1,"C"
"NFATC1","MEF2C",1,"C"
"NFATC1","NEDD9",1,"C"
"NFATC1","ACTB",1,"C"
"NFATC1","CARS2",1,"C"
"NFATC1","CFLAR",1,"C"
"NFATC1","CHD2",1,"C"
"NFATC1","CPNE1",1,"C"
"NFATC1","DST",1,"C"
"NFATC1","GPR183",1,"C"
"NFATC1","HIVEP2",1,"C"
"NFATC1","IKZF2",1,"C"
"NFATC1","IL17A",1,"C"
"NFATC1","MACF1",1,"C"
"NFATC1","NAALADL2",1,"C"
"NFATC1","NCOR2",1,"C"
"NFATC1","NFKB1",1,"C"
"NFATC1","PHF19",1,"C"
"NFATC1","PIAS1",1,"C"
"NFATC1","PIP4K2A",1,"C"
"NFATC1","PTK2B",1,"C"
"NFATC1","RGS3",1,"C"
"NFATC1","SMARCA2",1,"C"
"NFATC1","SP100",1,"C"
"NFATC1","STK38L",1,"C"
"NFATC1","TCF4",1,"C"
