"source","target","mor","confidence"
"FOXO1","CNOT8",1,"A"
"FOXO1","CNR1",-1,"A"
"FOXO1","DAAM1",1,"A"
"FOXO1","DAPK1",1,"A"
"FOXO1","DUSP4",-1,"A"
"FOXO1","EIF4EBP1",1,"A"
"FOXO1","G6PC",1,"A"
"FOXO1","IGFBP1",1,"A"
"FOXO1","IL1B",1,"A"
"FOXO1","KLF2",1,"A"
"FOXO1","MCM5",-1,"A"
"FOXO1","NOS3",1,"A"
"FOXO1","PCK1",1,"A"
"FOXO1","PCK2",1,"A"
"FOXO1","PDK4",1,"A"
"FOXO1","PPARG",1,"A"
"FOXO1","PRL",1,"A"
"FOXO1","RAG1",1,"A"
"FOXO1","RPS6KA3",1,"A"
"FOXO1","SCP2",1,"A"
"FOXO1","SELENOP",1,"A"
"FOXO1","SELL",1,"A"
"FOXO1","TIMP3",-1,"A"
"FOXO1","TMEM47",1,"A"
"FOXO1","TNFSF10",1,"A"
"FOXO1","TRIM63",1,"A"
"FOXO1","TXNIP",-1,"A"
"FOXO3","ABCB1",1,"A"
"FOXO3","AR",1,"A"
"FOXO3","BCL2L11",1,"A"
"FOXO3","BCL6",1,"A"
"FOXO3","BNIP3L",1,"A"
"FOXO3","CAT",1,"A"
"FOXO3","CBLB",1,"A"
"FOXO3","CCND1",-1,"A"
"FOXO3","CCND2",-1,"A"
"FOXO3","CCNG2",1,"A"
"FOXO3","CDKN1A",1,"A"
"FOXO3","CDKN2B",1,"A"
"FOXO3","CDKN2D",1,"A"
"FOXO3","CITED2",1,"A"
"FOXO3","DUSP5",1,"A"
"FOXO3","DUSP6",1,"A"
"FOXO3","ESR1",1,"A"
"FOXO3","FASLG",1,"A"
"FOXO3","FBXO32",1,"A"
"FOXO3","FOXO1",1,"A"
"FOXO3","G6PC",1,"A"
"FOXO3","GADD45A",1,"A"
"FOXO3","GALT",1,"A"
"FOXO3","HBP1",1,"A"
"FOXO3","ID1",1,"A"
"FOXO3","JAK1",1,"A"
"FOXO3","KLF4",1,"A"
"FOXO3","NOS3",1,"A"
"FOXO3","PIK3CA",1,"A"
"FOXO3","PINK1",1,"A"
"FOXO3","PLAU",-1,"A"
"FOXO3","PRDX3",1,"A"
"FOXO3","RBL2",1,"A"
"FOXO3","SIRT1",1,"A"
"FOXO3","SOD2",1,"A"
"FOXO3","STK11",1,"A"
"FOXO3","TNFSF10",1,"A"
"FOXO3","TXNIP",1,"A"
"FOXO4","BCL2L11",1,"A"
"FOXO4","BCL6",1,"A"
"FOXO4","CDKN1A",1,"A"
"FOXO4","CDKN1B",1,"A"
"FOXO4","G6PC",1,"A"
"FOXO4","GADD45A",1,"A"
"FOXO4","IGFBP1",1,"A"
"FOXO4","PCK2",1,"A"
"FOXO4","PPARGC1A",1,"A"
"FOXO4","RBL2",1,"A"
"FOXO4","SCP2",1,"A"
"FOXO4","SOD2",1,"A"
"FOXO4","SPRY2",1,"A"
"FOXO4","TNFSF10",1,"A"
"FOXP1","CDKN1A",-1,"B"
"FOXP1","CSF1R",-1,"B"
"FOXP1","IL2",-1,"B"
"FOXP1","KLK3",-1,"B"
"FOXP1","RAG1",-1,"B"
"FOXP1","SFTPC",-1,"B"
"FOXP1","TCF4",-1,"B"
"FOXP1","ACSL3",-1,"B"
"FOXP1","ACTR3",-1,"B"
"FOXP1","ADGRL2",-1,"B"
"FOXP1","AFF1",-1,"B"
"FOXP1","AFF3",-1,"B"
"FOXP1","AGAP1",-1,"B"
"FOXP1","AMPD3",-1,"B"
"FOXP1","ANGPT1",-1,"B"
"FOXP1","ANKRD28",-1,"B"
"FOXP1","AP3B1",-1,"B"
"FOXP1","ARHGAP32",-1,"B"
"FOXP1","ARID1A",-1,"B"
"FOXP1","ARID5B",-1,"B"
"FOXP1","AUTS2",-1,"B"
"FOXP1","AZIN1",-1,"B"
"FOXP1","BACH1",-1,"B"
"FOXP1","BACH2",-1,"B"
"FOXP1","BBC3",-1,"B"
"FOXP1","BCAS3",-1,"B"
"FOXP1","BCL11A",-1,"B"
"FOXP1","BIRC6",-1,"B"
"FOXP1","BNC2",-1,"B"
"FOXP1","CAB39",-1,"B"
"FOXP1","CACNA2D3",-1,"B"
"FOXP1","CADM1",-1,"B"
"FOXP1","CAMK2D",-1,"B"
"FOXP1","CASZ1",-1,"B"
"FOXP1","CDK6",-1,"B"
"FOXP1","CEP112",-1,"B"
"FOXP1","CHD2",-1,"B"
"FOXP1","CHD9",-1,"B"
"FOXP1","CHN1",-1,"B"
"FOXP1","CHN2",-1,"B"
"FOXP1","CLASP2",-1,"B"
"FOXP1","CREB5",-1,"B"
"FOXP1","CRYBG1",-1,"B"
"FOXP1","CUL3",-1,"B"
"FOXP1","DIP2B",-1,"B"
"FOXP1","DLGAP1",-1,"B"
"FOXP1","DOCK4",-1,"B"
"FOXP1","DST",-1,"B"
"FOXP1","EFNA5",-1,"B"
"FOXP1","EGLN3",-1,"B"
"FOXP1","EIF3H",-1,"B"
"FOXP1","EIF4G3",-1,"B"
"FOXP1","ELF2",-1,"B"
"FOXP1","EPB41L2",-1,"B"
"FOXP1","EPRS1",-1,"B"
"FOXP1","ERC2",-1,"B"
"FOXP1","FAM13A",-1,"B"
"FOXP1","FAT1",-1,"B"
"FOXP1","FCHSD2",-1,"B"
"FOXP1","FNDC3B",-1,"B"
"FOXP1","FOCAD",-1,"B"
"FOXP1","FOXN3",-1,"B"
"FOXP1","GBE1",-1,"B"
"FOXP1","GLIS3",-1,"B"
"FOXP1","GPBP1L1",-1,"B"
"FOXP1","GSE1",-1,"B"
"FOXP1","GTDC1",-1,"B"
"FOXP1","HECTD1",-1,"B"
"FOXP1","HIVEP2",-1,"B"
"FOXP1","IGF1R",-1,"B"
"FOXP1","ITGA4",-1,"B"
"FOXP1","ITPR1",-1,"B"
"FOXP1","JADE2",-1,"B"
"FOXP1","KDM4C",-1,"B"
"FOXP1","KIAA1217",-1,"B"
"FOXP1","LAMC1",-1,"B"
"FOXP1","LARGE1",-1,"B"
"FOXP1","LIMCH1",-1,"B"
"FOXP1","LIMS1",-1,"B"
"FOXP1","LNX1",-1,"B"
"FOXP1","LRIG1",-1,"B"
"FOXP1","LSAMP",-1,"B"
"FOXP1","LTBP1",-1,"B"
"FOXP1","MAD1L1",-1,"B"
"FOXP1","MAGI1",-1,"B"
"FOXP1","MALAT1",-1,"B"
"FOXP1","MAML3",-1,"B"
"FOXP1","MAP2",-1,"B"
"FOXP1","MCTP1",-1,"B"
"FOXP1","MCTP2",-1,"B"
"FOXP1","MECOM",-1,"B"
"FOXP1","MIPOL1",-1,"B"
"FOXP1","MIR99AHG",-1,"B"
"FOXP1","MPZL1",-1,"B"
"FOXP1","MSI2",-1,"B"
"FOXP1","MTA3",-1,"B"
"FOXP1","NAV2",-1,"B"
"FOXP1","NCOR2",-1,"B"
"FOXP1","NPAS3",-1,"B"
"FOXP1","NRP2",-1,"B"
"FOXP1","NRXN3",-1,"B"
"FOXP1","NUP98",-1,"B"
"FOXP1","PACS1",-1,"B"
"FOXP1","PARP1",-1,"B"
"FOXP1","PDE4B",-1,"B"
"FOXP1","PDS5B",-1,"B"
"FOXP1","PHLPP1",-1,"B"
"FOXP1","PHTF2",-1,"B"
"FOXP1","PIK3R1",-1,"B"
"FOXP1","PIP4K2A",-1,"B"
"FOXP1","PLCB1",-1,"B"
"FOXP1","PMAIP1",-1,"B"
"FOXP1","POU2F1",-1,"B"
"FOXP1","PPP1R12A",-1,"B"
"FOXP1","PREX1",-1,"B"
"FOXP1","PRKCB",-1,"B"
"FOXP1","PRPF31",-1,"B"
"FOXP1","PTCH1",-1,"B"
"FOXP1","PVT1",-1,"B"
"FOXP1","RABGAP1L",-1,"B"
"FOXP1","RAD51B",-1,"B"
"FOXP1","RAPGEF1",-1,"B"
"FOXP1","RAPGEF4",-1,"B"
"FOXP1","RAPGEF5",-1,"B"
"FOXP1","RBPJ",-1,"B"
"FOXP1","RBPMS",-1,"B"
"FOXP1","RERE",-1,"B"
"FOXP1","RFTN1",-1,"B"
"FOXP1","RIN2",-1,"B"
"FOXP1","ROCK1",-1,"B"
"FOXP1","ROR2",-1,"B"
"FOXP1","RPTOR",-1,"B"
"FOXP1","RUNX1",-1,"B"
"FOXP1","SDK2",-1,"B"
"FOXP1","SEPTIN9",-1,"B"
"FOXP1","SHANK2",-1,"B"
"FOXP1","SLC22A23",-1,"B"
"FOXP1","SMARCC1",-1,"B"
"FOXP1","SND1",-1,"B"
"FOXP1","SNX25",-1,"B"
"FOXP1","SORL1",-1,"B"
"FOXP1","SPAG9",-1,"B"
"FOXP1","SPIDR",-1,"B"
"FOXP1","SSBP2",-1,"B"
"FOXP1","STAG1",-1,"B"
"FOXP1","STAG2",-1,"B"
"FOXP1","STAT3",-1,"B"
"FOXP1","STIM2",-1,"B"
"FOXP1","SVIL",-1,"B"
"FOXP1","TBC1D2B",-1,"B"
"FOXP1","TBXAS1",-1,"B"
"FOXP1","TCF12",-1,"B"
"FOXP1","TENM4",-1,"B"
"FOXP1","THADA",-1,"B"
"FOXP1","TPD52",-1,"B"
"FOXP1","TPP2",-1,"B"
"FOXP1","TRAPPC9",-1,"B"
"FOXP1","TXNRD1",-1,"B"
"FOXP1","U2SURP",-1,"B"
"FOXP1","UBE3C",-1,"B"
"FOXP1","UST",-1,"B"
"FOXP1","UTRN",-1,"B"
"FOXP1","VGLL4",-1,"B"
"FOXP1","VPS13A",-1,"B"
"FOXP1","VPS13C",-1,"B"
"FOXP1","VPS41",-1,"B"
"FOXP1","WNK1",-1,"B"
"FOXP1","XXYLT1",-1,"B"
"FOXP1","YPEL3",-1,"B"
"FOXP1","ZBTB16",-1,"B"
"FOXP1","ZFAT",-1,"B"
"FOXP1","ZFP36L1",-1,"B"
"FOXP1","ZMYM2",-1,"B"
"FOXP1","ZNF608",-1,"B"
"FOXP2","CNTNAP2",-1,"C"
"FOXP2","MET",-1,"C"
"FOXP2","PLAUR",1,"C"
"FOXP2","ACOT7",-1,"C"
"FOXP2","ARHGEF4",-1,"C"
"FOXP2","CDKN1A",-1,"C"
"FOXP2","DIP2C",-1,"C"
"FOXP2","FOXO3",-1,"C"
"FOXP2","FOXP1",-1,"C"
"FOXP2","FYN",-1,"C"
"FOXP2","GNAS",-1,"C"
"FOXP2","HIVEP3",-1,"C"
"FOXP2","IGF1R",-1,"C"
"FOXP2","KLHL23",-1,"C"
"FOXP2","MEIS2",-1,"C"
"FOXP2","MGAT1",-1,"C"
"FOXP2","MXI1",-1,"C"
"FOXP2","NECTIN2",-1,"C"
"FOXP2","NETO1",-1,"C"
"FOXP2","NR3C1",-1,"C"
"FOXP2","PBX1",-1,"C"
"FOXP2","PLEKHA5",-1,"C"
"FOXP2","PTCH1",-1,"C"
"FOXP2","RBFOX2",-1,"C"
"FOXP2","RIPOR1",-1,"C"
"FOXP2","RORA",-1,"C"
"FOXP2","RUNX1",-1,"C"
"FOXP2","SLC1A5",-1,"C"
"FOXP2","SLC8A2",-1,"C"
"FOXP2","STAT1",-1,"C"
"FOXP2","TCF4",-1,"C"
"FOXP2","TFAP4",-1,"C"
"FOXP2","TGIF1",-1,"C"
"FOXP2","TRIO",-1,"C"
"FOXP2","ZBTB4",-1,"C"
"FOXP2","ZNF395",-1,"C"
"GABPA","BRCA1",1,"C"
"GABPA","TOMM70",1,"C"
"GABPA","CDK13",1,"C"
"GABPA","AAK1",1,"C"
"GABPA","ACTB",1,"C"
"GABPA","ARHGEF4",1,"C"
"GABPA","ARHGEF7",1,"C"
"GABPA","ARPC5L",1,"C"
"GABPA","ASPSCR1",1,"C"
"GABPA","BICRAL",1,"C"
"GABPA","CAP1",1,"C"
"GABPA","CBX8",1,"C"
"GABPA","CCDC171",1,"C"
"GABPA","DLG1",1,"C"
"GABPA","DOCK4",1,"C"
"GABPA","EFR3A",1,"C"
"GABPA","ELOVL6",1,"C"
"GABPA","ERBB2",1,"C"
"GABPA","ERCC1",1,"C"
"GABPA","EXOC6",1,"C"
"GABPA","FRYL",1,"C"
"GABPA","IPO11",1,"C"
"GABPA","LARP4B",1,"C"
"GABPA","LIG4",1,"C"
"GABPA","LSM4",1,"C"
"GABPA","MAD2L1BP",1,"C"
"GABPA","MARK2",1,"C"
"GABPA","MBNL1",1,"C"
"GABPA","MED15",1,"C"
"GABPA","NCOA2",1,"C"
"GABPA","NEK7",1,"C"
"GABPA","NFIB",1,"C"
"GABPA","NIPBL",1,"C"
"GABPA","NSD3",1,"C"
"GABPA","OXR1",1,"C"
"GABPA","PNKP",1,"C"
"GABPA","PTK2B",1,"C"
"GABPA","PTPN12",1,"C"
"GABPA","PTTG1IP",1,"C"
"GABPA","RABGEF1",1,"C"
"GABPA","RNF38",1,"C"
"GABPA","SEC31A",1,"C"
"GABPA","STIM2",1,"C"
"GABPA","TBC1D5",1,"C"
"GABPA","TCF12",1,"C"
"GABPA","TM9SF3",1,"C"
"GABPA","TRAPPC10",1,"C"
"GABPA","TSNARE1",1,"C"
"GABPA","UBR4",1,"C"
"GABPA","UTRN",1,"C"
"GABPA","VPS13B",1,"C"
"GABPA","VPS53",1,"C"
"GABPA","WDR37",1,"C"
"GABPA","ZNF280D",1,"C"
"GATA1","AGGF1",1,"A"
"GATA1","ALAS2",1,"A"
"GATA1","CCR3",1,"A"
"GATA1","COPS5",1,"A"
"GATA1","CYBB",1,"A"
"GATA1","EPO",1,"A"
"GATA1","GFI1B",1,"A"
"GATA1","GP6",1,"A"
"GATA1","HBB",1,"A"
"GATA1","HBG1",1,"A"
"GATA1","HEMGN",-1,"A"
"GATA1","NFE2",1,"A"
"GATA1","PF4",1,"A"
"GATA1","TBXA2R",1,"A"
"GATA1","WT1",1,"A"
"GATA2","ACKR1",1,"A"
"GATA2","ADH1A",1,"A"
"GATA2","AMOTL1",1,"A"
"GATA2","ANGPT2",1,"A"
"GATA2","APEX1",-1,"A"
"GATA2","AR",1,"A"
"GATA2","ARRDC4",1,"A"
"GATA2","CCM2",-1,"A"
"GATA2","CCRL2",1,"A"
"GATA2","CTSH",1,"A"
"GATA2","CYBB",-1,"A"
"GATA2","DPYSL2",1,"A"
"GATA2","EFCAB2",-1,"A"
"GATA2","ELMO1",1,"A"
"GATA2","EPO",-1,"A"
"GATA2","FCER1A",1,"A"
"GATA2","FDPS",1,"A"
"GATA2","FOXO3",1,"A"
"GATA2","GATA1",1,"A"
"GATA2","GPR146",1,"A"
"GATA2","GULP1",-1,"A"
"GATA2","HMGB1",1,"A"
"GATA2","HTR5A",1,"A"
"GATA2","ICAM4",1,"A"
"GATA2","IL1RL1",1,"A"
"GATA2","LYL1",1,"A"
"GATA2","MS4A2",1,"A"
"GATA2","MYC",1,"A"
"GATA2","NOS3",1,"A"
"GATA2","PECAM1",1,"A"
"GATA2","PLSCR2",1,"A"
"GATA2","PNPLA8",-1,"A"
"GATA2","PPARG",-1,"A"
"GATA2","PPP1R15A",1,"A"
"GATA2","PSD4",1,"A"
"GATA2","SGK1",-1,"A"
"GATA2","TGFB2",-1,"A"
"GATA2","TNFAIP8L1",1,"A"
"GATA2","VWA5A",1,"A"
"GATA2","WT1",1,"A"
"GATA3","ABCC2",1,"A"
"GATA3","ANXA2P3",1,"A"
"GATA3","APBA1",1,"A"
"GATA3","ARNT2",1,"A"
"GATA3","ATP2B1",1,"A"
"GATA3","ATXN10",1,"A"
"GATA3","BCAS3",1,"A"
"GATA3","BLCAP",1,"A"
"GATA3","BPIFB1",1,"A"
"GATA3","CD40LG",1,"A"
"GATA3","CD8A",1,"A"
"GATA3","CD8B",1,"A"
"GATA3","CDH1",1,"A"
"GATA3","CDX2",1,"A"
"GATA3","EDN1",1,"A"
"GATA3","EGFR",1,"A"
"GATA3","EPHA7",1,"A"
"GATA3","EPO",-1,"A"
"GATA3","EPOR",1,"A"
"GATA3","ERG",1,"A"
"GATA3","ESR1",1,"A"
"GATA3","FBXO11",1,"A"
"GATA3","FN1",1,"A"
"GATA3","FNDC3B",1,"A"
"GATA3","FOXC1",-1,"A"
"GATA3","GALNT10",1,"A"
"GATA3","GCNT4",1,"A"
"GATA3","GREB1",1,"A"
"GATA3","GRM7",1,"A"
"GATA3","IFNG",1,"A"
"GATA3","IL12RB2",-1,"A"
"GATA3","IL13",1,"A"
"GATA3","IL2RA",1,"A"
"GATA3","IL4",1,"A"
"GATA3","IL4R",1,"A"
"GATA3","IL5",1,"A"
"GATA3","ITPK1",1,"A"
"GATA3","KMT2E",1,"A"
"GATA3","MAF",1,"A"
"GATA3","MDM2",1,"A"
"GATA3","MYC",1,"A"
"GATA3","MYRIP",1,"A"
"GATA3","NCOA3",1,"A"
"GATA3","NETO1",1,"A"
"GATA3","NFKB1",1,"A"
"GATA3","NRCAM",1,"A"
"GATA3","PDE3A",1,"A"
"GATA3","PDE7B",1,"A"
"GATA3","PPARG",1,"A"
"GATA3","RBMS1",1,"A"
"GATA3","RHOH",1,"A"
"GATA3","RPL29P19",1,"A"
"GATA3","SEPTIN7",1,"A"
"GATA3","SH3KBP1",1,"A"
"GATA3","SLC24A3",1,"A"
"GATA3","SLCO4C1",1,"A"
"GATA3","SLIT2",1,"A"
"GATA3","SPEF2",1,"A"
"GATA3","SST",1,"A"
"GATA3","ST8SIA6",1,"A"
"GATA3","SVIL",1,"A"
"GATA3","TCF7L2",1,"A"
"GATA3","TEK",1,"A"
"GATA3","TET2",1,"A"
"GATA3","TFF1",1,"A"
"GATA3","TGFBR3",1,"A"
"GATA3","TLR5",1,"A"
"GATA3","UST",1,"A"
"GATA3","VAPB",1,"A"
"GATA3","ZEB1",1,"A"
"GATA3","ZNF217",1,"A"
"GATA3","ZNF507",1,"A"
"GATA3","ZXDC",1,"A"
"GATA4","ADA",1,"C"
"GATA4","CYP17A1",1,"C"
"GATA4","ERBB2",-1,"C"
"GATA4","IL5",1,"C"
"GATA4","NOS3",1,"C"
"GATA4","NPPA",1,"C"
"GATA4","CLDN14",1,"C"
"GATA4","CLDN6",1,"C"
"GATA4","FLNB",1,"C"
"GATA4","KIAA1217",1,"C"
"GATA6","APOA1",1,"C"
"GATA6","CYP17A1",1,"C"
"GATA6","SEMA6A",1,"C"
"GATA6","SVIL",1,"C"
"GATA6","ABCC5",1,"C"
"GATA6","ARHGAP42",1,"C"
"GATA6","ATE1",1,"C"
"GATA6","ATP2B1",1,"C"
"GATA6","BARX2",1,"C"
"GATA6","BCAR3",1,"C"
"GATA6","BCAS3",1,"C"
"GATA6","BHLHE40",1,"C"
"GATA6","BMPR1B",1,"C"
"GATA6","CEP128",1,"C"
"GATA6","CLIC5",1,"C"
"GATA6","CUX1",1,"C"
"GATA6","DLC1",1,"C"
"GATA6","DPYSL2",1,"C"
"GATA6","FILIP1L",1,"C"
"GATA6","FLNB",1,"C"
"GATA6","GALNT2",1,"C"
"GATA6","KRT18",1,"C"
"GATA6","KRT8",1,"C"
"GATA6","LMCD1",1,"C"
"GATA6","MEF2C",1,"C"
"GATA6","MICAL2",1,"C"
"GATA6","MID1",1,"C"
"GATA6","MYLK",1,"C"
"GATA6","NR5A2",1,"C"
"GATA6","PCSK5",1,"C"
"GATA6","PDE4D",1,"C"
"GATA6","PHLDB2",1,"C"
"GATA6","PKDCC",1,"C"
"GATA6","PKIB",1,"C"
"GATA6","PLCB4",1,"C"
"GATA6","PLEKHA7",1,"C"
"GATA6","PRDM16",1,"C"
"GATA6","PTK2B",1,"C"
"GATA6","RBM47",1,"C"
"GATA6","RGS3",1,"C"
"GATA6","SEPTIN9",1,"C"
"GATA6","SH3KBP1",1,"C"
"GATA6","SH3RF2",1,"C"
"GATA6","SIPA1L2",1,"C"
"GATA6","SLC15A2",1,"C"
"GATA6","SOX6",1,"C"
"GATA6","SPTB",1,"C"
"GATA6","STARD13",1,"C"
"GATA6","SYNE1",1,"C"
"GATA6","SYNE2",1,"C"
"GATA6","TBC1D1",1,"C"
"GATA6","TMSB4X",1,"C"
"GATA6","ZFP36L1",1,"C"
"GFI1B","MEF2C",-1,"C"
"GFI1B","AHCYL2",1,"C"
"GFI1B","AMBRA1",1,"C"
"GFI1B","APLP2",1,"C"
"GFI1B","BRD2",1,"C"
"GFI1B","CPNE5",1,"C"
"GFI1B","FOXP1",1,"C"
"GFI1B","FRYL",1,"C"
"GFI1B","HK1",1,"C"
"GFI1B","HNRNPF",1,"C"
"GFI1B","KCNN3",1,"C"
"GFI1B","KSR1",1,"C"
"GFI1B","LTBP4",1,"C"
"GFI1B","MACF1",1,"C"
"GFI1B","MGAT1",1,"C"
"GFI1B","MYH9",1,"C"
"GFI1B","NAV2",1,"C"
"GFI1B","NEDD4L",1,"C"
"GFI1B","PLB1",1,"C"
"GFI1B","RERE",1,"C"
"GFI1B","SGMS1",1,"C"
"GFI1B","SMYD3",1,"C"
"GFI1B","SND1",1,"C"
"GFI1B","SSH1",1,"C"
"GFI1B","STAT6",1,"C"
"GFI1B","TMCC2",1,"C"
"GFI1B","TRIM2",1,"C"
"GFI1B","USP10",1,"C"
"GFI1B","VPS13D",1,"C"
"GLI2","BCL2",1,"A"
"GLI2","CCND1",1,"A"
"GLI2","COL5A2",1,"A"
"GLI2","EFEMP1",-1,"A"
"GLI2","FAS",-1,"A"
"GLI2","FGF13",1,"A"
"GLI2","FOXA2",1,"A"
"GLI2","FOXE1",1,"A"
"GLI2","FST",1,"A"
"GLI2","GLI1",1,"A"
"GLI2","IFNGR1",-1,"A"
"GLI2","LUM",-1,"A"
"GLI2","PCNA",1,"A"
"GLI2","PTCH1",1,"A"
"GLI2","UGCG",-1,"A"
"GLI2","WNT2B",1,"A"
"GRHL2","KIAA1522",1,"C"
"GRHL2","LAD1",1,"C"
"GRHL2","LIPH",1,"C"
"GRHL2","ABCA4",1,"C"
"GRHL2","ABLIM1",1,"C"
"GRHL2","ADGRF1",1,"C"
"GRHL2","AFAP1",1,"C"
"GRHL2","ALCAM",1,"C"
"GRHL2","ALK",1,"C"
"GRHL2","ARHGAP32",1,"C"
"GRHL2","ARHGEF4",1,"C"
"GRHL2","ATP8B1",1,"C"
"GRHL2","CALML3",1,"C"
"GRHL2","CAST",1,"C"
"GRHL2","CCDC12",1,"C"
"GRHL2","CDCP1",1,"C"
"GRHL2","CDH1",1,"C"
"GRHL2","CLDN4",1,"C"
"GRHL2","CTNNBIP1",1,"C"
"GRHL2","CUEDC1",1,"C"
"GRHL2","DENND2B",1,"C"
"GRHL2","EHF",1,"C"
"GRHL2","EPB41L1",1,"C"
"GRHL2","ESYT2",1,"C"
"GRHL2","ETV6",1,"C"
"GRHL2","EVL",1,"C"
"GRHL2","EXPH5",1,"C"
"GRHL2","FAT2",1,"C"
"GRHL2","FBLN2",1,"C"
"GRHL2","GDPD5",1,"C"
"GRHL2","GRAMD2B",1,"C"
"GRHL2","GSN",1,"C"
"GRHL2","HSPB1",1,"C"
"GRHL2","IQSEC1",1,"C"
"GRHL2","ITGB6",1,"C"
"GRHL2","KIAA1217",1,"C"
"GRHL2","LIMCH1",1,"C"
"GRHL2","LIMK2",1,"C"
"GRHL2","LPP",1,"C"
"GRHL2","MACF1",1,"C"
"GRHL2","MAL2",1,"C"
"GRHL2","MAP4K4",1,"C"
"GRHL2","MARK2",1,"C"
"GRHL2","MECOM",1,"C"
"GRHL2","MID1",1,"C"
"GRHL2","MIDEAS",1,"C"
"GRHL2","MYO5B",1,"C"
"GRHL2","NCEH1",1,"C"
"GRHL2","OSBPL3",1,"C"
"GRHL2","PACSIN2",1,"C"
"GRHL2","PCNX2",1,"C"
"GRHL2","PKP1",1,"C"
"GRHL2","PLB1",1,"C"
"GRHL2","PLEKHA7",1,"C"
"GRHL2","RBM47",1,"C"
"GRHL2","RP1",1,"C"
"GRHL2","SCEL",1,"C"
"GRHL2","SCNN1A",1,"C"
"GRHL2","SGMS1",1,"C"
"GRHL2","SHANK2",1,"C"
"GRHL2","SIPA1L3",1,"C"
"GRHL2","SLC12A8",1,"C"
"GRHL2","SLC22A23",1,"C"
"GRHL2","SLC35F2",1,"C"
"GRHL2","SLC3A2",1,"C"
"GRHL2","SLC44A3",1,"C"
"GRHL2","SLCO3A1",1,"C"
"GRHL2","SPIDR",1,"C"
"GRHL2","SPINT2",1,"C"
"GRHL2","ST14",1,"C"
"GRHL2","SULT2B1",1,"C"
"GRHL2","TAF1B",1,"C"
"GRHL2","TGFA",1,"C"
"GRHL2","TIAM2",1,"C"
"GRHL2","TMC1",1,"C"
"GRHL2","TNS3",1,"C"
"GRHL2","UMODL1",1,"C"
"GRHL2","WWC1",1,"C"
"GRHL2","ZNF608",1,"C"
"HBP1","MIF",-1,"C"
"HBP1","NCF1",-1,"C"
"HBP1","RUNX1",1,"C"
"HBP1","AFF1",-1,"C"
"HBP1","ARID1B",-1,"C"
"HBP1","ARID5B",-1,"C"
"HBP1","ATAD2",-1,"C"
"HBP1","CDK19",-1,"C"
"HBP1","CITED2",-1,"C"
"HBP1","CLN6",-1,"C"
"HBP1","EHD1",-1,"C"
"HBP1","ELF2",-1,"C"
"HBP1","ERCC1",-1,"C"
"HBP1","FOXO3",-1,"C"
"HBP1","GABARAPL2",-1,"C"
"HBP1","GNA13",-1,"C"
"HBP1","GTF2I",-1,"C"
"HBP1","HECTD1",-1,"C"
"HBP1","HERC3",-1,"C"
"HBP1","JMJD1C",-1,"C"
"HBP1","KANK1",-1,"C"
"HBP1","KLHDC2",-1,"C"
"HBP1","LRCH1",-1,"C"
"HBP1","MAP1LC3B",-1,"C"
"HBP1","MXI1",-1,"C"
"HBP1","NIPBL",-1,"C"
"HBP1","P3H4",-1,"C"
"HBP1","PHPT1",-1,"C"
"HBP1","PJA2",-1,"C"
"HBP1","PPM1A",-1,"C"
"HBP1","PPM1D",-1,"C"
"HBP1","RNF13",-1,"C"
"HBP1","RNF38",-1,"C"
"HBP1","SIN3A",-1,"C"
"HBP1","SMARCA2",-1,"C"
"HBP1","SQSTM1",-1,"C"
"HBP1","TLK1",-1,"C"
"HBP1","TOPORS",-1,"C"
"HBP1","VPS26A",-1,"C"
"HHEX","HNF4A",1,"C"
"HHEX","TLE1",-1,"C"
"HHEX","A2M",-1,"C"
"HHEX","ACSS3",-1,"C"
"HHEX","ADAP2",-1,"C"
"HHEX","ELMO1",-1,"C"
"HHEX","NINJ2",-1,"C"
"HHEX","NR2F2",-1,"C"
"HHEX","PLCG2",-1,"C"
"HHEX","SLC23A2",-1,"C"
"HHEX","WSCD1",-1,"C"
"HIF1A","ABCA1",1,"A"
"HIF1A","ABCB1",1,"A"
"HIF1A","ABCG2",1,"A"
"HIF1A","ADAM17",1,"A"
"HIF1A","ADIPOQ",1,"A"
"HIF1A","ADM",1,"A"
"HIF1A","ADORA2B",1,"A"
"HIF1A","AGT",1,"A"
"HIF1A","ALAS2",1,"A"
"HIF1A","ALDOA",1,"A"
"HIF1A","ANGPT2",1,"A"
"HIF1A","ANKRD37",1,"A"
"HIF1A","APH1A",1,"A"
"HIF1A","APLN",1,"A"
"HIF1A","AQP1",1,"A"
"HIF1A","AURKA",1,"A"
"HIF1A","BAX",1,"A"
"HIF1A","BCL2L1",1,"A"
"HIF1A","BHLHE40",1,"A"
"HIF1A","BHLHE41",1,"A"
"HIF1A","BIRC5",1,"A"
"HIF1A","BNIP3",1,"A"
"HIF1A","BNIP3L",1,"A"
"HIF1A","CA9",1,"A"
"HIF1A","CCL2",1,"A"
"HIF1A","CCN2",1,"A"
"HIF1A","CCND1",-1,"A"
"HIF1A","CD36",1,"A"
"HIF1A","CDH13",1,"A"
"HIF1A","CDKN1A",1,"A"
"HIF1A","CDKN1B",1,"A"
"HIF1A","CEACAM5",1,"A"
"HIF1A","CITED2",1,"A"
"HIF1A","COX4I1",1,"A"
"HIF1A","COX4I2",1,"A"
"HIF1A","CP",1,"A"
"HIF1A","CXCL12",1,"A"
