"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.03945305000163e-49,2.92265491212058,0.127,0.012,4.55226315290864e-45,"10","ZNF366"
2.41428147917189e-70,2.86925011336843,0.205,0.022,5.38891768965957e-66,"10","NRARP"
4.70978578509629e-26,2.72705380824375,0.223,0.064,1.05127128509134e-21,"10","S100B"
1.28998955767697e-56,2.7086438874575,0.233,0.035,2.87938569169076e-52,"10","PPP1R14A"
4.31893212685882e-49,2.60493447872812,0.194,0.029,9.64028840036157e-45,"10","PARM1"
2.607774496982e-254,10.0990670705573,0.199,0.001,5.82081345471353e-250,"9","SCT"
1.40297826900959e-206,8.78591366124475,0.167,0.001,3.13158779425631e-202,"9","PACSIN1"
2.93037926465663e-279,8.67620145727742,0.237,0.002,6.54089955664007e-275,"9","CLEC4C"
2.76763679098917e-211,7.65663833575902,0.254,0.007,6.17764208116692e-207,"9","LILRA4"
2.69030933331352e-152,7.59771258272588,0.136,0.001,6.00503946288911e-148,"9","PHEX"
1.43691179186873e-119,7.40965199806596,0.286,0.026,3.2073308106302e-115,"9","GZMB"
1.75183108912667e-112,7.37975278549761,0.101,0.001,3.91026217403965e-108,"9","EPHB1"
6.30904582933952e-230,7.33824374695427,0.265,0.007,1.40824211956688e-225,"9","SMPD3"
2.81021652134434e-275,7.05495437688377,0.223,0.001,6.2726842972927e-271,"9","LRRC26"
0,6.70531529584158,0.348,0.006,0,"9","DNASE1L3"
4.39098038324228e-28,6.2971392911431,0.101,0.014,9.80110731343509e-24,"9","CCL19"
2.01394500570371e-138,5.80575763807474,0.226,0.012,4.49532664723124e-134,"9","MAP1A"
4.45490700848766e-104,5.73862742736407,0.146,0.006,9.94379793364531e-100,"9","SLCO5A1"
1.15881560296528e-114,5.63159129326265,0.16,0.006,2.5865923073788e-110,"9","SMIM5"
1.86521424292772e-99,5.60305321016498,0.282,0.032,4.16334471163896e-95,"9","CLIC3"
5.72653995084848e-95,5.52057324105472,0.122,0.004,1.27822098242889e-90,"9","TMIGD2"
8.11994512788845e-111,5.45275770177546,0.157,0.006,1.81245295199598e-106,"9","SLC35F3"
1.21534560115926e-62,5.41438016450427,0.321,0.067,2.71277291634759e-58,"9","JCHAIN"
8.64755130785569e-106,5.38096352956149,0.167,0.008,1.93021992742647e-101,"9","PPM1J"
2.76490990877057e-21,5.21733918186714,0.185,0.056,6.17155540736679e-17,"9","PTGDS"
0,10.4332718971517,0.325,0.001,0,"7","PAX5"
0,9.8589732779738,0.587,0.003,0,"7","VPREB3"
0,9.74115963935764,0.953,0.004,0,"7","MS4A1"
1.50412821618619e-309,9.36226427574325,0.242,0.001,3.35736459134919e-305,"7","IGHD"
0,9.34251902232559,0.955,0.012,0,"7","CD79A"
0,8.60480986388899,0.691,0.005,0,"7","TNFRSF13C"
3.10478524832402e-145,8.50258435465107,0.115,0.001,6.93019115278404e-141,"7","CR2"
2.77266384669368e-148,8.43837353579974,0.117,0.001,6.18886297220496e-144,"7","SHISA8"
0,8.39336692035819,0.438,0.003,0,"7","TNFRSF13B"
1.98090130350457e-300,8.36719305905773,0.239,0.001,4.42156979955254e-296,"7","LINC01781"
5.73915785093586e-176,8.18133200283263,0.14,0.001,1.28103742390739e-171,"7","FCRL3"
0,8.00560371417332,0.4,0.003,0,"7","BLK"
0,7.64769773397693,0.293,0.002,0,"7","FCRL2"
0,7.62509555139979,0.433,0.005,0,"7","POU2AF1"
9.72491530303463e-221,7.50165506031792,0.185,0.002,2.17069834479036e-216,"7","CXCR5"
1.2102002594324e-128,7.44266486785547,0.113,0.001,2.70128799907907e-124,"7","COCH"
1.05396864631341e-278,7.40175539261359,0.223,0.001,2.35256341543616e-274,"7","FCRL1"
0,7.28214407226788,0.81,0.031,0,"7","BANK1"
0,7.23116274596326,0.388,0.007,0,"7","CD19"
5.39175051357908e-271,6.9336316530165,0.278,0.007,1.20349263213599e-266,"7","OSBPL10"
1.0740939240699e-34,1.84483739154046,0.132,0.032,2.39748504791643e-30,"5","FAM212A"
